term,estimate,std.error,statistic,p.value,model
natural_crops_ed,0.022838328486594558,0.0031277620408308292,7.301811387329197,3.0828562170727387e-13,cp_individual_var6
pland_crops,1.5007390927090794e-4,1.3534150897420442e-4,1.1088535247490958,0.2675157152452732,cp_time_var6
cropintensity,-3.883892570341862e-7,2.7411511001951153e-7,-1.4168837938431802,0.15654300233108992,cp_time_var6
msidi,0.21217817079472667,0.012360508413483457,17.16581257800627,2.8997876708331134e-65,cp_time_var6
mna_crops,-3.4229973681633956e-4,5.419879225428648e-5,-6.315634031296477,2.786111022538999e-10,cp_time_var6
largefarm_planted,0.340007378639584,0.008413867493016217,40.41035575159713,0,cp_time_var6
natural_crops_ed,5.094478231231985e-4,2.904841481789403e-4,1.7537887224378765,0.07949237740112453,cp_time_var6
pland_crops,0.0012846072731215509,0.0015664430254659625,0.820079155282028,0.4122039509986317,cp_twoways_var6_3yrs
cropintensity,2.3558410333728532e-7,5.462345317077209e-7,0.4312874592544831,0.666275047948281,cp_twoways_var6_3yrs
msidi,-0.09367415765758276,0.08779903608650554,-1.0669155589053239,0.2860534092682418,cp_twoways_var6_3yrs
mna_crops,-5.062569825603948e-4,3.238817511649564e-4,-1.5630920258380125,0.11808432061894705,cp_twoways_var6_3yrs
largefarm_planted,0.28429303734833156,0.01322607369103772,21.494892890319733,9.409538359478483e-99,cp_twoways_var6_3yrs
natural_crops_ed,0.011973188768317834,0.004096204183054243,2.9229960796022367,0.003479918353463198,cp_twoways_var6_3yrs
pland_crops,0.00268877407515042,0.0015669083842362898,1.715974017498749,0.08621902036102849,cp_individual_var6_3yrs
cropintensity,2.1855891478172048e-7,5.496352257304205e-7,0.39764357259175565,0.6909072475717492,cp_individual_var6_3yrs
msidi,-0.04936986368513431,0.08816215888699233,-0.5599892778081511,0.5755078999653981,cp_individual_var6_3yrs
mna_crops,-1.0281031822487726e-4,3.2207053599404996e-4,-0.3192167762492146,0.749573378300852,cp_individual_var6_3yrs
largefarm_planted,0.3001171902467762,0.013182827306487316,22.765768167128115,4.647892314191532e-110,cp_individual_var6_3yrs
natural_crops_ed,0.02137163610773966,0.0038635768425646006,5.531567503017074,3.30952139538989e-8,cp_individual_var6_3yrs
pland_crops,6.551359272627557e-4,1.5718498231099252e-4,4.167929516107084,3.102736531410885e-5,cp_time_var6_3yrs
cropintensity,-3.467303205125137e-7,3.290721093267985e-7,-1.05366061323714,0.2920667844133447,cp_time_var6_3yrs
msidi,0.224142868718657,0.014632164730537718,15.318503642244051,2.6442486621086253e-52,cp_time_var6_3yrs
mna_crops,-4.43035059208404e-4,6.229617090332636e-5,-7.111754266500957,1.233789119176688e-12,cp_time_var6_3yrs
largefarm_planted,0.3508624209719305,0.009758161274336614,35.95579239858208,1.4572226938110225e-264,cp_time_var6_3yrs
natural_crops_ed,1.4579768795381514e-4,3.417072971604678e-4,0.4266742008888024,0.6696269112148405,cp_time_var6_3yrs
pland_crops,0.0014725261531841622,0.0015440469324107598,0.9536796597789094,0.34028504149853045,cp_twoways_var7crops
cropintensity,2.273078152741252e-7,5.359371347827222e-7,0.4241314895380025,0.6714854451381143,cp_twoways_var7crops
msidi,-0.04469955446943234,0.09022684026863725,-0.49541305376921035,0.6203271048940429,cp_twoways_var7crops
mna_crops,-5.739680383526971e-4,3.2491477888501935e-4,-1.7665187170689227,0.07736076552719905,cp_twoways_var7crops
largefarm_planted,0.23488453167713227,0.01634658629893063,14.369026497752506,4.845454584500159e-46,cp_twoways_var7crops
natural_crops_ed,0.010976155704958426,0.004036383076637496,2.7193047578878713,0.00656115023661559,cp_twoways_var7crops
SDI,0.01377120659623253,0.014134541878678512,0.9742945130047644,0.32995042760498006,cp_twoways_var7crops
soysmallgrain_planted,0.03897880008923244,0.02339724605193928,1.6659567541711469,0.09577532171740752,cp_twoways_var7crops
corn_planted,0.009420569251467609,0.03522848263338062,0.26741342650225824,0.7891602464116196,cp_twoways_var7crops
fruitveg_planted,0.4577364715293382,0.05333312524564821,8.582592327395774,1.1734185814048524e-17,cp_twoways_var7crops
pland_crops,0.003163498715746866,0.001545200649246324,2.047306100531262,0.0406723928543836,cp_individual_var7crops
cropintensity,2.115111584788086e-7,5.400068136668275e-7,0.3916823883065046,0.6953071006926825,cp_individual_var7crops
msidi,0.014663300903919716,0.09066621248736284,0.16172839365009875,0.8715253015851937,cp_individual_var7crops
mna_crops,-6.89676168616317e-5,3.227172526732513e-4,-0.21370911003466206,0.8307813175347605,cp_individual_var7crops
largefarm_planted,0.25408613076562936,0.016296394870180354,15.591554622339448,9.78398302486907e-54,cp_individual_var7crops
natural_crops_ed,0.020322269811248832,0.003830755329610806,5.305029442669605,1.1677596977197558e-7,cp_individual_var7crops
SDI,0.021017820010528442,0.01422047759992916,1.477996773514354,0.1394622116153157,cp_individual_var7crops
soysmallgrain_planted,0.058157660420780834,0.023223481391083985,2.5042610727222345,0.012297614174258606,cp_individual_var7crops
corn_planted,-0.05667041531455926,0.03436667422029754,-1.648993293656817,0.09920243722218319,cp_individual_var7crops
fruitveg_planted,0.4141699130852164,0.053536023917287484,7.736284519842265,1.1968481181574925e-14,cp_individual_var7crops
pland_crops,0.001246320441231675,1.7101103455744964e-4,7.287953344396526,3.4157333792154504e-13,cp_time_var7crops
cropintensity,5.561646545764005e-8,2.9940128025047493e-7,0.18575894335225318,0.8526380391154742,cp_time_var7crops
msidi,0.17800826260130104,0.013712640010550574,12.981326897252504,3.4673015960383445e-38,cp_time_var7crops
mna_crops,-4.3859483204165334e-4,6.0237561304440786e-5,-7.281085464681977,3.5931501909014014e-13,cp_time_var7crops
largefarm_planted,0.35916999508916464,0.010074836532093361,35.65020573237389,2.6345498668211923e-260,cp_time_var7crops
natural_crops_ed,0.0013225864568685247,3.198157986772739e-4,4.135463170795846,3.574967867339759e-5,cp_time_var7crops
SDI,0.06916070030869415,0.01028652966493852,6.7234239886000955,1.8843452824338865e-11,cp_time_var7crops
soysmallgrain_planted,-0.17558104136739597,0.013000365740355437,-13.505853979350853,3.671168360619159e-41,cp_time_var7crops
corn_planted,0.0327293227352282,0.013819316848436163,2.3683748693360305,0.01788767952686194,cp_time_var7crops
fruitveg_planted,0.6729912401233548,0.018036067742334256,37.31363453152872,3.023163942704051e-283,cp_time_var7crops
pland_crops,-0.001001517313465542,0.001201067293968535,-0.8338561198818052,0.40438458453934567,cp_twoways_var6crops
cropintensity,2.5285534160619585e-7,4.227274599997867e-7,0.5981521560163692,0.5497537271581392,cp_twoways_var6crops
msidi,-0.39360090473215675,0.07073218389633674,-5.564664952364655,2.7032125207710432e-8,cp_twoways_var6crops
mna_crops,-6.644319828312661e-4,2.317157631397295e-4,-2.867444035003348,0.004147799694809493,cp_twoways_var6crops
largefarm_planted,0.22937680770444707,0.013211092660174872,17.362440307144954,1.9905549592585386e-66,cp_twoways_var6crops
natural_crops_ed,0.012766182794104486,0.0030981071409626007,4.120639543194738,3.812677948361359e-5,cp_twoways_var6crops
soysmallgrain_planted,-0.047662063069154784,0.01894084276999131,-2.516364432561976,0.011874802073024182,cp_twoways_var6crops
corn_planted,0.19026763071648578,0.027472142768510694,6.925838742166688,4.6365440955152875e-12,cp_twoways_var6crops
fruitveg_planted,0.268558189607956,0.036761004745114255,7.305518210669933,3.001541426745843e-13,cp_twoways_var6crops
pland_crops,0.0031572206791045943,0.0012380384657400124,2.5501797936604738,0.010783441014753566,cp_individual_var6crops
cropintensity,1.0948926588156738e-7,4.396552500350537e-7,0.249034364704704,0.8033399797554814,cp_individual_var6crops
msidi,-0.02669545822670111,0.07210122248067537,-0.3702497309786398,0.7112052876188829,cp_individual_var6crops
mna_crops,1.7652366560870584e-4,2.3802876420037723e-4,0.7416064449257267,0.45834550086097137,cp_individual_var6crops
largefarm_planted,0.28835391357253615,0.013517893641404363,21.331275509471997,1.7083455835526757e-98,cp_individual_var6crops
natural_crops_ed,0.0246869246654202,0.0030901633580380596,7.988873663007219,1.532490867865625e-15,cp_individual_var6crops
soysmallgrain_planted,-0.04569705870784595,0.019501840025157962,-2.3432178014431133,0.01914024479140121,cp_individual_var6crops
corn_planted,0.29575230863207247,0.02705392038668679,10.931957527960048,1.2176138869895206e-27,cp_individual_var6crops
fruitveg_planted,0.2525671367113376,0.03818311342684188,6.6146291919136315,3.940782871809014e-11,cp_individual_var6crops
pland_crops,7.048863041770809e-4,1.4410543141456762e-4,4.891462433148956,1.0140263244958492e-6,cp_time_var6crops
cropintensity,-1.9361584192861496e-7,2.4539038466867896e-7,-0.789011526225981,0.4301210310986261,cp_time_var6crops
msidi,0.18405490367554772,0.01129083318277257,16.301268533165178,4.232375926478297e-59,cp_time_var6crops
mna_crops,-2.952977756500644e-4,5.1837772834026035e-5,-5.696575286819277,1.2514340463655578e-8,cp_time_var6crops
largefarm_planted,0.3739146765569338,0.008451774293218368,44.24096806003915,0,cp_time_var6crops
natural_crops_ed,0.0021258043677133097,2.6547665009851344e-4,8.007500346732805,1.2795606665850323e-15,cp_time_var6crops
soysmallgrain_planted,-0.21594889856275673,0.010911410078292983,-19.791108299775356,8.528247227015876e-86,cp_time_var6crops
corn_planted,0.037396869592998504,0.011780637481960746,3.1744351398863557,0.0015051188927922075,cp_time_var6crops
fruitveg_planted,0.6823482241490634,0.015228667572261007,44.80682376913654,0,cp_time_var6crops
pland_crops,0.0014535158778072748,0.0015436800528788196,0.9415914101478496,0.3464405508505175,cp_twoways_var6crops_3yrs
cropintensity,2.297005289497518e-7,5.358470456848418e-7,0.4286680887755609,0.6681804895188062,cp_twoways_var6crops_3yrs
msidi,-0.042939232865257734,0.09019489747761486,-0.47607164114704675,0.6340410272989148,cp_twoways_var6crops_3yrs
mna_crops,-5.667154865476056e-4,3.2478135555447785e-4,-1.7449138531369495,0.0810521068086427,cp_twoways_var6crops_3yrs
largefarm_planted,0.23529000637263733,0.01633727790201423,14.402032442848286,3.053500634571874e-46,cp_twoways_var6crops_3yrs
natural_crops_ed,0.010972473713648075,0.0040357015452525315,2.718851627310185,0.006570123543822041,cp_twoways_var6crops_3yrs
soysmallgrain_planted,0.03928746593228392,0.02337637044263809,1.680648671644263,0.09288429002372195,cp_twoways_var6crops_3yrs
corn_planted,0.011291266044769575,0.03516470701239374,0.3210965483315412,0.7481486378078496,cp_twoways_var6crops_3yrs
fruitveg_planted,0.4582870807247725,0.053321766492982745,8.594746777286232,1.0569036585050949e-17,cp_twoways_var6crops_3yrs
pland_crops,0.0031493189525406157,0.001545101862720131,2.038259760425298,0.04156859982792536,cp_individual_var6crops_3yrs
cropintensity,2.1507524932372193e-7,5.399762267212991e-7,0.3983050339635228,0.6904198066913196,cp_individual_var6crops_3yrs
msidi,0.01790274411409746,0.09063587721257262,0.1975238135789132,0.8434244731680618,cp_individual_var6crops_3yrs
mna_crops,-5.386466416548707e-5,3.225494702850259e-4,-0.1669965978176579,0.8673784662980948,cp_individual_var6crops_3yrs
largefarm_planted,0.25490915007631676,0.01628533955601568,15.652676396431369,3.892241978498184e-54,cp_individual_var6crops_3yrs
natural_crops_ed,0.020389628215661815,0.0038303170644642757,5.323222039456306,1.0572317715517811e-7,cp_individual_var6crops_3yrs
soysmallgrain_planted,0.05864981752425267,0.02320360406634109,2.5276167166345287,0.011509937124423256,cp_individual_var6crops_3yrs
corn_planted,-0.054203876290543865,0.034323756289268585,-1.579194183577479,0.11434529501338701,cp_individual_var6crops_3yrs
fruitveg_planted,0.4146515512108706,0.05353255995557278,7.745782222165243,1.1114384718164245e-14,cp_individual_var6crops_3yrs
pland_crops,0.001073079931410912,1.6919007914732378e-4,6.342451855445484,2.3715315028309975e-10,cp_time_var6crops_3yrs
cropintensity,-1.375382145757395e-7,2.9872018926529063e-7,-0.4604249043695975,0.6452225148406776,cp_time_var6crops_3yrs
msidi,0.19321774820783552,0.013557510845623351,14.251712604766993,1.3857900278349512e-45,cp_time_var6crops_3yrs
mna_crops,-3.895571349301622e-4,5.99141131598155e-5,-6.501926080271833,8.356463455300927e-11,cp_time_var6crops_3yrs
largefarm_planted,0.36960612266846443,0.00996960616806057,37.07329220812797,6.822445647672698e-280,cp_time_var6crops_3yrs
natural_crops_ed,0.0016593935434561827,3.165942869971612e-4,5.241388147572802,1.630295083243116e-7,cp_time_var6crops_3yrs
soysmallgrain_planted,-0.16846972983239533,0.012986323030226654,-12.972858401894765,3.863255857857756e-38,cp_time_var6crops_3yrs
corn_planted,0.03365183302255786,0.013850089916351626,2.4297194621695555,0.015130166658535275,cp_time_var6crops_3yrs
fruitveg_planted,0.6797016135248625,0.01805129563456114,37.65389627897406,4.8376503100138864e-288,cp_time_var6crops_3yrs
pland_crops,0.0021349171992472043,0.0013748896334776044,1.5527916912481252,0.12052672648395828,cp_twoways_var4crops
cropintensity,2.3961438018299344e-7,5.362413142741012e-7,0.4468405805460075,0.655006625683866,cp_twoways_var4crops
largefarm_planted,0.23574594828456033,0.01634529872895173,14.422859575334257,2.2818320553427694e-46,cp_twoways_var4crops
SDI,0.013209710690138609,0.014137298229887088,0.9343872128418778,0.3501425604662285,cp_twoways_var4crops
soysmallgrain_planted,0.04723861051878961,0.0231977082109071,2.0363481637629595,0.041760124301410295,cp_twoways_var4crops
corn_planted,0.004471117817692615,0.035154496930271964,0.1271848044522145,0.8987984809531828,cp_twoways_var4crops
fruitveg_planted,0.4579055768428033,0.05332041633996687,8.587809478516307,1.1218531272726834e-17,cp_twoways_var4crops
pland_crops,0.006107989955291902,0.0013315647475299903,4.587076945842871,4.588173852568816e-6,cp_individual_var4crops
cropintensity,2.1248686504353061e-7,5.411539210532417e-7,0.39265513336754515,0.694588440967625,cp_individual_var4crops
largefarm_planted,0.2618833899949228,0.01624945601593459,16.1164404357976,3.239281281094719e-57,cp_individual_var4crops
SDI,0.022194320817636125,0.014239221862568832,1.5586751180539686,0.11912709266169916,cp_individual_var4crops
soysmallgrain_planted,0.062138851072362354,0.023090383911981687,2.691113812105925,0.007141526679180377,cp_individual_var4crops
corn_planted,-0.07428163113615263,0.03426374399449891,-2.1679367890467147,0.030203468826485887,cp_individual_var4crops
fruitveg_planted,0.41175294694197706,0.05362597796307608,7.678236604383936,1.877144131085878e-14,cp_individual_var4crops
pland_crops,-1.7734288283900506e-4,1.1669396451184076e-4,-1.5197262650289882,0.1286153258495757,cp_time_var4crops
cropintensity,1.4667621040457468e-7,3.06219866429337e-7,0.47898985821816864,0.6319576166224414,cp_time_var4crops
largefarm_planted,0.3516240627906056,0.009803124569426667,35.86857030127184,2.804148786729241e-263,cp_time_var4crops
SDI,0.10152133248061798,0.010196487880572704,9.956500088039713,3.1245666413410626e-23,cp_time_var4crops
soysmallgrain_planted,-0.11929946825386684,0.01293313632984589,-9.224326196775534,3.509423727130235e-20,cp_time_var4crops
corn_planted,0.09492716305224307,0.013443154409355208,7.0613756386062505,1.7723786713612113e-12,cp_time_var4crops
fruitveg_planted,0.7158091784517856,0.018290776639368334,39.13498002655101,3.074410940245833e-309,cp_time_var4crops
pland_crops,7.894716997829004e-4,0.0010429778427227916,0.75694004938965,0.44910593529002174,cp_twoways_var3crops
cropintensity,2.631741848812006e-7,4.23881179130715e-7,0.6208678229614055,0.5347025865084153,cp_twoways_var3crops
largefarm_planted,0.22925814659544735,0.013223883188471591,17.336673602449213,3.0689476578875045e-66,cp_twoways_var3crops
soysmallgrain_planted,-0.038218575229117153,0.018886020351809647,-2.0236436537279845,0.04303682879733121,cp_twoways_var3crops
corn_planted,0.19485144975797836,0.027504379319845236,7.084379090764909,1.503525127852487e-12,cp_twoways_var3crops
fruitveg_planted,0.26364903346465396,0.03685402882689899,7.1538727747513455,9.10776056235214e-13,cp_twoways_var3crops
pland_crops,0.007286426473546631,0.0010471582904134536,6.9582856195214795,3.689249404675877e-12,cp_individual_var3crops
cropintensity,1.0487585638378549e-7,4.411669025848681e-7,0.23772376343125678,0.812100853859314,cp_individual_var3crops
largefarm_planted,0.2989299046227,0.013461582572434821,22.206148720939876,2.3156123675782853e-106,cp_individual_var3crops
soysmallgrain_planted,-0.0413989553465922,0.019467227892496452,-2.12659735506303,0.03348113994326985,cp_individual_var3crops
corn_planted,0.29061289964495823,0.027121648899158236,10.715163400481078,1.257897526578527e-26,cp_individual_var3crops
fruitveg_planted,0.24899046667947974,0.038306460082677074,6.499960219296747,8.468167517359465e-11,cp_individual_var3crops
pland_crops,-4.685057961637274e-4,9.790998998139215e-5,-4.785066327274339,1.7299002185618659e-6,cp_time_var3crops
cropintensity,-2.3343732142983627e-7,2.5175966333935096e-7,-0.9272228852450533,0.3538296738557194,cp_time_var3crops
largefarm_planted,0.38413940757245935,0.008152379161671703,47.11991431636122,0,cp_time_var3crops
soysmallgrain_planted,-0.1521426713053824,0.010865927375991047,-14.001811906230042,3.4115831692243226e-44,cp_time_var3crops
corn_planted,0.09202434233500599,0.011511411137732188,7.994184312761441,1.4248542249919338e-15,cp_time_var3crops
fruitveg_planted,0.7277199999753369,0.015486396200751169,46.990919678268256,0,cp_time_var3crops
pland_crops,0.0021210883758663716,0.0013745730373908814,1.5430888851802838,0.12286299674510319,cp_twoways_var3crops_3yrs
cropintensity,2.418561977984406e-7,5.361474354245773e-7,0.45110016726446467,0.6519339835623462,cp_twoways_var3crops_3yrs
largefarm_planted,0.23614495142624914,0.016335655673482715,14.4557987843474,1.4369913522496732e-46,cp_twoways_var3crops_3yrs
soysmallgrain_planted,0.0474631023475962,0.023177695745624678,2.0477921044656027,0.040624681140020893,cp_twoways_var3crops_3yrs
corn_planted,0.00633822101521178,0.035086939083582756,0.18064331573960082,0.8566537764441322,cp_twoways_var3crops_3yrs
fruitveg_planted,0.4584865266456303,0.05330806284661022,8.60069757111395,1.0040378325263333e-17,cp_twoways_var3crops_3yrs
pland_crops,0.006120980144811483,0.0013315066156384314,4.597033220053956,4.375074584806486e-6,cp_individual_var3crops_3yrs
cropintensity,2.1607444230311367e-7,5.411358610332769e-7,0.39929795428920256,0.6896881635557435,cp_individual_var3crops_3yrs
largefarm_planted,0.2628369787653431,0.016236980586476733,16.187552689707083,1.0724339260222481e-57,cp_individual_var3crops_3yrs
soysmallgrain_planted,0.0625171519461808,0.023072471648338467,2.7095992531291238,0.006755966984392892,cp_individual_var3crops_3yrs
corn_planted,-0.07168227354464339,0.03422169220224452,-2.0946443302982525,0.0362452740602303,cp_individual_var3crops_3yrs
fruitveg_planted,0.41230884060250417,0.05362351559293354,7.688955788210907,1.727703966849915e-14,cp_individual_var3crops_3yrs
pland_crops,-3.6846517806466745e-4,1.1561292263500583e-4,-3.1870587618299844,0.001442244301945282,cp_time_var3crops_3yrs
cropintensity,-1.5509668668196444e-7,3.063908864860836e-7,-0.506205287176546,0.6127250821005819,cp_time_var3crops_3yrs
largefarm_planted,0.3730906666428059,0.009600137035578708,38.86305635639455,2.5902040223911027e-305,cp_time_var3crops_3yrs
soysmallgrain_planted,-0.10214400834134428,0.012888809002678542,-7.925015284198625,2.556065995716643e-15,cp_time_var3crops_3yrs
corn_planted,0.09561260861343127,0.01351644312724129,7.073799498385181,1.6213994143319779e-12,cp_time_var3crops_3yrs
fruitveg_planted,0.7289874000487767,0.018344683404910803,39.73834728887333,4.731775e-318,cp_time_var3crops_3yrs
