FIPS,Year,LCP_Area_ha,CountyArea_ha,CroplandArea_ha,Prop_LCP
05003,2007,49643.75,243525,52687.5,0.942230130486358
05003,2012,49356.25,243525,52275,0.944165471066475
05003,2017,49081.25,243525,51987.5,0.944097138735273
05005,2002,0,151850,431.25,0
05005,2007,0,151850,431.25,0
05005,2012,0,151850,437.5,0
05005,2017,0,151850,437.5,0
05007,2002,0,228718.75,8118.75,0
05007,2007,0,228718.75,6850,0
05007,2012,0,228718.75,6468.75,0
05007,2017,0,228718.75,6150,0
05009,2002,0,155887.5,3856.25,0
05009,2007,0,155887.5,3831.25,0
05009,2012,0,155887.5,3806.25,0
05009,2017,0,155887.5,3781.25,0
05011,2002,0,169100,4081.25,0
05011,2007,0,169100,4043.75,0
05011,2012,0,169100,3600,0
05011,2017,0,169100,3418.75,0
05013,2002,218.75,163793.75,3212.5,0.0680933852140078
05013,2007,218.75,163793.75,3162.5,0.0691699604743083
05013,2012,0,163793.75,2843.75,0
05013,2017,0,163793.75,2687.5,0
05015,2002,0,165225,2568.75,0
05015,2007,0,165225,2368.75,0
05015,2012,0,165225,2306.25,0
05015,2017,0,165225,2287.5,0
05017,2002,115837.5,179043.75,116325,0.995809155383623
05017,2007,114768.75,179043.75,115250,0.995824295010846
05017,2012,113606.25,179043.75,114143.75,0.995291025570826
05017,2017,112631.25,179043.75,113381.25,0.993385149660989
05019,2002,5093.75,228493.75,7600,0.670230263157895
05019,2007,5131.25,228493.75,7981.25,0.64291307752545
05019,2012,5143.75,228493.75,8018.75,0.641465315666407
05019,2017,5106.25,228493.75,7931.25,0.64381402679275
05021,2002,114587.5,166162.5,116843.75,0.980690024070607
05021,2007,113762.5,166162.5,116406.25,0.977288590604027
05021,2012,111181.25,166162.5,113831.25,0.976719925328062
05021,2017,109943.75,166162.5,112587.5,0.976518263572777
05023,2002,0,153431.25,968.75,0
05023,2007,0,153431.25,931.25,0
05023,2012,0,153431.25,918.75,0
05023,2017,0,153431.25,900,0
05025,2002,512.5,155018.75,4143.75,0.1236802413273
05025,2007,512.5,155018.75,4106.25,0.124809741248097
05025,2012,506.25,155018.75,3725,0.135906040268456
05025,2017,281.25,155018.75,3393.75,0.0828729281767956
05027,2002,0,198625,1331.25,0
05027,2007,0,198625,1418.75,0
05027,2012,0,198625,1375,0
05027,2017,0,198625,1293.75,0
05029,2002,9437.5,146568.75,11762.5,0.802337938363443
05029,2007,9343.75,146568.75,11825,0.790169133192389
05029,2012,9137.5,146568.75,11662.5,0.783494105037513
05029,2017,9012.5,146568.75,11568.75,0.779038357644516
05031,2002,136856.25,184581.25,139606.25,0.980301741505126
05031,2007,135668.75,184581.25,138487.5,0.979646177452839
05031,2012,132056.25,184581.25,135087.5,0.977560840196169
05031,2017,129175,184581.25,132618.75,0.974032706536595
05033,2002,9581.25,156075,11593.75,0.826415094339623
05033,2007,9418.75,156075,11493.75,0.819467101685699
05033,2012,8937.5,156075,11137.5,0.802469135802469
05033,2017,8106.25,156075,10900,0.743692660550459
05035,2002,127012.5,164743.75,127962.5,0.992575949985347
05035,2007,125800,164743.75,127106.25,0.989723164675222
05035,2012,124393.75,164743.75,125587.5,0.990494675027371
05035,2017,122843.75,164743.75,124243.75,0.988731827556718
05037,2002,121862.5,161206.25,123756.25,0.984697742538256
05037,2007,121500,161206.25,123443.75,0.984253961824718
05037,2012,120050,161206.25,121968.75,0.984268511401486
05037,2017,118787.5,161206.25,120800,0.983340231788079
05039,2002,350,173118.75,1906.25,0.183606557377049
05039,2007,350,173118.75,1843.75,0.189830508474576
05039,2012,318.75,173118.75,1606.25,0.198443579766537
05039,2017,275,173118.75,1443.75,0.19047619047619
05041,2002,111875,212106.25,113550,0.985248789079701
05041,2007,110912.5,212106.25,112825,0.983048969643253
05041,2012,110175,212106.25,112056.25,0.983211556695856
05041,2017,109850,212106.25,111643.75,0.983933269887477
05043,2002,30856.25,216512.5,40112.5,0.769242754752259
05043,2007,30762.5,216512.5,40018.75,0.768702170857411
05043,2012,30231.25,216512.5,39237.5,0.770468302007009
05043,2017,30118.75,216512.5,38850,0.7752574002574
05045,2002,2737.5,171962.5,6712.5,0.407821229050279
05045,2007,2775,171962.5,6887.5,0.402903811252269
05045,2012,2731.25,171962.5,6712.5,0.406890130353817
05045,2017,2743.75,171962.5,6600,0.415719696969697
05047,2002,687.5,160675,3768.75,0.182421227197347
05047,2007,662.5,160675,3868.75,0.17124394184168
05047,2012,650,160675,3768.75,0.172470978441128
05047,2017,643.75,160675,3718.75,0.173109243697479
05049,2002,0,160662.5,2425,0
05049,2007,0,160662.5,2412.5,0
05049,2012,0,160662.5,2381.25,0
05049,2017,0,160662.5,2343.75,0
05051,2002,0,190225,306.25,0
05051,2007,0,190225,312.5,0
05051,2012,0,190225,318.75,0
05051,2017,0,190225,312.5,0
05053,2002,0,164031.25,231.25,0
05053,2007,0,164031.25,256.25,0
05053,2012,0,164031.25,243.75,0
05053,2017,0,164031.25,256.25,0
05055,2002,91556.25,150062.5,95525,0.958453284480502
05055,2007,91031.25,150062.5,94993.75,0.958286729390091
05055,2012,89737.5,150062.5,93643.75,0.958286057531869
05055,2017,88943.75,150062.5,92800,0.958445581896552
05057,2002,4606.25,191818.75,8875,0.519014084507042
05057,2007,4600,191818.75,9406.25,0.489036544850498
05057,2012,4275,191818.75,8900,0.480337078651685
05057,2017,3981.25,191818.75,8537.5,0.466325036603221
05059,2002,1012.5,160856.25,1900,0.532894736842105
05059,2007,1043.75,160856.25,2062.5,0.506060606060606
05059,2012,1043.75,160856.25,2087.5,0.5
05059,2017,1050,160856.25,2112.5,0.497041420118343
05061,2002,0,154443.75,1331.25,0
05061,2007,0,154443.75,1531.25,0
05061,2012,0,154443.75,1412.5,0
05061,2017,0,154443.75,1393.75,0
05063,2002,28762.5,199875,33950,0.84720176730486
05063,2007,28531.25,199875,33918.75,0.841164547632209
05063,2012,28068.75,199875,33406.25,0.84022450888681
05063,2017,27918.75,199875,33262.5,0.83934611048478
05065,2002,0,151293.75,2162.5,0
05065,2007,0,151293.75,2162.5,0
05065,2012,0,151293.75,2187.5,0
05065,2017,0,151293.75,2187.5,0
05067,2002,125593.75,166131.25,126456.25,0.993179459299165
05067,2007,125168.75,166131.25,126175,0.992024965325936
05067,2012,123150,166131.25,124143.75,0.991995166893219
05067,2017,121612.5,166131.25,122618.75,0.99179366940211
05069,2002,109156.25,236768.75,111443.75,0.979473949862599
05069,2007,107775,236768.75,110175,0.978216473791695
05069,2012,106106.25,236768.75,108781.25,0.975409365124964
05069,2017,104875,236768.75,107637.5,0.974335152711648
05071,2002,1756.25,176950,2375,0.739473684210526
05071,2007,1556.25,176950,2262.5,0.687845303867403
05071,2012,1437.5,176950,2150,0.668604651162791
05071,2017,1418.75,176950,2125,0.667647058823529
05073,2002,17000,141187.5,19725,0.861850443599493
05073,2007,16975,141187.5,19850,0.855163727959698
05073,2012,16693.75,141187.5,19681.25,0.848205779612575
05073,2017,16612.5,141187.5,19575,0.848659003831418
05075,2002,79887.5,153418.75,83706.25,0.954379153289032
05075,2007,79381.25,153418.75,83487.5,0.950815990417727
05075,2012,76512.5,153418.75,80793.75,0.947010133828421
05075,2017,75493.75,153418.75,79775,0.946333437793795
05077,2002,112075,160406.25,112862.5,0.993022483109979
05077,2007,111675,160406.25,112493.75,0.992721817878771
05077,2012,110856.25,160406.25,111706.25,0.992390757007777
05077,2017,110443.75,160406.25,111306.25,0.992251108989837
05079,2002,64056.25,148237.5,68418.75,0.936238238786882
05079,2007,63887.5,148237.5,68200,0.936766862170088
05079,2012,63293.75,148237.5,67625,0.935951940850277
05079,2017,62981.25,148237.5,67300,0.93582838038633
05081,2002,13543.75,146350,17112.5,0.79145361577794
05081,2007,11556.25,146350,16156.25,0.715280464216634
05081,2012,8925,146350,14587.5,0.611825192802057
05081,2017,7606.25,146350,13625,0.558256880733945
05083,2002,3025,189493.75,4025,0.751552795031056
05083,2007,3062.5,189493.75,4062.5,0.753846153846154
05083,2012,3062.5,189493.75,3962.5,0.772870662460568
05083,2017,3068.75,189493.75,3925,0.781847133757962
05085,2002,125506.25,207968.75,130256.25,0.96353341970155
05085,2007,124918.75,207968.75,129793.75,0.962440410266288
05085,2012,124287.5,207968.75,129037.5,0.96318899544706
05085,2017,123418.75,207968.75,128412.5,0.961111651903047
05087,2002,0,216831.25,2481.25,0
05087,2007,0,216831.25,2300,0
05087,2012,0,216831.25,2225,0
05087,2017,0,216831.25,2162.5,0
05089,2002,0,165968.75,918.75,0
05089,2007,0,165968.75,912.5,0
05089,2012,0,165968.75,887.5,0
05089,2017,0,165968.75,850,0
05091,2002,27606.25,165112.5,32468.75,0.850240615976901
05091,2007,27393.75,165112.5,32612.5,0.83997700268302
05091,2012,27200,165112.5,32231.25,0.843901493116153
05091,2017,26500,165112.5,31800,0.833333333333333
05093,2002,202143.75,238206.25,202437.5,0.998548934856437
05093,2007,201787.5,238206.25,202106.25,0.998422859263382
05093,2012,201043.75,238206.25,201356.25,0.998448024334978
05093,2017,200625,238206.25,200937.5,0.998444790046656
05095,2002,85381.25,160856.25,87325,0.977741196679072
05095,2007,85231.25,160856.25,87231.25,0.977072436770079
05095,2012,84643.75,160856.25,86631.25,0.977057932328115
05095,2017,84306.25,160856.25,86393.75,0.975837372495117
05097,2002,0,207250,143.75,0
05097,2007,0,207250,156.25,0
05097,2012,0,207250,150,0
05097,2017,0,207250,156.25,0
05099,2002,0,161181.25,1206.25,0
05099,2007,0,161181.25,1343.75,0
05099,2012,0,161181.25,1262.5,0
05099,2017,0,161181.25,1206.25,0
05101,2002,0,213437.5,1212.5,0
05101,2007,0,213437.5,1187.5,0
05101,2012,0,213437.5,1106.25,0
05101,2017,0,213437.5,1106.25,0
05103,2002,550,191650,3818.75,0.144026186579378
05103,2007,556.25,191650,3756.25,0.148086522462562
05103,2012,556.25,191650,3550,0.15669014084507
05103,2017,537.5,191650,3400,0.158088235294118
05105,2002,2012.5,145193.75,5506.25,0.365493757094211
05105,2007,1918.75,145193.75,5575,0.344170403587444
05105,2012,2181.25,145193.75,5668.75,0.384785005512679
05105,2017,2218.75,145193.75,5731.25,0.387131952017448
05107,2002,130437.5,188450,131256.25,0.993762201799914
05107,2007,129975,188450,130862.5,0.993218072404241
05107,2012,128912.5,188450,129812.5,0.99306692344728
05107,2017,128187.5,188450,129068.75,0.993172243474892
05109,2002,475,158950,1418.75,0.334801762114537
05109,2007,468.75,158950,1437.5,0.326086956521739
05109,2012,468.75,158950,1425,0.328947368421053
05109,2017,468.75,158950,1368.75,0.342465753424658
05111,2002,159287.5,197787.5,160181.25,0.994420383159702
05111,2007,158606.25,197787.5,159537.5,0.994162814385333
05111,2012,157006.25,197787.5,157937.5,0.994103680253265
05111,2017,155793.75,197787.5,156718.75,0.994097706879362
05113,2002,0,223225,81.25,0
05113,2007,0,223225,75,0
05113,2012,0,223225,75,0
