FIPS,Year,Scenario,CroplandArea,SoySmallGrain,Corn,FruitVeg,soysmallgrain_cropland,corn_cropland,fruitveg_cropland
1077,2050,A1B,73651.24375000001,53049.100000000006,29927.050000000003,142.6,0.7202743266640355,0.4063346180762901,0.001936151960773914
1077,2050,A2,73141.6,53049.100000000006,29927.050000000003,142.6,0.7252931300381725,0.40916591925798723,0.0019496428844870768
1079,2050,B1,81913.65000000001,82181,48344.350000000006,84.15,1.0032638027972138,0.590186739328549,0.0010273013105874295
1079,2050,B2,80261.16875,82181,48344.350000000006,84.15,1.0239198018157443,0.6023379767940398,0.0010484522130759528
1079,2050,A1B,88894.225,82181,48344.350000000006,84.15,0.9244807522648405,0.5438412900275581,9.466306725774368e-4
1079,2050,A2,88230.14375,82181,48344.350000000006,84.15,0.9314390355393702,0.5479346167335243,9.537556715133427e-4
1081,2050,B1,21173.381250000002,207.35000000000002,0,0,0.009792956427306574,0,0
1081,2050,B2,14964.99375,207.35000000000002,0,0,0.013855669000864101,0,0
1081,2050,A1B,39613.21875,207.35000000000002,0,0,0.005234363844770883,0,0
1081,2050,A2,30563.18125,207.35000000000002,0,0,0.006784306852873832,0,0
1083,2050,B1,104924.83750000001,152368.2,33637.9,0,1.4521652225575283,0.3205904417054732,0
1083,2050,B2,106129.45,152368.2,33637.9,0,1.43568255559602,0.31695160956737267,0
1083,2050,A1B,110608.1375,152368.2,33637.9,0,1.3775496400524783,0.30411776891189407,0
1083,2050,A2,114484.51875,152368.2,33637.9,0,1.3309065860051057,0.29382051274072374,0
1085,2050,B1,21775.6875,3651.8500000000004,3000.35,0,0.16770308629750497,0.13778439831118994,0
1085,2050,B2,13343.4,3651.8500000000004,3000.35,0,0.2736821199994005,0.22485648335506692,0
1085,2050,A1B,60724.825000000004,3651.8500000000004,3000.35,0,0.06013767845358138,0.04940895259887533,0
1085,2050,A2,62037.543750000004,3651.8500000000004,3000.35,0,0.058865160985681356,0.048363455717893404,0
1087,2050,B1,19845.21875,0,0,270.85,0,0,0.013648123682184155
1087,2050,B2,12880.0875,0,0,270.85,0,0,0.02102858385084729
1087,2050,A1B,59968.08125,0,0,270.85,0,0,0.004516569387485614
1087,2050,A2,58732.58125,0,0,270.85,0,0,0.004611580050383023
1089,2050,B1,111380.325,64972.95,39430.5,0,0.583343153290314,0.35401674398059085,0
1089,2050,B2,103040.7,64972.95,39430.5,0,0.6305561782868323,0.38266917829556674,0
1089,2050,A1B,124909.05,64972.95,39430.5,0,0.5201620699220753,0.315673684172604,0
1089,2050,A2,129480.40000000001,64972.95,39430.5,0,0.5017975693618493,0.3045287163153651,0
1093,2050,B1,8061.637500000001,0,0,0,0,0,0
1093,2050,B2,6424.6,0,0,0,0,0,0
1093,2050,A1B,18733.26875,0,0,0,0,0,0
1093,2050,A2,24663.66875,0,0,0,0,0,0
1095,2050,B1,50053.19375,0,0,47.49999999999997,0,0,9.489903928458106e-4
1095,2050,B2,48586.0375,0,0,47.49999999999997,0,0,9.776471275312372e-4
1095,2050,A1B,62238.3125,0,0,47.49999999999997,0,0,7.631954995566432e-4
1095,2050,A2,77651.175,0,0,47.49999999999997,0,0,6.117099966613509e-4
1097,2050,B1,21883.79375,0,0,0,0,0,0
1097,2050,B2,19536.34375,0,0,0,0,0,0
1097,2050,A1B,29667.443750000002,0,0,0,0,0,0
1097,2050,A2,39088.13125,0,0,0,0,0,0
1099,2050,B1,11968.90625,0,0,0,0,0,0
1099,2050,B2,5358.98125,0,0,0,0,0,0
1099,2050,A1B,50408.4,0,0,0,0,0,0
1099,2050,A2,75010.29375,0,0,0,0,0,0
1101,2050,B1,30146.2,0,3203.15,0,0,0.10625385620741586,0
1101,2050,B2,19134.80625,0,3203.15,0,0,0.16739913423476654,0
1101,2050,A1B,98809.1125,0,3203.15,0,0,0.03241755662970862,0
1101,2050,A2,98623.7875,0,3203.15,0,0,0.032478472802517346,0
1103,2050,B1,40200.08125,5920.4,2364.95,0,0.14727333418013924,0.05882948308717659,0
1103,2050,B2,40848.71875,5920.4,2364.95,0,0.14493477840109734,0.05789532872435564,0
1103,2050,A1B,45976.043750000004,5920.4,2364.95,0,0.12877141043698434,0.05143874520521352,0
1103,2050,A2,49404.55625,5920.4,2364.95,0,0.11983510124129491,0.04786906673207898,0
1105,2050,B1,25358.6375,0,10483.5,0,0,0.4134094349509117,0
1105,2050,B2,16540.256250000002,0,10483.5,0,0,0.6338172662832837,0
1105,2050,A1B,67056.7625,0,10483.5,0,0,0.15633769972118772,0
1105,2050,A2,81126.01875,0,10483.5,0,0,0.12922487953348505,0
1107,2050,B1,22424.325,0,2537.7,0,0,0.11316728597181853,0
1107,2050,B2,15706.29375,0,2537.7,0,0,0.1615721723019474,0
1107,2050,A1B,44663.325000000004,0,2537.7,0,0,0.05681842988626574,0
1107,2050,A2,51103.36875,0,2537.7,0,0,0.049658174442756275,0
1109,2050,B1,21142.49375,3534.7,0,390.65,0.16718463024258903,0,0.01847700676274292
1109,2050,B2,12833.75625,3534.7,0,390.65,0.27542209242130494,0,0.030439256628393575
1109,2050,A1B,62238.3125,3534.7,0,390.65,0.0567929922585867,0,0.006276680461090586
1109,2050,A2,70686.04375,3534.7,0,390.65,0.05000562787898283,0,0.005526550635393285
1111,2050,B1,9065.48125,378.95000000000005,1531.5,175.9,0.041801421187650685,0.1689375288267239,0.019403272164949876
1111,2050,B2,3289.51875,378.95000000000005,1531.5,175.9,0.11519922177066175,0.4655696216961827,0.05347286742171632
1111,2050,A1B,15659.9625,378.95000000000005,1531.5,175.9,0.024198653093837234,0.0977971690545236,0.011232466233555796
1111,2050,A2,15891.618750000001,378.95000000000005,1531.5,175.9,0.02384590304873756,0.09637155434527397,0.01106872765872262
1115,2050,B1,13312.5125,42.900000000000006,0,0,0.003222532185415789,0,0
1115,2050,B2,12694.7625,42.900000000000006,0,0,0.003379346403684197,0,0
1115,2050,A1B,15335.643750000001,42.900000000000006,0,0,0.0027974045758594255,0,0
1115,2050,A2,19397.350000000002,42.900000000000006,0,0,0.002211642311965294,0,0
1117,2050,B1,19397.350000000002,5271.6,2218.15,83.75,0.2717690818591199,0.11435324928405168,0.004317600084547631
1117,2050,B2,18872.2625,5271.6,2218.15,83.75,0.2793305784083917,0.1175349272510384,0.004437729710467942
1117,2050,A1B,21142.49375,5271.6,2218.15,83.75,0.24933671790727147,0.1049143032145865,0.00396121673206123
1117,2050,A2,25513.075,5271.6,2218.15,83.75,0.2066234665950694,0.08694169558157926,0.003282630572755342
1119,2050,B1,23381.8375,324.1999999999998,0,0,0.01386546288331701,0,0
1119,2050,B2,11845.35625,324.1999999999998,0,0,0.027369375235126406,0,0
1119,2050,A1B,97033.08125,324.1999999999998,0,0,0.0033411285700050857,0,0
1119,2050,A2,117943.91875,324.1999999999998,0,0,0.0027487640179837576,0,0
1121,2050,B1,36431.80625,0,7105.4,32.29999999999998,0,0.19503287735013136,8.865879385269288e-4
1121,2050,B2,34316.012500000004,0,7105.4,32.29999999999998,0,0.2070578567367056,9.412515512983911e-4
1121,2050,A1B,38470.38125,0,7105.4,32.29999999999998,0,0.1846979356358731,8.396069638639202e-4
1121,2050,A2,42825.51875,0,7105.4,32.29999999999998,0,0.1659150947237504,7.542232048269113e-4
1123,2050,B1,7860.8687500000005,98.45,538.9,93.25,0.012524061033330444,0.06855476374669148,0.011862556539949862
1123,2050,B2,3397.625,98.45,538.9,93.25,0.02897612302711453,0.1586107943048453,0.027445642176520364
1123,2050,A1B,14779.66875,98.45,538.9,93.25,0.00666117770738265,0.03646225156433225,0.006309343029085141
1123,2050,A2,14640.675000000001,98.45,538.9,93.25,0.006724416736250207,0.03680841218044933,0.0063692418553106325
1125,2050,B1,15737.18125,2958.4,693.9,194.85,0.18798792191581323,0.04409302968408018,0.012381505741379193
1125,2050,B2,12555.768750000001,2958.4,693.9,194.85,0.2356207778994018,0.05526543326946826,0.015518763038702825
1125,2050,A1B,33373.94375,2958.4,693.9,194.85,0.08864400390199616,0.02079166924945752,0.005838387020113558
1125,2050,A2,40910.49375,2958.4,693.9,194.85,0.07231396467807236,0.01696141836469524,0.004762836674392374
1127,2050,B1,18547.943750000002,2003.75,842.1,92.85,0.10803084304156356,0.045401259101834394,0.005005945739942196
1127,2050,B2,17297,2003.75,842.1,92.85,0.11584378794010522,0.04868474301902064,0.005367982887205873
1127,2050,A1B,22254.443750000002,2003.75,842.1,92.85,0.0900381974274239,0.037839633713603826,0.004172200439743635
1127,2050,A2,27242.775,2003.75,842.1,92.85,0.07355161139054299,0.03091094794858453,0.003408243102987856
1129,2050,B1,2486.44375,0,0,0,0,0,0
1129,2050,B2,1667.925,0,0,0,0,0,0
1129,2050,A1B,8524.95,0,0,0,0,0,0
1129,2050,A2,27875.96875,0,0,0,0,0,0
1131,2050,B1,6887.9125,0,0,87.15,0,0,0.01265259975355378
1131,2050,B2,3335.85,0,0,87.15,0,0,0.026125275417060122
1131,2050,A1B,23381.8375,0,0,87.15,0,0,0.0037272519749570582
1131,2050,A2,28061.29375,0,0,87.15,0,0,0.0031057014254733
1133,2050,B1,6872.46875,0,0,99.05000000000001,0,0,0.014412579176878762
1133,2050,B2,5868.625,0,0,99.05000000000001,0,0,0.016877888772923812
1133,2050,A1B,9297.1375,0,0,99.05000000000001,0,0,0.010653816833407057
1133,2050,A2,12895.53125,0,0,99.05000000000001,0,0,0.007680955369713831
4009,2050,B1,38192.39375,3791.95,8023.700000000001,0,0.09928547618202117,0.21008633427172918,0
4009,2050,B2,18486.16875,3791.95,8023.700000000001,0,0.20512362790153582,0.43403801558394844,0
4009,2050,A1B,54979.75,3791.95,8023.700000000001,0,0.06896993893206135,0.14593918670055794,0
4009,2050,A2,43335.1625,3791.95,8023.700000000001,0,0.08750284483183834,0.1851544920363458,0
4012,2050,B1,42562.975,0,3955.6000000000004,0,0,0.0929352330282364,0
4012,2050,B2,38578.4875,0,3955.6000000000004,0,0,0.10253382795268996,0
4012,2050,A1B,45296.51875,0,3955.6000000000004,0,0,0.08732679925871788,0
4012,2050,A2,43227.05625,0,3955.6000000000004,0,0,0.09150750347474795,0
4013,2050,B1,381182.6375,14702.2,19539.550000000003,5708.25,0.03856996241073546,0.05126033580162738,0.014975104945591861
4013,2050,B2,345368.58125,14702.2,19539.550000000003,5708.25,0.04256959317720219,0.056575933830692086,0.016527994467070536
4013,2050,A1B,387313.80625,14702.2,19539.550000000003,5708.25,0.037959400782398525,0.050448885850941705,0.014738049374660007
4013,2050,A2,371731.0625,14702.2,19539.550000000003,5708.25,0.039550636153791965,0.05256367296451047,0.01535585958733271
4019,2050,B1,57682.40625,7956.35,0,0,0.13793373954471602,0,0
4019,2050,B2,48169.05625,7956.35,0,0,0.16517554254553202,0,0
4019,2050,A1B,55010.637500000004,7956.35,0,0,0.14463293576628702,0,0
4019,2050,A2,53141.94375,7956.35,0,0,0.14971883673336658,0,0
4021,2050,B1,389506.81875000003,50873,39126.5,10435.05,0.1306087533031153,0.10045138651375662,0.026790416746715808
4021,2050,B2,342542.375,50873,39126.5,10435.05,0.1485159317880014,0.11422382413270767,0.03046353024206129
4021,2050,A1B,423266.85625,50873,39126.5,10435.05,0.12019131488517062,0.09243931912516715,0.02465359582474986
4021,2050,A2,384147.8375,50873,39126.5,10435.05,0.1324307858429634,0.10185271445137316,0.027164151353578813
4025,2050,B1,4108.0375,0,339.70000000000005,1106.95,0,0.08269155284001181,0.26945956554680917
4025,2050,B2,5189.1,0,339.70000000000005,1106.95,0,0.06546414599834269,0.21332215605789057
4025,2050,A1B,11212.1625,0,339.70000000000005,1106.95,0,0.03029745599923298,0.09872760941522209
4025,2050,A2,7397.5562500000005,0,339.70000000000005,1106.95,0,0.045920570053117206,0.14963725351868734
4027,2050,B1,116677.53125,68364.1,162.25,150917.2,0.5859234358800337,0.0013905847875059492,1.2934555469521902
4027,2050,B2,106994.3,68364.1,162.25,150917.2,0.6389508599990841,0.0015164359222874489,1.410516261146622
4027,2050,A1B,119843.5,68364.1,162.25,150917.2,0.5704447884115534,0.0013538489780421967,1.2592856517040976
4027,2050,A2,117542.38125,68364.1,162.25,150917.2,0.5816123450366121,0.00138035318218466,1.283938596403074
5001,2050,B1,360256.35625,182034.95,84939.25,173.35000000000002,0.5052928195212101,0.2357744659501757,4.811851255157417e-4
5001,2050,B2,359901.15,182034.95,84939.25,173.35000000000002,0.5057915208106448,0.23600716474509736,4.8166003359533584e-4
5001,2050,A1B,372132.60000000003,182034.95,84939.25,173.35000000000002,0.48916689911069333,0.22824995713893378,4.6582857830783977e-4
5001,2050,A2,369167.4,182034.95,84939.25,173.35000000000002,0.4930959505091728,0.23008329012800155,4.6957017331432843e-4
5003,2050,B1,127766.14375,62987.75,38016.45,737.2,0.49299249512647203,0.29754713482146555,0.005769916648987068
5003,2050,B2,119750.83750000001,62987.75,38016.45,737.2,0.5259900583158761,0.317462915447251,0.00615611560962987
5003,2050,A1B,144399.0625,62987.75,38016.45,737.2,0.4362060868643105,0.2632735236767898,0.005105296303429948
5003,2050,A2,144939.59375,62987.75,38016.45,737.2,0.4345793193586897,0.26229168315162327,0.005086256839325521
5007,2050,B1,15304.75625,1335,897.95,0,0.08722778580678146,0.05867130356943777,0
5007,2050,B2,13374.2875,1335,897.95,0,0.09981840154101666,0.06714002521629657,0
5007,2050,A1B,32570.86875,1335,897.95,0,0.040987546578719974,0.02756911419502742,0
5007,2050,A2,24833.55,1335,897.95,0,0.05375792023291072,0.03615874492370201,0
5009,2050,B1,9312.581250000001,0,0,109.35,0,0,0.011742179430649261
5009,2050,B2,7289.45,0,0,109.35,0,0,0.015001131772630308
5009,2050,A1B,21837.4625,0,0,109.35,0,0,0.005007449926931757
5009,2050,A2,21729.35625,0,0,109.35,0,0,0.005032362613135398
5011,2050,B1,5497.975,0,0,1243.95,0,0,0.226256030629459
5011,2050,B2,3814.6062500000003,0,0,1243.95,0,0,0.32610180932828914
5011,2050,A1B,10532.6375,0,0,1243.95,0,0,0.1181043209737352
5011,2050,A2,11459.2625,0,0,1243.95,0,0,0.10855410633974044
5013,2050,B1,4463.2437500000005,0,0,0,0,0,0
5013,2050,B2,2887.9812500000003,0,0,0,0,0,0
5013,2050,A1B,7907.200000000001,0,0,0,0,0,0
5013,2050,A2,8540.393750000001,0,0,0,0,0,0
5015,2050,B1,5173.65625,0,64.35000000000001,28.349999999999994,0,0.01243801228579885,0.005479683734302988
5015,2050,B2,4849.3375000000005,0,64.35000000000001,28.349999999999994,0,0.013269853871791765,0.005846159398062104
5015,2050,A1B,6470.9312500000005,0,64.35000000000001,28.349999999999994,0,0.009944472829934641,0.004381131386614561
5015,2050,A2,7598.325,0,64.35000000000001,28.349999999999994,0,0.008468971779964665,0.003731085469494921
5017,2050,B1,276813.775,245069.2,64585.100000000006,566.6,0.8853215487560183,0.23331606239610006,0.0020468634554042693
5017,2050,B2,271840.8875,245069.2,64585.100000000006,566.6,0.9015170685094236,0.23758420079466525,0.0020843074977085633
5017,2050,A1B,288010.49375,245069.2,64585.100000000006,566.6,0.8509037181566236,0.22424564868827804,0.0019672894297102323
5017,2050,A2,287052.98125,245069.2,64585.100000000006,566.6,0.8537420476624993,0.22499365698540363,0.001973851647639002
5019,2050,B1,20771.84375,0,0,0,0,0,0
5019,2050,B2,15258.425000000001,0,0,0,0,0,0
5019,2050,A1B,33049.625,0,0,0,0,0,0
5019,2050,A2,31999.45,0,0,0,0,0,0
5021,2050,B1,269215.45,119422,50648.25,0,0.44359266899429434,0.18813277618353627,0
5021,2050,B2,238466.94375,119422,50648.25,0,0.5007905838940833,0.2123910727563891,0
5021,2050,A1B,288782.68125,119422,50648.25,0,0.41353587923998814,0.1753853443730362,0
5021,2050,A2,286404.34375,119422,50648.25,0,0.4169699329149927,0.17684176621361036,0
5025,2050,B1,5884.06875,0,0,0,0,0,0
5025,2050,B2,4200.7,0,0,0,0,0,0
5025,2050,A1B,11690.91875,0,0,0,0,0,0
5025,2050,A2,12478.550000000001,0,0,0,0,0,0
5027,2050,B1,2640.88125,0,0,0,0,0,0
5027,2050,B2,1606.15,0,0,0,0,0,0
5027,2050,A1B,6918.8,0,0,0,0,0,0
5027,2050,A2,7073.2375,0,0,0,0,0,0
5029,2050,B1,30485.9625,15354.349999999999,4620.55,1266.7,0.5036531157577852,0.1515631989641134,0.04155027088286945
5029,2050,B2,26671.35625,15354.349999999999,4620.55,1266.7,0.5756868850641969,0.17324015909389684,0.04749289792865333
5029,2050,A1B,41265.700000000004,15354.349999999999,4620.55,1266.7,0.37208504884201643,0.11197071659998496,0.03069619562978454
