term,estimate,std.error,statistic,p.value,model,ERS
pland_crops,0.09136497745872067,0.03958932305363192,2.30781863420468,0.021656953869753463,ERS_twoways_var7,9
cropintensity,-1.1823493117325255e-4,1.9959676206640688e-4,-0.5923689840916115,0.5540284970280098,ERS_twoways_var7,9
msidi,1.602990328232744,0.8981728303791966,1.7847236901565848,0.07526839574267821,ERS_twoways_var7,9
mna_crops,-0.008983128305537482,0.004470846985470021,-2.0092676700258583,0.04536148705817544,ERS_twoways_var7,9
largefarm_planted,0.4606536196411532,0.05227066248839795,8.812852137533179,8.39701214768479e-17,ERS_twoways_var7,9
natural_crops_ed,-0.002521008941451921,0.042452107747948914,-0.05938477675643147,0.9526832940551926,ERS_twoways_var7,9
SDI,-0.039255081563570764,0.0644690742030215,-0.608897863802905,0.5430310019397087,ERS_twoways_var7,9
pland_crops,0.11226775662113957,0.042195016652386605,2.6606875770669842,0.008195011699009002,ERS_individual_var7,9
cropintensity,-2.9339145880649072e-6,2.1254930094651345e-4,-0.013803454422102316,0.9889954697298693,ERS_individual_var7,9
msidi,1.0999162996647174,0.953471505813966,1.153591159209035,0.24953684882231456,ERS_individual_var7,9
mna_crops,-0.012289510926576633,0.004733385810561814,-2.5963467628509176,0.009860930346069231,ERS_individual_var7,9
largefarm_planted,0.45281608162798065,0.054690610428271474,8.279594579070638,3.4979721794975717e-15,ERS_individual_var7,9
natural_crops_ed,0.07333478623986545,0.043794163902722866,1.6745333100264055,0.0950120609036882,ERS_individual_var7,9
SDI,-0.0980784387520669,0.06752511703665019,-1.4524734359043534,0.14735908555912738,ERS_individual_var7,9
pland_crops,0.0018722505937925097,8.996629756000406e-4,2.0810577344741685,0.03796151057191559,ERS_time_var7,9
cropintensity,2.6401771147756975e-5,7.404862315607902e-5,0.3565464153480283,0.7215890574626567,ERS_time_var7,9
msidi,0.10429035985912923,0.06289060322173468,1.6582820726242773,0.09791794918072957,ERS_time_var7,9
mna_crops,-9.813358109980032e-4,4.134324011862036e-4,-2.373630630261184,0.018009284124646797,ERS_time_var7,9
largefarm_planted,0.5237593661702927,0.02923233627596101,17.917123052562935,2.8495452546517497e-55,ERS_time_var7,9
natural_crops_ed,-9.884535666833361e-4,0.0014387126800474615,-0.6870402828803372,0.49239122341200103,ERS_time_var7,9
SDI,0.19806577087041183,0.055908167673348774,3.542698305328813,4.350077714497345e-4,ERS_time_var7,9
pland_crops,0.06678967938399147,0.02698262276078649,2.4752849260100867,0.013658607792823236,ERS_twoways_var6,9
cropintensity,-6.787984250150676e-5,1.821343353641001e-4,-0.3726910819193421,0.7095435698628897,ERS_twoways_var6,9
msidi,0.9453933836398845,0.61513495661125694,1.536887756872089,0.1249824451126368,ERS_twoways_var6,9
mna_crops,-0.007169286291451143,0.0021374401254144093,-3.3541460208440474,8.594041059980705e-4,ERS_twoways_var6,9
largefarm_planted,0.46315549440599807,0.04722539224569862,9.807340339204556,8.234901584897525e-21,ERS_twoways_var6,9
natural_crops_ed,-0.007924337785608826,0.026110457344928065,-0.30349287570591416,0.7616463273820769,ERS_twoways_var6,9
pland_crops,0.08553079539689606,0.028832781496112913,2.966442741864044,0.0031625926890416355,ERS_individual_var6,9
cropintensity,5.6590477122097214e-5,1.9513446782395456e-4,0.2900075919603897,0.771935407023483,ERS_individual_var6,9
msidi,1.4512412460011657,0.6360224506526914,2.281745313411327,0.022940418662277078,ERS_individual_var6,9
mna_crops,-0.008948614293888338,0.0022726167180082885,-3.9375818293420215,9.44716757853764e-5,ERS_individual_var6,9
largefarm_planted,0.4948139809758207,0.049768833880328704,9.942245827290671,2.6262305994943388e-21,ERS_individual_var6,9
natural_crops_ed,0.05341585646279121,0.026430613077231033,2.020984390589371,0.04383485316522188,ERS_individual_var6,9
pland_crops,0.001984465343619307,8.23153421213536e-4,2.4108085959160612,0.01619712457500387,ERS_time_var6,9
cropintensity,-5.358698446142454e-5,7.184253962017128e-5,-0.7458949077348441,0.4560039162633758,ERS_time_var6,9
msidi,0.06612195505139899,0.054964156092665625,1.2030013694729,0.22941923846003495,ERS_time_var6,9
mna_crops,-0.0012743402714744266,3.7428690235513277e-4,-3.404715108799882,7.035887180834117e-4,ERS_time_var6,9
largefarm_planted,0.5218150226171135,0.02774293181766288,18.80893576953873,3.391161638871425e-63,ERS_time_var6,9
natural_crops_ed,-6.888786933198258e-4,0.0013390167924033655,-0.5144660598941226,0.6071032358401193,ERS_time_var6,9
pland_crops,0.09227464473442291,0.03952171655950731,2.3347833233783315,0.02018069465175808,ERS_twoways_var6_3yrs,9
cropintensity,-1.2571113055853764e-4,1.9902030557210855e-4,-0.6316497716007691,0.5280724242536914,ERS_twoways_var6_3yrs,9
msidi,1.591201974646571,0.897069658762173,1.7737774977722474,0.07706293764470071,ERS_twoways_var6_3yrs,9
mna_crops,-0.008992183314420676,0.004466368712912768,-2.0133096688643897,0.04492965865261928,ERS_twoways_var6_3yrs,9
largefarm_planted,0.46241536487679197,0.05213853499947063,8.868975027424282,5.548765861240117e-17,ERS_twoways_var6_3yrs,9
natural_crops_ed,-0.0026903857942207556,0.0424089092803042,-0.06343916502163476,0.9494569104250077,ERS_twoways_var6_3yrs,9
pland_crops,0.11522368819171398,0.0422193819538191,2.729165678402145,0.006702882586457597,ERS_individual_var6_3yrs,9
cropintensity,-1.771268854179482e-5,2.1267572469092747e-4,-0.08328495679295751,0.933677362902533,ERS_individual_var6_3yrs,9
msidi,1.035777812120214,0.9541087740393732,1.0855971984568191,0.2784795062728619,ERS_individual_var6_3yrs,9
