FIPS,Year,ed_wat,ed_dev,ed_mdf,ed_bare,ed_df,ed_ef,ed_mf,ed_grass,ed_shrub,ed_crops,ed_pas,ed_wet,el_wat,el_dev,el_mdf,el_bare,el_df,el_ef,el_mf,el_grass,el_shrub,el_crops,el_pas,el_wet,pland_wat,pland_dev,pland_mdf,pland_bare,pland_df,pland_ef,pland_mf,pland_grass,pland_shrub,pland_crops,pland_pas,pland_wet,mna_wat,mna_dev,mna_mdf,mna_bare,mna_df,mna_ef,mna_mf,mna_grass,mna_shrub,mna_crops,mna_pas,mna_wet,msidi,tec_natural_nc,tec_crops_nc,tel_naturalcrops_nc,tec_forest_fc,tec_crops_fc,tel_forestcrop_fc,tec_shrubgrass_sgc,tec_crops_sgc,tel_shrubgrasscrop_sgc,te_shared_n_nc,te_shared_c_nc,te_shared_f_fc,te_shared_c_fc,te_shared_sg_sgc,te_shared_c_sgc,pland_natural
01027,2016,0.261146496815287,0.512738853503185,7.72611464968153,0.0732484076433121,30.4585987261147,18.4585987261147,28.3805732484076,0,0,3.02229299363057,6.14012738853503,0,41000,80500,1213000,11500,4782000,2898000,4455750,0,0,474500,964000,0,0.191082802547771,0.569267515923567,7.05414012738853,0.0477707006369427,41.1504777070064,16.656050955414,26.671974522293,0,0,2.14570063694268,5.51353503184713,0,9.67741935483871,27.9296875,18.7394247038917,6.81818181818182,126.18408203125,22.3122866894198,34.6074380165289,0,0,9.87903225806452,20.9088164251208,0,0.723269307324841,1505250,474500,355250,1505250,474500,355250,0,0,0,0.23600730775618667,0.7486828240252897,0.23600730775618667,0.7486828240252897,0,0,91.53264331210194
01091,2016,1.25543358137479,0.628699133082836,8.63871902551634,0.0943048699624254,16.2430315086323,20.6704486848891,22.1989734521968,0,0,7.55028365136668,9.88432918293671,5.61998084432329,319500,160000,2198500,24000,4133750,5260500,5649500,0,0,1921500,2515500,1430250,0.920945995726811,0.638522557037255,7.64753554851544,0.105601807510008,15.3490999287802,23.3232643237801,21.6311795476313,0,0,6.53503278567745,11.795476313269,12.0533411920725,10.9521028037383,19.578313253012,17.9709141274238,26.875,23.6885991510006,48.5730360065466,34.8417721518987,0,0,16.8673935091278,38.1432655654384,97.3809523809524,0.836564779088782,3466000,1921500,1219750,4013250,1921500,1065250,0,0,0,0.3519186381996538,0.6347905282331512,0.2654332523515854,0.554384595368202,0,0,80.00442054077953
01049,2016,0.511962315606793,1.44787405479112,1.67348456675344,0.00495847279038056,24.6163381678443,14.6857567869096,26.0902442047849,0,0,14.9646708813685,21.328870707822,0.897483575058882,103250,292000,337500,1000,4964500,2961750,5261750,0,0,3018000,4301500,181000,0.347093095326639,1.3015991074749,1.26441056154704,0.00309904549398785,27.1414404363456,11.8817404239494,22.5827445146895,0,0,12.3713896119995,22.3689103756043,0.737572827569109,7.60869565217391,15.4411764705882,10,6.25,41.7843511450382,14.6023765996344,24.29,0,0,17.9625629949604,46.9921875,18.3641975308642,0.795480928219714,5099000,3018000,1696000,5119000,3018000,1666250,0,0,0,0.3326142380858992,0.5619615639496355,0.3255030279351436,0.5521040424121935,0,0,63.60790876410065
01019,2016,3.56806756485019,0.677257188819626,2.02855419264026,0.0160868690931028,22.7420068369194,18.8522018902071,24.4713452644279,0,0,11.2897647295395,11.0645485622361,2.07198873919163,554500,105250,315250,2500,3534250,2929750,3803000,0,0,1754500,1719500,322000,7.62115423285743,0.530866680072391,1.60868690931028,0.0120651518198271,26.0084456062739,19.9718479790871,21.1140156846974,0,0,10.5972250150814,10.5449426905289,1.99075005027147,98.6979166666667,12.3134328358209,10.6837606837607,9.375,43.0903518123667,32.0304437564499,24.9714611872146,0,0,24.290191740413,25.3676470588235,17.7801724137931,0.819047247656953,2796750,1754500,1075500,2759750,1754500,1019000,0,0,0,0.3845534995977474,0.6129951553149046,0.3692363438717275,0.5807922485038473,0,0,70.69374622964015
01065,2016,3.39862555584139,0.4262981882327,8.17757524530521,0.0499797875859028,15.9729521149535,20.6666421667708,19.2333982580574,0,0,7.93649626989085,11.0499430377421,7.36613869391055,578000,72500,1390750,8500,2716500,3514750,3271000,0,0,1349750,1879250,1252750,2.86648781742678,0.360148469369005,6.94939546506927,0.0330748594318474,14.7991621035611,22.8841277424571,18.3014222189556,0,0,6.44224762044761,11.9914740362353,15.3724596670464,14.3382352941176,14.5833333333333,16.9323065902579,7.03125,22.5324529991047,46.6092814371258,33.8315217391304,0,0,14.7459623149394,32.2176145339652,115.170704845815,0.844410727247941,2666250,1349750,794500,2959500,1349750,704250,0,0,0,0.29798406000937644,0.5886275236154843,0.23796249366447034,0.5217632894980552,0,0,78.30656719708946
01105,2016,1.22957924918317,0.376075215043009,10.2260452090418,0.02667200106688,19.2331799693272,21.6416616656665,22.0150696806028,0,0,8.80709475228379,10.040674801627,7.84156831366273,230500,70500,1917000,5000,3605500,4057000,4127000,0,0,1651000,1882250,1470000,0.983530039341202,0.366740014669601,9.06514636260585,0.0166700006668,17.4534906981396,24.5282389811296,19.8973127958925,0,0,8.01160232046409,10.0420084016803,9.63526038541042,12.2102649006623,22.9166666666667,18.9662388392857,6.25,22.8962561231631,48.3504206098843,27.4466519499632,0,0,22.8248480243161,29.739336492891,47.2840314136126,0.835669316522058,2563000,1651000,991500,3259000,1651000,836000,0,0,0,0.3868513460788139,0.6005451241671714,0.25652040503221846,0.5063597819503332,0,0,80.57944922317796
01033,2016,2.80663752755966,2.41983522221792,4.16972885158396,0.0804548795110819,25.7765056279735,9.77372065137508,18.9919931922794,0,0,10.2363362085638,11.0625459327738,1.66479712219085,453500,391000,673750,13000,4165000,1579250,3068750,0,0,1654000,1787500,269000,5.31853169844892,3.62820562410552,3.68235794685336,0.0618883688546784,34.0347348470197,9.1594785904924,17.1430781727459,0,0,14.3619695973388,10.842068618729,1.76768653541175,57.6761744966443,54.7897196261682,17.4486803519062,11.1111111111111,84.2170750382848,19.7596795727637,23.6954662104363,0,0,58.4540302267003,25.7250367107195,30.3856382978723,0.808190006257376,2434750,1654000,827000,2375750,1654000,768250,0,0,0,0.33966526337406305,0.5,0.32337156687361884,0.4644800483675937,0,0,65.7873360925231
01063,2016,3.681592039801,0.403863037752414,7.243195785777,0.0438981562774363,15.9847819724905,16.7164179104478,19.572724612233,0,0,9.17178811823237,10.599941469125,10.2458296751536,629000,69000,1237500,7500,2731000,2856000,3344000,0,0,1567000,1811000,1750500,2.82045654082529,0.380450687737782,6.23353819139596,0.0292654375182909,14.2083699151302,17.0434591747147,18.766461808604,0,0,8.1284752707053,10.136815920398,22.2527070529704,11.927599009901,15.8536585365854,17.6910299003322,7.14285714285714,20.519864750634,33.127133105802,34.0727948990436,0,0,18.9202997275204,23.6918604651163,182.782451923077,0.844449494381113,2863500,1567000,948250,2986000,1567000,783750,0,0,0,0.33115068971538325,0.6051372048500319,0.26247488278633624,0.5001595405232929,0,0,78.50453614281527
01013,2016,0.240724655664475,0.739545849360963,13.1467924060057,0.0248169748107706,15.6744012904827,26.52066013153,26.8569301402159,0,0,4.29085494478223,5.26368035736444,3.95830748231791,48500,149000,2648750,5000,3158000,5343250,5411000,0,0,864500,1060500,797500,0.158208214418662,0.620424370269264,11.930760640278,0.0155106092567316,13.1498945278571,34.6413947139844,26.1726020598089,0,0,3.42474252388634,4.61285519295198,5.27360714728875,7.24431818181818,14.8809523809524,20.7398619499569,6.25,18.347472299169,72.7776329509906,39.5286731634183,0,0,13.3720930232558,16.1630434782609,44.831223628692,0.773847747459212,1861500,864500,657250,2484500,864500,631750,0,0,0,0.3530754767660489,0.760266049739734,0.2542765143892131,0.7307692307692307,0,0,91.16825908921713
01081,2016,1.60677195595093,3.25743621899126,5.03664223850766,0.213191205862758,27.5753419289101,20.1512717012188,28.0659952188737,0,0,8.1420229650821,7.27514990006662,2.63353842536348,256250,519500,803250,34000,4397750,3213750,4476000,0,0,1298500,1160250,420000,1.53231179213857,4.06395736175883,4.38531175294901,0.17635301955559,29.0825724027119,19.6378884665125,25.5398361876396,0,0,6.83857820276678,6.53681859152722,2.20637222243994,17.0891608391608,39.280303030303,16.0407110091743,11.25,46.8971183013145,27.8884683882458,31.8960454189507,0,0,15.382581100141,18.4840425531915,16.3662790697674,0.798378407058394,2572250,1298500,953500,2864750,1298500,932500,0,0,0,0.370687141607542,0.7343088178667694,0.32550833406056373,0.7181363111282248,0,0,80.85198103225295
