FIPS,Year,ed_wat,ed_dev,ed_mdf,ed_bare,ed_df,ed_ef,ed_mf,ed_grass,ed_shrub,ed_crops,ed_pas,ed_wet,el_wat,el_dev,el_mdf,el_bare,el_df,el_ef,el_mf,el_grass,el_shrub,el_crops,el_pas,el_wet,pland_wat,pland_dev,pland_mdf,pland_bare,pland_df,pland_ef,pland_mf,pland_grass,pland_shrub,pland_crops,pland_pas,pland_wet,mna_wat,mna_dev,mna_mdf,mna_bare,mna_df,mna_ef,mna_mf,mna_grass,mna_shrub,mna_crops,mna_pas,mna_wet,msidi,tec_natural_nc,tec_crops_nc,tel_naturalcrops_nc,tec_forest_fc,tec_crops_fc,tel_forestcrop_fc,tec_shrubgrass_sgc,tec_crops_sgc,tel_shrubgrasscrop_sgc,te_shared_n_nc,te_shared_c_nc,te_shared_f_fc,te_shared_c_fc,te_shared_sg_sgc,te_shared_c_sgc,pland_natural
01027,2006,0.24203821656051,0.464968152866242,2.72611464968153,0.0668789808917197,30.7420382165605,18.3853503184713,29.2085987261147,0,0,3.47452229299363,6.67834394904459,0,38000,73000,428000,10500,4826500,2886500,4585750,0,0,545500,1048500,0,0.17515923566879,0.501592356687898,2.30493630573248,0.0437898089171975,43.6226114649682,16.7078025477707,27.8184713375796,0,0,2.48407643312102,6.34156050955414,0,9.16666666666667,23.8636363636364,16.1551339285714,6.875,148.885869565217,22.691392733564,37.2971818958155,0,0,10.0515463917526,24.6441831683168,0,0.69920668054485,1589250,545500,396500,1589250,545500,396500,0,0,0,0.24948875255623723,0.7268560953253895,0.24948875255623723,0.7268560953253895,0,0,90.45382165605098
01091,2006,1.17095213536678,0.632628502664604,6.69466342493676,0.0943048699624254,16.2273140303053,19.2264053635895,22.550652029765,0,0,8.50708514452712,10.0768682924433,5.59542228443724,298000,161000,1703750,24000,4129750,4893000,5739000,0,0,2165000,2564500,1424000,0.857093740023085,0.638522557037255,5.64846877379111,0.105601807510008,15.8402711265011,22.4121417520077,22.2697021046686,0,0,7.85873916353545,12.8932439401753,11.4762150347504,10.7982673267327,19.578313253012,15.6080347448426,26.875,24.930426716141,49.1279069767442,37.9604822505023,0,0,19.8807157057654,42.2297297297297,94.825487012987,0.835808437686571,3422000,2165000,1305500,3956500,2165000,1132500,0,0,0,0.3815020455873758,0.6030023094688222,0.286237836471629,0.523094688221709,0,0,77.64679879171891
01049,2006,0.502045370026032,1.28424445270857,1.38837238130656,0.00495847279038056,24.1601586711293,14.6832775505144,25.8869468203793,0,0,15.5125821247056,21.4503532911863,0.88508739308293,101250,259000,280000,1000,4872500,2961250,5220750,0,0,3128500,4326000,178500,0.340895004338664,1.09086401388372,1.16214206024544,0.00309904549398785,26.8098425684889,11.7577786041899,22.449485558448,0,0,13.0624767571588,22.5951406966654,0.728275691087145,7.63888888888889,13.2530120481928,15.4194078947368,6.25,41.0233308042489,14.3277945619335,24.1209376664891,0,0,19.2009839650146,47.7659853249476,18.5917721518987,0.795465173682004,5077500,3128500,1742500,5093500,3128500,1711000,0,0,0,0.3431806991629739,0.5569761866709285,0.3359183272798665,0.5469074636407224,0,0,62.907524482459394
01019,2006,3.4747637241102,0.677257188819626,2.62215966217575,0.0160868690931028,22.6889201689121,18.4757691534285,24.165694751659,0,0,11.3573295797305,11.1353307862457,2.05268449627991,540000,105250,407500,2500,3526000,2871250,3755500,0,0,1765000,1730500,319000,7.54474160466519,0.530866680072391,2.35270460486628,0.0120651518198271,26.1250754071989,19.2720691735371,20.8405389101146,0,0,10.6977679469133,10.6816810778202,1.94248944299216,106.590909090909,12.3134328358209,18.28125,9.375,43.9869989165764,30.2219979818365,24.3149399399399,0,0,24.6296296296296,25.8164852255054,17.5508720930233,0.821668559790534,2787250,1765000,1074750,2752250,1765000,1018500,0,0,0,0.3855951206386223,0.6089235127478754,0.3700608592969389,0.5770538243626062,0,0,70.53287753870903
01065,2006,3.32806585572011,0.4262981882327,5.00238873984786,0.0499797875859028,16.1434713902466,18.9849693138804,19.93311528426,0,0,9.65344897284186,12.2906177648745,7.33085884384991,566000,72500,850750,8500,2745500,3228750,3390000,0,0,1641750,2090250,1246750,2.8040130829444,0.360148469369005,4.20050714784462,0.0330748594318474,15.3283598544706,20.4365881445004,19.6170666274668,0,0,8.33486457682555,14.310389180846,14.5749880563008,14.1927083333333,14.5833333333333,15.3299356223176,7.03125,23.3590949820789,38.235698569857,37.9119318181818,0,0,18.9505347593583,40.3606965174129,115.829439252336,0.845023291272011,2721250,1641750,895750,2989500,1641750,793000,0,0,0,0.32916858061552595,0.5456068219887316,0.26526174945643083,0.4830211664382519,0,0,74.15750983058322
01105,2006,1.20290724811629,0.378742415149697,6.41728345669134,0.02667200106688,18.9264519570581,20.5681136227245,22.7325465093019,0,0,10.3260652130426,10.5287724211509,7.74288190971528,225500,71000,1203000,5000,3548000,3855750,4261500,0,0,1935750,1973750,1451500,0.956858038274322,0.370074014802961,5.47109421884377,0.0166700006668,17.6802027072081,24.0248049609922,21.2509168500367,0,0,10.1320264052811,10.9655264386211,9.13182636527305,11.9583333333333,23.125,15.4928247734139,6.25,24.0870276162791,52.1267361111111,31.2941869599372,0,0,29.2661787365177,32.8374600638978,43.3386075949367,0.832134104801001,2559750,1935750,1095250,3190250,1935750,920250,0,0,0,0.4278738158023244,0.5658013689784321,0.2884570174751195,0.475397132894227,0,0,77.55884510235381
01033,2006,2.77259892468959,2.25273662631029,1.95567245580784,0.0866437163965497,25.6496344718215,9.53235601284184,19.1312420222025,0,0,10.8026147835841,11.6736935752137,1.64004177464898,448000,364000,316000,14000,4144500,1540250,3091250,0,0,1745500,1886250,265000,5.291455537075,2.83139287510154,1.63230572854214,0.0657563919080958,35.2841062932735,9.18655475186632,17.4331799017522,0,0,15.0079294472595,11.5151046300236,1.75221444319808,59.375,36.3095238095238,14.1801075268817,9.65909090909091,87.846687211094,20.1681385869565,24.1170804794521,0,0,56.7915690866511,26.5424393723253,31.4583333333333,0.796713242379129,2498500,1745500,872750,2436000,1745500,811750,0,0,0,0.3493095857514509,0.5,0.3332307060755337,0.4650529934116299,0,0,65.28836111863224
01063,2006,3.58794263974246,0.403863037752414,5.76821773485514,0.0497512437810945,15.4550775534094,15.5545800409716,19.9619549312262,0,0,10.3511852502195,11.3374304945859,10.5355575065847,613000,69000,985500,8500,2640500,2657500,3410500,0,0,1768500,1937000,1800000,2.73266022827041,0.380450687737782,4.88732806555458,0.0329236172080773,14.1278899619549,16.2715832601697,19.6736903716711,0,0,9.75636523266023,11.2013462101258,20.9357623646473,11.7897727272727,15.8536585365854,15.3211009174312,7.03125,21.5129233511586,33.6561743341404,36.3378378378378,0,0,22.4646226415094,26.8032212885154,167.143691588785,0.845812201109483,2888500,1768500,1006500,3088000,1768500,830250,0,0,0,0.3484507529859789,0.5691263782866837,0.26886334196891193,0.46946564885496184,0,0,75.89625402399759
01013,2006,0.230797865740166,0.744509244323117,9.33366422633081,0.0248169748107706,16.1384787194441,25.9213301898499,27.4922446953716,0,0,5.32572279439136,5.28601563469413,3.87392976796129,46500,150000,1880500,5000,3251500,5222500,5539000,0,0,1073000,1065000,780500,0.15200397071597,0.617322248417918,8.06551681350043,0.0155106092567316,13.8013401166398,36.0900856185631,26.9760516193076,0,0,4.61285519295198,4.65008065516813,5.01923315547835,7.12209302325581,14.6323529411765,16.4640324214792,6.25,19.8616071428571,77.6842948717949,42.7952755905512,0,0,16.5075488454707,15.9061969439728,43.031914893617,0.764576999144894,1984000,1073000,821500,2583000,1073000,790500,0,0,0,0.4140625,0.7656104380242311,0.3060394889663182,0.7367194780987885,0,0,89.95222732348927
01081,2006,1.53152800094055,3.01916369479171,3.93776697887683,0.213191205862758,27.824587529882,19.9224046713955,28.5299996081044,0,0,8.51197241054983,7.21871693380883,2.58024062389779,244250,481500,628000,34000,4437500,3177250,4550000,0,0,1357500,1151250,411500,1.47352745228671,3.45260022729945,3.17435435200063,0.17635301955559,30.1877179919269,19.6026178626014,25.9787592585335,0,0,7.36763726143355,6.43100677979386,2.15542579456833,17.8030303030303,31.2855113636364,13.7567934782609,11.25,50.3595711297071,28.0381165919283,32.623031496063,0,0,16.7617689015692,17.8369565217391,16.0630841121495,0.79050579779644,2584750,1357500,1012750,2876750,1357500,991250,0,0,0,0.39181739046329433,0.7460405156537753,0.3445728686886243,0.7302025782688766,0,0,81.09887525963076
