FIPS,Year,ed_wat,ed_dev,ed_mdf,ed_bare,ed_df,ed_ef,ed_mf,ed_grass,ed_shrub,ed_crops,ed_pas,ed_wet,el_wat,el_dev,el_mdf,el_bare,el_df,el_ef,el_mf,el_grass,el_shrub,el_crops,el_pas,el_wet,pland_wat,pland_dev,pland_mdf,pland_bare,pland_df,pland_ef,pland_mf,pland_grass,pland_shrub,pland_crops,pland_pas,pland_wet,mna_wat,mna_dev,mna_mdf,mna_bare,mna_df,mna_ef,mna_mf,mna_grass,mna_shrub,mna_crops,mna_pas,mna_wet,msidi,tec_natural_nc,tec_crops_nc,tel_naturalcrops_nc,tec_forest_fc,tec_crops_fc,tel_forestcrop_fc,tec_shrubgrass_sgc,tec_crops_sgc,tel_shrubgrasscrop_sgc,te_shared_n_nc,te_shared_c_nc,te_shared_f_fc,te_shared_c_fc,te_shared_sg_sgc,te_shared_c_sgc,pland_natural
01027,2001,0.24203821656051,0.455414012738854,3.0859872611465,0.054140127388535,30.812101910828,17.8312101910828,28.7085987261147,0,0,3.42356687898089,7.05732484076433,0,38000,71500,484500,8500,4837500,2799500,4507250,0,0,537500,1108000,0,0.17515923566879,0.493630573248408,2.65525477707006,0.035828025477707,44.4386942675159,16.1863057324841,26.6003184713376,0,0,2.45222929936306,6.9625796178344,0,9.16666666666667,24.21875,18.125,7.03125,153.001644736842,21.8696213425129,34.0085504885993,0,0,10.1583113456464,26.9907407407407,0,0.699381205880563,1609250,537500,377250,1609250,537500,377250,0,0,0,0.23442597483299674,0.7018604651162791,0.23442597483299674,0.7018604651162791,0,0,89.88057324840766
01091,2001,1.05503573270463,0.632628502664604,7.384267786537,0.0903755003806577,16.1624794322061,18.7254107419141,22.5467226601832,0,0,8.39902748102851,10.1593850536605,5.56988138215575,268500,161000,1879250,23000,4113250,4765500,5738000,0,0,2137500,2585500,1417500,0.776050492399126,0.638522557037255,5.98246518824136,0.105601807510008,15.791154006729,21.9553525381272,22.092880473489,0,0,7.89557700336452,13.4458115376114,11.316584395491,10.9116022099448,19.578313253012,13.6180679785331,33.59375,24.6700429711479,49.4469026548673,36.5334632878493,0,0,20.6089743589744,44.1532258064516,95.364238410596,0.837250050905228,3350500,2137500,1252750,3932500,2137500,1094250,0,0,0,0.37389941799731385,0.5860818713450292,0.2782581055308328,0.5119298245614035,0,0,77.13843660207758
01049,2001,0.48716995165489,1.22722201561919,2.40485930333457,0.00495847279038056,24.1031362340399,14.326267509607,25.6588570720218,0,0,15.6489401264411,21.3561423081691,0.892525102268501,98250,247500,485000,1000,4861000,2889250,5174750,0,0,3156000,4307000,180000,0.3315978678567,1.05057642246188,2.06396429899591,0.00309904549398785,26.4596504276683,11.4447750092971,22.1209867360853,0,0,13.2856080327259,22.5114664683278,0.728275691087145,7.6867816091954,13.2421875,15.8269961977186,6.25,39.852501867065,13.971700968523,23.6796709129512,0,0,19.8472222222222,46.9979296066253,18.1327160493827,0.799028845502098,5079500,3156000,1768000,5096500,3156000,1736250,0,0,0,0.348065754503396,0.5602027883396705,0.3406749730207005,0.5501425855513308,0,0,62.81765216313376
01019,2001,3.46189422883571,0.677257188819626,3.69354514377639,0.0160868690931028,22.5505730947114,18.2698572290368,23.9179569676252,0,0,11.2833299819023,11.1996782626181,2.05590187009853,538000,105250,574000,2500,3504500,2839250,3717000,0,0,1753500,1740500,319500,7.51658958375226,0.530866680072391,3.43856826865071,0.0120651518198271,25.7671425698773,18.789463100744,20.5751055700784,0,0,10.5851598632616,10.8184194651116,1.96661974663181,110.200471698113,12.3134328358209,21.2898406374502,9.375,42.645101171459,29.5546558704453,24.0775602409639,0,0,24.2625368731563,26.3932496075353,17.5646551724138,0.825811923295913,2783250,1753500,1061250,2744250,1753500,1004750,0,0,0,0.3812988412826731,0.605218135158255,0.3661291791928578,0.5729968634160251,0,0,70.53689925598222
01065,2001,3.29572599316453,0.4262981882327,5.47278674065635,0.0117599500202124,15.9317922898828,17.0710374480908,20.2300540222704,0,0,9.74605857925104,13.2387637352541,7.15151960604167,560500,72500,930750,2000,2709500,2903250,3440500,0,0,1657500,2251500,1216250,2.77461320789387,0.360148469369005,4.28870677299621,0.00734996876263276,15.1519606041674,17.9522987027305,20.0286648781743,0,0,8.65091323361876,16.5705045753556,14.2148395869318,14.2131024096386,14.5833333333333,12.3413705583756,6.25,23.2780036133695,32.1043638275499,40.0735294117647,0,0,21.0178571428571,53.3735795454545,125.259067357513,0.846928281301561,2618750,1657500,799250,2895000,1657500,712750,0,0,0,0.30520286396181384,0.4822021116138763,0.24620034542314334,0.43001508295625945,0,0,71.63647054500021
01105,2001,1.19757284790291,0.378742415149697,6.3586050543442,0.021337600853504,18.6837367473495,19.2838567713543,22.9725945189038,0,0,10.5847836233913,10.9355204374208,7.66820030672801,224500,71000,1192000,4000,3502500,3615000,4306500,0,0,1984250,2050000,1437500,0.946856037874242,0.370074014802961,5.00100020004001,0.01333600053344,17.623524704941,23.0246049209842,21.6409948656398,0,0,10.6554644262186,11.8256984730279,8.89844635593786,11.7549668874172,23.125,12.3193166885677,6.25,23.9749637155298,52.0657418576598,32.3256972111554,0,0,31.908945686901,34.8565251572327,43.5541775456919,0.833233420038679,2573000,1984250,1094250,3184500,1984250,921750,0,0,0,0.4252817722502915,0.5514678089958422,0.2894488930758361,0.4645331989416656,0,0,76.18857104754288
01033,2001,2.77569334313233,2.15990407302828,2.6642942791939,0.0711716241828801,25.6589177271497,9.34050206939233,18.5479441457471,0,0,10.9109194290798,11.8980389123119,1.59053107956523,448500,349000,430500,11500,4146000,1509250,2997000,0,0,1763000,1922500,257000,5.29919158318184,2.64185974548408,2.15448884075349,0.0541523227478436,35.7482690596836,9.01249371446254,16.4236258848103,0,0,15.2090666460372,11.7665261284957,1.6903260743434,60.2992957746479,32.5858778625954,13.4932170542636,9.72222222222222,90.113104524181,20.4242636746143,21.9137076796036,0,0,57.4182242990654,26.40625,32.1323529411765,0.795877107247619,2528750,1763000,882750,2471750,1763000,827000,0,0,0,0.349085516559565,0.5007090187180941,0.33458076261757863,0.4690867838910947,0,0,65.02920357405334
01063,2001,3.42698273339186,0.403863037752414,6.40327772900205,0.0292654375182909,15.2180275095113,14.7585601404741,20.137547556336,0,0,10.017559262511,11.5627743634767,10.5062920690664,585500,69000,1094000,5000,2600000,2521500,3440500,0,0,1711500,1975500,1795000,2.59364940005853,0.380450687737782,5.08486976880304,0.0182908984489318,13.9010828211882,15.547263681592,20.0504828797191,0,0,9.55150717003219,12.0646766169154,20.8077260755048,11.6919525065963,15.8536585365854,12.8894658753709,6.25,21.6697080291971,33.9673913043478,38.1897993311037,0,0,23.2460826210826,30.3125,183.247422680412,0.846054345412157,2812000,1711500,927500,3063000,1711500,776250,0,0,0,0.3298364153627312,0.5419222903885481,0.25342801175318314,0.4535495179666959,0,0,75.39142522680714
01013,2001,0.230797865740166,0.744509244323117,10.0756917731729,0.0198535798486165,16.0119121479092,25.6260081896017,27.2118128800099,0,0,5.5490755676883,5.10981511353766,3.84414939818836,46500,150000,2030000,4000,3226000,5163000,5482500,0,0,1118000,1029500,774500,0.15200397071597,0.617322248417918,8.20821441866237,0.0124084874053853,13.7548082888696,36.1924556396575,26.8085370393349,0,0,4.86102494105968,4.49807668445217,4.8951482814245,7.12209302325581,14.6323529411765,13.9087468460891,6.25,19.8371510379384,77.1626984126984,41.8377226955848,0,0,17.4576648841355,16.0114840989399,42.510775862069,0.764660988160572,1968000,1118000,852500,2562500,1118000,821750,0,0,0,0.4331808943089431,0.7625223613595706,0.3206829268292683,0.7350178890876565,0,0,89.85916366794886
01081,2001,1.51271701218795,2.93764941019712,5.84081200768115,0.166163733981267,27.6176666536035,19.6512129168789,28.0487518125171,0,0,8.48689109221303,7.13406748442215,2.5269428224321002,241250,468500,931500,26500,4404500,3134000,4473250,0,0,1353500,1137750,403000,1.45785162832621,3.32327467962535,4.73409883607007,0.145001371634597,29.8624446447466,19.2459928675001,25.332131520163,0,0,7.45777324920641,6.3565466159815,2.08488458674609,18.0232558139535,30.2857142857143,14.1651031894934,12.8472222222222,48.8963039014374,27.9797174111212,31.3664596273292,0,0,17.3378279883382,17.9424778761062,15.6103286384977,0.796013625741706,2569750,1353500,1018250,2860750,1353500,997500,0,0,0,0.39624477089211013,0.7523088289619505,0.34868478545835885,0.7369782046545992,0,0,81.25955245522586
01097,2001,2.66412132781843,3.43378331287972,4.78160083632562,0.284835537778586,4.44585852158235,17.734345408542,16.0362407769344,0.130903140766329,0,5.10401042376862,8.12932745481266,6.6457585261276,1099000,1416500,1972500,117500,1834000,7315750,6615250,54000,0,2105500,3353500,2741500,22.503522567156,8.31477357089829,3.6998318258261,0.236352893050316,3.28166901504477,22.4292835174159,15.1568868081754,0.0999954547520567,0,4.38767934790843,9.08898080390285,10.8010241958699,335.130866425993,96.078431372549,12.1323529411765,14.1304347826087,10.2712443095599,75.530612244898,30.9070687098369,10.0609756097561,0,16.7747914735867,36.6507820136852,56.904533844189,0.844860464107546,5268000,2105500,1072500,5879500,2105500,974000,54000,2105500,0,0.2035876993166287,0.509380194728093,0.1656603452674547,0.4625979577297554,0,0,55.46869081708412
01057,2001,0.294343093668557,0.49363789667331,8.50835505135674,0.447646788287598,28.8118963667024,16.4786141346006,28.1588226276253,0,0,5.61091522305688,6.97531810516633,1.96075425417753,48000,80500,1387500,73000,4698500,2687250,4592000,0,0,915000,1137500,319750,0.195462210639276,0.452245899126169,7.00597884409014,0.318105166334509,34.4090142572436,16.1850375594052,27.0887628391844,0,0,4.44963973631765,6.07849149164495,3.8172619960141,7.24431818181818,18.4375,14.7039897039897,9.10087719298246,75.6233153638814,24.4160499537465,37.7241673783091,0,0,13.0979241877256,16.9155290102389,124.5,0.769951672085489,1873000,915000,657500,2029750,915000,626750,0,0,0,0.3510411105178857,0.7185792349726776,0.3087818696883853,0.6849726775956284,0,0,88.50605549593743
01017,2001,1.14395424183033,1.62873485060598,4.84460621575137,0.127994880204792,25.7365705371785,23.6822527098916,28.6388544458222,0,0,5.62217511299548,8.59485620575177,3.87824487020519,178750,254500,757000,20000,4021500,3700500,4475000,0,0,878500,1343000,606000,1.09995600175993,2.08391664333427,4.30382784688612,0.103995840166393,25.4389824407024,24.6110155593776,26.1509539618415,0,0,4.23183072677093,8.39166433342666,3.58385664573417,17.5382653061224,31.0119047619048,19.7214076246334,10.8333333333333,34.2672413793103,37.6652791380999,31.8989071038251,0,0,11.7035398230088,23.2079646017699,26.9230769230769,0.793802488130866,2180500,878500,623750,2664000,878500,606750,0,0,0,0.28605824352212794,0.7100170745589073,0.227759009009009,0.6906659077973819,0,0,84.08863645454178
01125,2001,2.17106320658677,1.73742208569234,6.42960475790752,1.12303763104785,27.0350592059438,14.3551642228215,27.3343930274508,0,0,4.92793484667179,5.63733457162758,3.11407190441321,759750,608000,2250000,393000,9460750,5023500,9565500,0,0,1724500,1972750,1089750,2.11283956350128,3.08442428247397,5.23298387240807,1.0590987837331,33.0124484292118,13.4075119215588,26.6685717347431,0,0,3.83811684020646,4.96686967548356,6.61713489667982,22.75,49.0625,13.6762509335325,18.2573891625616,73.7707535121328,22.2891923990499,44.0420009438414,0,0,12.5174743709226,17.1412721893491,178.125,0.789353317029958,4355500,1724500,1232250,4410250,1724500,1097000,0,0,0,0.28291814946619215,0.714554943461873,0.2487387336318803,0.6361264134531749,0,0,84.93865085460159
01131,2001,1.97415306068181,0.351007817901399,8.00510556826038,0.0085092804339733,17.9833005371483,20.5339573472318,27.4317927990214,0,0,5.18747008456097,6.38834228580546,8.62734669999468,464000,82500,1881500,2000,4226750,4826250,6447500,0,0,1219250,1501500,2027750,2.43844067436047,0.292506514917832,6.38461947561559,0.00531830027123331,16.890921661437,23.2702228367814,28.6337286603202,0,0,4.41684837525927,5.80492474605116,11.8624687549859,39.5258620689655,13.75,13.2097271126761,6.25,23.3804475853946,44.5388843648208,49.9628804751299,0,0,16.1199534161491,19.6312949640288,56.6692073170732,0.811258426460416,2671250,1219250,853250,3631000,1219250,721750,0,0,0,0.3194197473093121,0.6998154603239697,0.19877444230239602,0.5919622718884561,0,0,87.0419613891401
01095,2001,2.90018978271815,2.32696851156125,1.91796738835741,0.0650683605097022,21.5438243154266,12.8169177737325,21.3114373136063,0,0,14.7457298888416,18.192803749177,0.632092644951392,468000,375500,309500,10500,3476500,2068250,3439000,0,0,2379500,2935750,102000,8.8539447693559,3.23792555869708,1.62670901274255,0.046477400364073,26.6509159920988,9.90743251094156,17.3167047523142,0,0,13.1027537859716,18.6064526124172,0.65068360509702206,178.59375,36.0344827586207,15.625,10.7142857142857,49.037913340935,12.9139741518578,17.6524005053696,0,0,22.2800316122234,40.7394843962008,31.8181818181818,0.828187272733319,3848750,2379500,1304250,3852250,2379500,1292500,0,0,0,0.3388762585254953,0.5481193528052112,0.3355182036472192,0.5431813406177769,0,0,56.15244587319413
01053,2001,0.53668168700319,0.870841982684421,8.79550402511265,0.326059440028353,7.51556883195788,25.8589438509443,19.1797883651461,0,0,7.19457242671257,8.41476380942737,3.83372993772467,132500,215000,2171500,80500,1855500,6384250,4735250,0,0,1776250,2077500,946500,0.382259126120196,0.946787504430155,7.05027593539568,0.283529947850742,5.8326160700724,47.2912763910688,16.7029517492785,0,0,7.31355374411422,9.38433497038125,4.81241456128804,8.98809523809524,25.9722222222222,13.8144841269841,18.9189189189189,12.5108601216334,242.736486486486,21.0502807554875,0,0,26.01765129683,30.8505326231691,37.8383757961783,0.723498471621529,2809500,1776250,976750,3327000,1776250,935000,0,0,0,0.34765972592988076,0.5498944405348346,0.281033964532612,0.5263898662913441,0,0,81.6895347071034
01083,2001,3.03926243840407,1.65633444603402,0.27658559847401,0.031791448100461,21.5259895088221,3.02018756954379,9.02559211572087,0,0,22.1077730090606,21.0046097599746,4.87521856620569,478000,260500,43500,5000,3385500,475000,1419500,0,0,3477000,3303500,766750,6.84708313463678,1.62931171514862,0.222540136703227,0.0238435860753457,24.7059291050707,2.09823557463042,6.53314258464473,0,0,30.1263710061993,21.4115402956605,6.40200286123033,101.591981132075,17.4319727891156,18.4210526315789,12.5,42.5588718510405,8.73015873015873,10.5492813141684,0,0,72.8942307692308,37.9650507328072,67.5755033557047,0.788590729727943,4005250,3477000,1826750,3656000,3477000,1570500,0,0,0,0.4560888833406154,0.5253810756399194,0.42956783369803064,0.4516824849007765,0,0,39.96185026227941
