StPostal,Fips,Category_001,Category_002,Category_003,Category_004,Category_005,Category_006,Category_010,Category_011,Category_012,Category_013,Category_014,Category_021,Category_022,Category_023,Category_024,Category_025,Category_026,Category_027,Category_028,Category_029,Category_030,Category_031,Category_032,Category_033,Category_034,Category_035,Category_036,Category_037,Category_038,Category_039,Category_041,Category_042,Category_043,Category_044,Category_045,Category_046,Category_047,Category_048,Category_049,Category_050,Category_051,Category_052,Category_053,Category_054,Category_055,Category_056,Category_057,Category_058,Category_059,Category_060,Category_061,Category_066,Category_067,Category_068,Category_069,Category_070,Category_071,Category_072,Category_074,Category_075,Category_076,Category_077,Category_092,Category_111,Category_112,Category_121,Category_122,Category_123,Category_124,Category_131,Category_141,Category_142,Category_143,Category_152,Category_176,Category_190,Category_195,Category_204,Category_205,Category_206,Category_207,Category_208,Category_209,Category_211,Category_212,Category_213,Category_214,Category_215,Category_216,Category_217,Category_218,Category_219,Category_220,Category_221,Category_222,Category_223,Category_224,Category_225,Category_226,Category_227,Category_229,Category_231,Category_232,Category_233,Category_236,Category_237,Category_238,Category_240,Category_241,Category_242,Category_243,Category_244,Category_245,Category_246,Category_247,Category_248,Category_249,Category_250,Category_254,Corn_all,Cotton_all,Sorghum_all,Soybeans_all,Barley_all,Wheat_Durum_all,Wheat_Winter_all,Oats_all,Canteloupe_all,Lettuce_all
CO,08123,167816,0,0,5303,15,2308,0,0,0,0,0,4854,0,13,126994,0,0,2525,1822,13937,0,0,0,7,0,0,126539,84430,0,0,8141,3172,222,111,0,0,2,0,424,0,0,0,0,0,0,0,0,0,1058,0,193652,0,0,1,0,0,0,0,0,0,0,0,0,21131,0,66784,26506,14658,2808,4214,429,155,82,7757,1636015,17432,19987,0,8998,435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,43,0,0,0,2,0,0,0,0,0,8,0,0,0,0,0,0,0,0,167816,0,5305,15,4854,0,126996,1822,0,0
CO,08125,264171,0,0,12797,5758,1052,0,0,0,669,0,4,0,97,130388,0,0,196,3133,15208,0,0,0,0,0,0,18741,2087,0,0,3254,5038,2555,0,0,0,0,0,0,0,0,0,772,0,0,0,0,0,0,4,110016,0,0,0,0,0,0,0,0,0,0,0,0,1027,0,51206,1660,532,123,95,1270,10,1,981,873656,6703,2849,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264174,0,12845,5758,4,0,130438,3134,0,0
CT,09001,234,0,0,2,3,0,0,4,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,1458,2797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338,0,0,200,0,0,0,0,0,0,0,0,0,14522,0,80872,48960,30490,10391,692,201264,4390,321,1015,990,11531,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,234,0,2,3,0,0,0,0,0,0
CT,09003,9839,0,0,2,158,0,0,2339,0,0,0,10,0,21,71,0,0,185,2,0,0,0,0,0,0,0,7717,7981,0,0,0,11,138,0,0,0,3,0,0,41,0,0,0,4,0,0,47,0,123,0,2789,0,8,383,0,4,0,0,0,0,0,2,0,12139,0,67823,66453,45066,10434,1682,196138,11909,5187,2839,1738,24950,1191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,375,0,0,0,0,0,352,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,9839,0,2,158,10,0,71,2,0,0
CT,09005,4858,0,0,6,38,0,0,18,0,0,0,24,0,0,1,0,0,52,1,0,0,0,0,0,0,0,3742,39642,0,0,0,1,8,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1477,0,2,155,0,0,0,0,0,0,0,2,0,19182,0,39371,13981,6296,1270,824,405384,23871,15987,2792,1297,22457,1682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,23,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,4858,0,6,38,24,0,1,1,0,0
CT,09007,927,0,0,2,4,0,0,33,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,2240,3351,0,0,0,0,3,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,31,0,1195,0,4,166,1,18,25,0,0,0,0,42,0,10461,0,22618,14006,6690,1473,821,160068,1548,1031,1178,687,13028,4434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,927,0,2,4,0,0,0,0,0,0
CT,09009,1227,0,0,10,2,0,0,50,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,3679,4820,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,1797,0,16,405,0,6,130,0,0,0,0,3,0,10061,0,59521,53470,38596,9667,1529,186586,2864,618,989,805,13636,5845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1227,0,10,2,0,0,0,0,0,0
CT,09011,7861,0,0,5,20,8,0,5,0,0,0,1,0,0,0,0,0,66,3,0,0,0,0,0,0,0,2737,10522,0,0,0,0,7,22,0,0,2,0,0,0,0,0,0,0,0,0,0,0,505,0,2167,0,0,54,11,44,0,0,0,0,0,0,6,17716,0,31583,20784,14866,3598,1748,269060,5531,2036,2423,3514,39609,6250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,15,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,7861,0,5,20,1,0,0,3,0,0
CT,09013,5522,0,0,1,20,2,0,308,0,0,0,24,0,7,16,0,0,37,0,0,0,0,0,0,0,0,4971,5407,0,0,0,0,15,0,0,0,5,0,0,10,0,0,0,0,0,0,1,0,32,0,1064,0,0,154,1,13,0,0,0,0,0,0,0,4829,0,21032,10887,3234,700,550,166065,8818,11931,1686,1061,17273,1036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,153,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,5522,0,1,20,24,0,16,0,0,0
CT,09015,8748,0,0,27,22,6,0,6,0,0,0,4,0,0,2,0,0,79,2,0,0,0,0,0,0,0,6029,8977,0,0,0,0,9,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,266,0,2252,0,1,147,3,94,0,0,0,0,0,0,0,5525,0,19949,9511,4115,1011,1625,200897,12437,10556,2165,1563,35590,2086,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,6,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,8748,0,27,22,4,0,2,2,0,0
DE,10001,69350,0,0,100,58907,0,0,0,0,0,0,59,0,0,345,0,17530,11,0,102,0,0,0,0,0,0,731,10098,0,0,0,721,560,3,0,14,0,54,0,196,0,0,0,8,0,0,0,4,729,0,888,0,282,252,1,20,0,0,0,0,0,0,0,7753,0,25217,11482,5417,2514,771,18416,1367,493,4460,7682,88217,40230,0,0,0,1,0,1,0,0,0,0,0,11,0,4,0,0,0,2,0,0,237,0,0,121,0,0,0,0,568,0,1,40,2,0,0,0,0,0,0,0,0,6798,70195,0,100,83276,7425,0,18112,1,1,0
DE,10003,21424,0,0,12,25585,0,0,0,0,0,0,4,0,0,151,0,4922,60,0,2,0,0,0,0,0,0,201,5745,0,0,0,30,65,3,0,10,1,29,0,1,0,0,0,2,0,0,0,1,273,0,287,0,64,9,2,12,0,0,0,0,0,0,0,28015,0,48137,33040,17684,8256,777,44102,610,491,5002,9128,24270,20770,0,0,0,2,0,0,0,0,0,0,0,23,0,0,0,0,0,2,0,0,10,0,0,42,0,0,0,0,117,0,0,3,2,0,0,0,0,0,0,0,0,874,21554,0,12,31384,995,0,5083,0,0,0
DE,10005,131874,0,0,115,85225,0,0,0,0,0,0,95,0,0,757,0,13612,59,0,226,0,0,0,0,0,0,609,4296,0,0,0,3442,8,2,0,15,8,2982,0,32,0,0,223,24,0,0,0,2,4706,0,1526,0,116,162,1,4,0,0,0,0,0,0,0,6644,0,35306,22397,10573,2755,3944,35866,26696,7547,23258,5996,143572,24164,0,7,0,0,0,22,0,0,0,0,0,61,0,0,0,0,0,2,0,0,106,0,0,128,0,0,0,0,572,0,21,495,41,20,0,0,0,0,0,0,0,3264,133047,0,115,102617,3931,0,14475,21,22,0
DC,11001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4053,0,7172,10265,12339,5269,8,3807,54,119,20,4,485,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FL,12001,3127,29,0,402,101,0,6192,199,0,0,0,0,0,0,22,0,0,723,1527,1175,0,0,0,0,0,0,0,28829,0,0,0,18,2,0,0,0,0,174,0,0,0,0,89,10,0,0,0,0,5349,0,349,0,1,0,6,0,0,2,10455,0,0,0,0,21181,0,39144,14902,5025,1081,391,70,228825,2075,95665,57137,62398,33400,0,0,0,0,0,0,16,12,0,0,0,7,0,0,0,0,15,1,0,0,0,1,0,0,0,0,0,0,0,0,117,0,7,0,0,0,0,0,0,0,0,0,3128,29,402,218,0,0,22,1645,0,0
FL,12003,121,3,0,2,4,0,274,0,0,0,0,0,0,0,0,0,0,15,16,44,0,0,0,0,0,0,0,2223,0,0,0,0,2,0,0,0,0,8,0,0,0,0,4,0,0,0,0,0,97,0,63,0,0,0,53,0,0,0,279,0,0,0,0,2025,0,16984,3136,593,167,858,22,154429,246,56410,15089,120912,2780,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,3,2,4,0,0,0,17,0,0
FL,12005,129,1045,0,7,109,0,767,0,0,0,0,0,0,0,51,0,0,27,42,51,0,0,0,0,0,0,1,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,163,0,1933,0,0,0,12,0,0,0,9,0,0,0,0,10705,0,41150,22892,10614,2828,5207,33,106559,129,92219,7501,176062,16291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,132,1050,7,112,0,0,56,42,0,0
FL,12007,467,1,0,0,1,0,203,0,0,0,0,0,0,0,7,0,0,4,5,2,0,0,0,0,0,0,0,4225,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,71,0,0,0,0,0,0,0,9223,0,0,0,0,4023,0,10548,2089,669,124,382,14,71857,580,33823,15102,36651,1946,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,467,1,0,1,0,0,7,5,0,0
FL,12009,5110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,311,0,0,0,2,14,0,183,1,0,0,0,0,0,0,0,0,0,0,0,0,942,0,643,0,445,0,414,0,687,908,0,0,0,0,12,26829,0,75700,57248,26475,6300,1330,10,12076,75,12550,67491,250284,123616,0,0,0,0,0,0,50,4948,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,5110,0,0,0,0,0,0,0,0,0
FL,12011,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,42,3,0,29,71,1,0,0,0,0,0,0,0,0,0,0,0,132,0,558,0,0,0,6,0,791,14,0,0,0,0,0,9579,0,54040,93553,60406,17796,691,1,198,10,253,11628,85611,445475,0,0,0,0,0,0,0,64,0,0,22,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
FL,12013,734,10186,0,4,119,0,6775,0,0,0,0,0,0,0,224,0,0,173,438,99,0,0,0,0,0,0,0,4744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,2,0,0,2,4,164,0,6704,0,0,0,5,0,0,0,22,0,0,0,0,4263,0,15500,1103,217,27,373,123,144356,105,66431,8878,93701,1194,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,276,0,709,0,0,0,0,0,0,0,0,0,0,1443,10462,5,828,0,0,501,438,9,0
FL,12015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262,0,0,0,1,4,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,558,0,14,0,93,0,0,0,89,1808,0,0,0,0,0,13395,0,52770,30391,9488,1816,805,3,1073,6,35274,68341,143950,77761,0,0,0,0,0,0,2,20216,0,0,0,15,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FL,12017,32,0,0,7,0,0,732,0,0,0,0,0,0,0,0,0,0,3,1,57,0,0,0,0,0,0,0,8516,0,0,0,0,0,0,0,0,0,159,0,3,0,0,283,0,0,0,0,0,1695,0,92,0,2,0,7,0,0,29,18,0,0,0,0,8570,0,68410,26015,4036,1197,856,26,108329,26,21275,17631,83257,44480,0,0,0,0,0,0,0,146,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,32,0,7,0,0,0,0,1,0,0
FL,12019,11,15,0,0,6,0,39,0,0,0,0,0,0,0,0,0,0,4,1,2,0,0,0,0,0,0,0,810,0,0,0,0,24,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16,0,16,0,1,0,2,0,0,3,2164,0,0,0,0,22823,0,43628,19724,6419,1445,6181,37,144758,453,91734,13467,53564,4485,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,21,0,0,2,0,0,0,0,0,11,15,0,6,0,0,0,1,0,0
FL,12021,20,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,0,1,3,0,203,18,1,0,0,0,0,0,0,0,0,0,0,0,182,0,301,0,57,0,3,0,208,2669,0,0,0,0,0,17999,0,58926,41143,19096,3853,1788,2,49581,196,4305,37652,698058,311849,0,0,0,0,0,0,11,50379,0,0,4,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0
FL,12023,1247,20,0,101,105,0,7121,16,0,0,0,0,0,0,181,0,0,563,1521,1057,0,0,0,0,0,0,0,21824,0,0,0,172,2,0,0,0,0,10,0,0,0,0,98,9,0,0,0,0,5507,0,426,0,1,0,1,0,0,0,48,0,0,0,0,1282,0,29146,7019,1841,620,221,122,184626,4055,91841,35881,113237,2229,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,2,0,0,386,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1633,20,101,109,0,0,567,1525,0,0
FL,12027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2290,0,0,0,0,2,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,690,0,25,0,185,0,2,0,23,1198,0,0,0,0,0,1591,0,12169,2922,923,326,262,4,497,5,25047,148075,95445,18901,0,0,0,0,0,0,1,98462,0,0,0,2,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FL,12029,1815,21,0,0,11,0,7158,0,0,0,0,0,0,0,0,0,0,4,14,178,0,0,0,0,0,0,0,6372,0,0,0,0,1,0,0,0,0,6,0,15,0,0,19,0,0,0,0,0,153,0,27,0,4,0,0,0,0,0,12,0,0,0,0,2125,0,21619,3291,618,101,1268,21,129339,221,65488,8629,173073,34226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1817,21,0,11,0,0,2,14,0,0
FL,12031,14,0,0,0,1,0,22,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,2016,0,0,0,0,137,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,92,0,24,0,0,0,1,0,6,1,87,0,0,0,0,47599,0,80703,73147,34996,15605,2991,27,114533,713,45742,5995,78472,39979,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,14,0,0,1,0,0,0,0,0,0
FL,12033,3268,22358,0,6,106,0,5248,0,0,0,0,0,0,0,0,0,0,10,11,527,0,0,0,0,0,0,0,9835,0,0,0,53,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1078,0,431,0,0,0,40,0,1,0,25,0,0,0,72,5489,0,50638,29517,11664,5201,5653,297,106272,849,68123,12561,84531,3060,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,83,0,0,0,0,0,0,0,0,0,0,0,14,0,1,2,0,0,0,0,0,0,0,0,0,3269,22372,6,107,0,0,14,11,0,0
FL,12035,401,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,492,0,0,0,0,4589,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1022,0,43,0,1,0,9,0,4,6,11,0,0,0,0,12619,0,26629,13271,3116,462,1101,40,91414,55,51325,14516,78104,25465,0,0,0,0,0,0,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,38,0,0,0,0,0,401,0,0,0,0,0,0,0,0,0
FL,12037,10,10,0,0,7,0,33,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,19,0,0,0,0,7935,0,14612,5003,1419,512,5994,15,20983,80,6664,298,253846,37106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,7,0,0,0,9,0,0
FL,12039,976,3422,0,1,344,0,6451,0,0,0,0,0,0,0,21,0,0,20,1359,5,0,0,0,0,0,0,0,9648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,26,0,540,0,0,0,0,0,1,0,47,0,0,0,0,7371,0,16636,3566,991,383,552,1648,145888,4498,37741,12726,81273,2097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,24,0,0,0,0,0,0,0,0,0,0,1000,3436,1,368,0,0,35,1359,0,0
FL,12041,5335,10,0,8,2,0,13239,260,0,0,0,0,0,0,0,0,0,86,428,364,0,0,0,0,0,0,0,29831,0,0,0,1,0,0,0,0,0,376,0,0,0,0,122,76,0,0,0,0,3180,0,559,0,268,0,1,0,0,0,23,0,0,0,0,1093,0,8508,2015,239,43,60,20,65526,453,49695,22376,20530,2722,0,0,0,0,0,0,0,1,0,0,0,39,0,0,0,0,0,1,0,0,21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5358,10,8,2,0,0,21,430,0,0
FL,12043,266,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,236,0,0,0,0,1,0,34446,1,0,0,0,0,0,0,0,0,0,0,0,0,392,0,9721,0,23,0,4,0,112,306,0,0,0,0,0,51077,0,10127,2769,482,70,323,2,3233,4,110166,141758,141049,107125,0,0,0,0,0,0,0,17465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,266,0,0,0,0,0,0,0,0,0
FL,12045,119,239,0,3,45,0,403,0,0,0,0,0,0,0,6,0,0,3,43,7,0,0,0,0,0,0,0,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,51,0,305,0,0,0,3,0,0,0,6,0,0,0,0,10773,0,7068,3515,685,55,2822,33,45383,33,18356,1497,260816,11823,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,119,246,3,45,0,0,13,43,2,0
FL,12047,5833,4355,0,4,146,0,9433,0,0,0,0,0,0,0,2,0,0,1130,440,548,0,0,0,0,0,0,0,13252,0,0,0,5,35,121,0,150,0,489,0,12,0,0,932,0,0,0,0,0,427,0,45,0,0,0,0,0,0,6,86,0,0,0,0,8508,0,13673,2580,648,215,5126,445,103378,3881,59174,16520,73442,6825,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,1,1,0,0,458,14,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,6305,4355,4,151,0,0,460,459,0,0
FL,12049,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8999,0,0,0,0,12,0,44,9,0,0,0,0,0,0,0,0,0,0,0,0,423,0,117,0,487,0,5,0,2,939,0,0,0,0,0,5564,0,9723,1875,692,189,8367,4,880,21,13544,142360,125662,14306,0,0,0,0,0,0,1,73949,0,0,0,59,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
FL,12051,2451,0,0,0,0,0,463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,464,0,0,0,1,3,0,78650,6,0,71,0,0,0,0,0,0,0,0,0,0,1029,0,36362,0,159,0,4,0,584,4405,0,0,0,0,0,17608,0,19513,6151,1398,389,594,4,5161,17,3831,177512,204917,88502,0,0,0,0,0,0,5,111065,0,0,2,21,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,2451,0,0,0,0,0,0,0,0,0
FL,12053,1,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,10977,0,0,0,0,0,0,0,0,0,10,0,0,0,0,18,109,0,0,0,0,190,0,49,0,10,0,2,6,1,98,6,0,0,0,0,2354,0,41947,28125,7702,1579,2087,22,104130,22,17801,23869,54957,14320,0,0,0,0,0,0,2,1792,0,0,0,1,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
FL,12055,18,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5917,0,0,0,0,113,0,2735,22,3,1,0,0,0,0,0,0,0,0,0,0,2809,0,584,0,1753,0,6,0,352,1965,0,0,0,0,0,43416,0,40967,16358,4408,1054,1327,3,3648,28,78932,215438,149505,35519,0,0,0,0,0,0,11,100876,0,0,0,6,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0
FL,12057,17,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12812,0,0,0,0,8,0,2,2,5,46,0,317,0,0,1,363,0,0,0,0,262,0,44,0,97,0,5,0,4,504,3,0,0,0,1,19273,0,105300,73234,54786,19376,12032,54,19666,52,28694,88841,198565,24714,0,0,0,0,0,12,1,15319,0,0,2,166,0,0,0,0,11925,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,10,0,0,0,17,0,0,0,0,0,0,1,12,0
FL,12059,664,7666,0,60,3136,0,7660,0,0,0,0,0,0,0,102,0,1,148,1339,177,0,0,0,0,0,0,11,22258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,3,1095,0,11510,0,0,0,181,0,0,0,285,0,0,0,0,3005,0,12330,1006,266,62,186,1045,120513,1570,54382,4914,56739,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,30,0,2,0,0,0,0,0,0,0,0,0,0,666,7696,60,3139,0,0,133,1339,0,0
FL,12061,3104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,373,0,0,0,2,13,0,191,25,0,786,0,0,0,0,0,0,0,0,0,0,141,0,17562,0,389,0,429,0,429,29140,0,0,0,0,8,17385,0,28666,17569,6160,1165,888,2,1923,22,3921,38380,102847,33219,0,0,0,0,0,0,0,23143,0,0,32,97,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3104,0,0,0,0,0,0,0,0,0
FL,12063,6437,55577,0,113,3320,0,34399,0,0,0,0,0,0,0,2470,0,11,1124,955,746,0,0,0,0,0,0,9,31730,0,0,0,0,0,0,0,0,0,12,0,0,0,0,165,67,0,0,14,5,200,0,41471,0,0,0,5,0,0,0,58,0,0,0,0,11765,0,29384,3210,1142,336,395,1993,178651,783,108340,7487,86469,1559,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,2,26,0,0,0,12,0,0,0,0,0,41,0,325,0,34,0,0,0,0,0,0,0,0,0,0,6483,55902,154,3365,0,0,2847,967,91,0
FL,12065,2416,1197,0,0,1864,0,1811,0,0,0,0,0,0,0,0,0,0,633,6724,0,0,0,0,0,0,0,0,5057,0,0,0,0,1,0,0,0,0,20,0,0,0,0,12,0,0,0,0,0,75,0,30,0,0,0,1,0,0,0,2873,0,0,0,0,1334,0,14341,1535,217,48,128,3056,129564,12951,36750,13759,140151,15086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,2417,1197,0,1927,0,0,0,6788,0,0
FL,12067,4510,1181,0,11,331,0,5349,0,0,0,0,0,0,0,0,0,0,44,200,635,0,0,0,0,0,0,0,15160,0,0,0,36,73,0,0,5,0,264,0,200,0,0,284,0,0,0,0,0,1031,0,18,0,1,0,0,0,0,0,22,0,0,0,0,1103,0,13967,2075,182,28,147,67,84227,1684,50992,12767,131704,21907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,426,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4985,1181,11,331,0,0,426,249,0,0
