term,ERS,estimate,std.error,statistic,df,p.value,model
PercentCrop,5,0.07001648599382686,0.08356025698814126,0.8379161160761327,5.607986542905269,0.4363252659067801,Var5
PercentCrop,6,-0.08678673989665366,0.030278456430362703,-2.866286796893168,17.7289524865999,0.010377516038656984,Var5
PercentCrop,7,-0.030310796959453153,0.027534920940167018,-1.1008129286195545,16.942208474328922,0.28637289652263437,Var5
PercentCrop,8,-0.06633728153352016,0.06876001601252821,-0.9647653590050558,4.495218206252514,0.3836467260633304,Var5
PercentCrop,9,-0.049792828347258206,0.028191704693955745,-1.7662226845733704,15.761836520409721,0.09671574126808197,Var5
ForestCropEdge,1,-0.014434420881816012,0.007037684874193614,-2.051018358998338,24.984782483693127,0.05089093205525693,Var5_3yrs
ForestCropEdge,2,0.03697265917524149,0.013926911409076115,2.6547637224967593,32.91688539065232,0.012131802797030656,Var5_3yrs
ForestCropEdge,3,0.0537120588237699,0.10153061712063584,0.5290232675326965,2.8187951982552666,0.6355975925289354,Var5_3yrs
ForestCropEdge,4,0.0014821480858701833,0.02026701355742525,0.0731310551340292,4.0271781265751905,0.9451901843066155,Var5_3yrs
ForestCropEdge,5,0.020062453993179057,0.024504660201356502,0.8187199425874292,5.830747574470269,0.44510991438943714,Var5_3yrs
ForestCropEdge,6,0.06067120314223357,0.015471505052613695,3.9214803560422857,14.036619236946235,0.0015283782203851205,Var5_3yrs
ForestCropEdge,7,0.04761089196439833,0.04496841359440337,1.0587629884796255,3.0723861873511056,0.3657537636733347,Var5_3yrs
ForestCropEdge,8,0.8839913303527256,0.5329979553868041,1.6585266817978706,3.2349030704892208,0.18915042346562833,Var5_3yrs
ForestCropEdge,9,0.011313690065353306,0.02239477160601231,0.5051933667551192,2.3835829275820926,0.656333453210755,Var5_3yrs
LandDiversity,1,0.017078949737019972,0.010271167765280923,1.6628050604675184,26.747194262250787,0.10802762490536857,Var5_3yrs
LandDiversity,2,-0.028553015080616296,0.01688722421405913,-1.6908057072425815,34.47606801492816,0.09989679925781705,Var5_3yrs
LandDiversity,3,-0.029459780908844085,0.014979624487129369,-1.9666568367021617,28.021827241980123,0.059197689691396466,Var5_3yrs
LandDiversity,4,-0.016406805215956125,0.012586318621917484,-1.303542815719423,45.2235775465779,0.198986751148859,Var5_3yrs
LandDiversity,5,-0.012653121415488685,0.016858958749273466,-0.7505280488353985,11.339547344769253,0.4682249299722313,Var5_3yrs
LandDiversity,6,-0.05394327994713364,0.024938659492676693,-2.163038472977035,7.966362592643265,0.06263455507443695,Var5_3yrs
LandDiversity,7,0.009908321915413241,0.019752113695911736,0.5016334994803139,23.049522076413105,0.6206831865550958,Var5_3yrs
LandDiversity,8,-0.03397885596570221,0.0341710204534274,-0.994376390134819,15.995698842452468,0.33484494716822044,Var5_3yrs
LandDiversity,9,-0.011458025000414426,0.021295589882023458,-0.5380468474407768,15.203698776206426,0.5983336450943348,Var5_3yrs
LargeFarms,1,0.06089252026900538,0.009714914222431049,6.267942142855864,25.60467953672023,1.3251933175572336e-6,Var5_3yrs
LargeFarms,2,-0.01614831246175951,0.016518503873945867,-0.9775892892594076,49.30403122719991,0.33305000721008315,Var5_3yrs
LargeFarms,3,-0.03163038905823449,0.013819564862327757,-2.28881222913604,26.928885055059315,0.030160587094972477,Var5_3yrs
LargeFarms,4,0.04889557744090576,0.01383702727104822,3.53367645254353,37.79300848421836,0.0011002411719338555,Var5_3yrs
LargeFarms,5,-0.014056512355556336,0.0164831549328971,-0.8527804545173772,32.42612211387491,0.4000363995552737,Var5_3yrs
LargeFarms,6,0.026941023715793322,0.013918590624614513,1.9356143479174621,42.001916957778754,0.05966548882580472,Var5_3yrs
LargeFarms,7,0.025897169849951718,0.022896179607346592,1.1310694750858004,40.36436335945571,0.26470149605497345,Var5_3yrs
LargeFarms,8,-0.0377195172626556,0.01920503940312529,-1.9640426906136623,26.126367345950474,0.06024779522285473,Var5_3yrs
LargeFarms,9,0.07691958961780412,0.014065983559214928,5.468482832642901,32.15143828157858,5.0092661610805e-6,Var5_3yrs
MeanCropArea,1,-0.011348854480575219,0.006254968575631364,-1.8143743399110024,10.07403198710293,0.0994678430097746,Var5_3yrs
MeanCropArea,2,0.037471582706971956,0.02427738457595466,1.5434769173647058,4.089052862305174,0.19606016608760773,Var5_3yrs
MeanCropArea,3,0.00642930187511884,0.016165423873700076,0.3977193499750309,11.200187884335298,0.6983126242036629,Var5_3yrs
MeanCropArea,4,0.013424137124848343,0.007940690164077047,1.6905504241404488,14.417231526183862,0.1124196569274079,Var5_3yrs
MeanCropArea,5,-0.018693696873761878,0.03466613987799731,-0.5392494503152575,5.367576377210659,0.6113275379016717,Var5_3yrs
MeanCropArea,6,0.08871833692940205,0.04795844528561131,1.8499001875696686,6.219271869441708,0.11207625824779761,Var5_3yrs
MeanCropArea,7,0.031317328756502755,0.030295794139268438,1.0337186941704966,10.352307562424315,0.32481222650952446,Var5_3yrs
MeanCropArea,8,-0.041802370188530405,0.02684505039576308,-1.5571723491764433,5.016808497840724,0.1799677396903592,Var5_3yrs
MeanCropArea,9,0.0024708026353226,0.03552618207984063,0.069548780383149,7.237061616400091,0.9464356831193423,Var5_3yrs
PercentCrop,1,0.06830464903215132,0.01568598998465362,4.354500359810069,21.87481415681839,2.5666444498469436e-4,Var5_3yrs
PercentCrop,2,-0.07970004254334036,0.021867414556630427,-3.6446943618752807,29.202878541294478,0.0010322262033513622,Var5_3yrs
PercentCrop,3,-0.04389110757797513,0.02285006078553446,-1.9208311080625655,25.047037443804232,0.06620598343515609,Var5_3yrs
PercentCrop,4,-0.05151634516172431,0.020603939139586285,-2.500315343231922,35.01804310394536,0.017240134303019863,Var5_3yrs
PercentCrop,5,0.06417292980604715,0.08432624702259901,0.7610077771971653,5.645740577421399,0.47722129142444636,Var5_3yrs
PercentCrop,6,-0.09803202421407985,0.03454437336626587,-2.8378579392559633,17.591515684960363,0.01108927563893625,Var5_3yrs
PercentCrop,7,-0.04677645987624864,0.034282760442124714,-1.3644309639305585,17.18453554913359,0.1900346664559556,Var5_3yrs
PercentCrop,8,-0.08426594583159717,0.07651832086051097,-1.1012518947613832,4.418245167680568,0.32713243025723765,Var5_3yrs
PercentCrop,9,-0.06446255754800351,0.02965808276190342,-2.1735240968039693,15.61662472807936,0.045491695530342574,Var5_3yrs
Corn,1,0.08623147948888232,0.021569356556865326,3.9978698141292326,21.04256528848012,6.509025737977038e-4,Var5_3yrs_crops
Corn,2,-0.049025548962480986,0.03148526558480943,-1.55709497925068,46.38834734664529,0.12624488388518965,Var5_3yrs_crops
Corn,3,-0.020635007333422793,0.029082933864868234,-0.7095228916484793,15.840426235781065,0.48831337871496105,Var5_3yrs_crops
Corn,4,-0.05285654477251018,0.024534581507304403,-2.154369120042818,35.67121041267676,0.038042245208417196,Var5_3yrs_crops
Corn,5,-0.049158320984663634,0.0325965271642506,-1.5080846108838477,23.266905215116076,0.1449925901933993,Var5_3yrs_crops
Corn,6,-0.06579390503152999,0.026600989580655866,-2.473363061627416,37.60481364663342,0.01802051305374358,Var5_3yrs_crops
Corn,7,-0.05661131086739514,0.039702188174456664,-1.4258990113753316,13.9604905577634,0.17587427517128973,Var5_3yrs_crops
Corn,8,0.054264362168937624,0.05239678201971866,1.0356430314463994,5.396806463468884,0.34452638690034104,Var5_3yrs_crops
Corn,9,-0.11773894898058011,0.03881649891852853,-3.0332191789811067,22.059835326246517,0.006093013520381242,Var5_3yrs_crops
ForestCropEdge,1,-0.012905803479314975,0.006181132593050254,-2.087935064493778,24.771992456522025,0.04724776322702215,Var5_3yrs_crops
ForestCropEdge,2,0.014602264186198121,0.012792761269642235,1.1414474075155232,30.96185756803877,0.2624354062010089,Var5_3yrs_crops
ForestCropEdge,3,-0.0148168990245868,0.08890971819704077,-0.1666510627302827,3.1482949027345666,0.8777776856051033,Var5_3yrs_crops
ForestCropEdge,4,0.010193463395739476,0.01282296039896296,0.7949383822914917,3.9560110050321353,0.4716155974763573,Var5_3yrs_crops
ForestCropEdge,5,0.014271422131213107,0.024054004814884237,0.5933075278334599,5.838910676152722,0.575219644847561,Var5_3yrs_crops
ForestCropEdge,6,0.053349391993925,0.017494271305660995,3.049534962720145,13.927521253597694,0.008701129141857944,Var5_3yrs_crops
ForestCropEdge,7,0.043607594628956046,0.05346331021390297,0.8156545947956665,3.135910236461974,0.47206408913134973,Var5_3yrs_crops
ForestCropEdge,8,0.2501774945383395,0.11834353987699905,2.1139936729825957,3.4853475538170176,0.11220824069696939,Var5_3yrs_crops
ForestCropEdge,9,0.01873824786421647,0.015892808590180614,1.1790394226350849,3.109370303699849,0.32067454276296453,Var5_3yrs_crops
FruitVeg,1,0.18095262398637427,0.08491084213937539,2.1310897339747594,6.722689859520295,0.0721710689709262,Var5_3yrs_crops
FruitVeg,2,-0.09627200500589445,0.08601867560186584,-1.1191988755033355,7.079400850463988,0.29958649058180226,Var5_3yrs_crops
FruitVeg,3,0.14904411367087486,0.16835703814967853,0.8852859096889467,3.139916168436824,0.4385507042492791,Var5_3yrs_crops
FruitVeg,4,-0.11270556361251788,0.08522065662215429,-1.322514611829669,7.861364170537353,0.22317435209011932,Var5_3yrs_crops
FruitVeg,5,-0.12415388180716004,0.0873058356479526,-1.4220570811301954,9.174537660284516,0.18810318218800373,Var5_3yrs_crops
FruitVeg,6,-0.14897558390649732,0.08539238473637015,-1.744600345410496,6.9672042101592355,0.12477170240594125,Var5_3yrs_crops
FruitVeg,7,-0.14682944655553634,0.08662337093860058,-1.695032702659544,6.792063407217271,0.13520335461502805,Var5_3yrs_crops
FruitVeg,8,-0.08717886842944787,0.08567465978528777,-1.0175572175942087,7.68383829338521,0.33985365973951137,Var5_3yrs_crops
FruitVeg,9,-0.09162528211648721,0.09003434024486326,-1.0176703896235273,7.653515094547155,0.3399215327591796,Var5_3yrs_crops
LandDiversity,1,0.0033892681405484995,0.009226572206970944,0.36733773545800774,23.275091414888553,0.7166861008618852,Var5_3yrs_crops
LandDiversity,2,-0.004560957462623362,0.011089669064891559,-0.41127985298161485,35.60304682433252,0.6833326293838928,Var5_3yrs_crops
LandDiversity,3,-0.019385185200554645,0.012486664119180913,-1.5524711016112647,28.20533628156056,0.1316994332669314,Var5_3yrs_crops
LandDiversity,4,-0.004719358595966328,0.011195926302410399,-0.4215246214107613,41.55309616187147,0.6755447114101405,Var5_3yrs_crops
LandDiversity,5,-0.008226370958179047,0.015940299656798,-0.516073796308514,11.305547042839965,0.6157461022573234,Var5_3yrs_crops
LandDiversity,6,-0.03582940855540325,0.02436739921766266,-1.4703829586143267,8.12371500855229,0.17909632386471805,Var5_3yrs_crops
LandDiversity,7,0.01790127438797959,0.015262051374528234,1.1729271477788443,23.256822176585704,0.2526989744190628,Var5_3yrs_crops
LandDiversity,8,-0.0013429302295668254,0.023834700442150376,-0.05634349098811941,16.222182271293356,0.9557563200436481,Var5_3yrs_crops
LandDiversity,9,0.0075978702916431355,0.020737676662743496,0.3663800152354181,15.297992268659515,0.7190992296412433,Var5_3yrs_crops
LargeFarms,1,0.031140559858035696,0.01688865553240152,1.843874416071271,23.667737079523903,0.07775744434344146,Var5_3yrs_crops
LargeFarms,2,0.0056388113595941865,0.0199657598511612,0.28242408010663494,43.9762738375455,0.7789433812243889,Var5_3yrs_crops
LargeFarms,3,-0.021687913667896724,0.02025091251621991,-1.070959822206819,17.217497331528968,0.298971233176092,Var5_3yrs_crops
LargeFarms,4,0.08582391947345681,0.02015502826339755,4.258188991444729,32.75689993154001,1.6262841950176655e-4,Var5_3yrs_crops
LargeFarms,5,-0.0024018084847346475,0.022309594683523535,-0.10765809593611632,29.335293053834107,0.9149998657344518,Var5_3yrs_crops
LargeFarms,6,0.05946712542609318,0.01994259166499762,2.981915611824281,37.28292424287451,0.005025027839383126,Var5_3yrs_crops
LargeFarms,7,0.04776389492390295,0.028114536928093393,1.6989038462936579,37.17722433731123,0.09769227556395135,Var5_3yrs_crops
LargeFarms,8,-0.004533633554645463,0.02013092192414762,-0.2252074481103242,24.750197204428353,0.8236670336709289,Var5_3yrs_crops
LargeFarms,9,0.1087691878203495,0.022226214204005147,4.893734345489633,27.956639391213443,3.7224330754689237e-5,Var5_3yrs_crops
MeanCropArea,1,-0.011011280067671138,0.005672390085564903,-1.9412064229666859,10.093470358902636,0.08065021610978886,Var5_3yrs_crops
MeanCropArea,2,0.03265528368292189,0.019967814288294326,1.6353960033605333,4.134896002643188,0.17498052048296878,Var5_3yrs_crops
MeanCropArea,3,0.014456656333804585,0.015018960464808585,0.9625603827693965,11.690569075384433,0.35525613864629546,Var5_3yrs_crops
MeanCropArea,4,0.011101615482080976,0.007052881264593403,1.5740539313787785,13.914511417205231,0.13793169979445535,Var5_3yrs_crops
MeanCropArea,5,-0.01023655733389316,0.03704699614611768,-0.2763127486374059,5.315825313029171,0.7927314042698448,Var5_3yrs_crops
MeanCropArea,6,0.07066137627886347,0.05367408809394507,1.3164895536778523,5.93003103645525,0.23660074057020453,Var5_3yrs_crops
MeanCropArea,7,0.04408413411948006,0.023453484261609436,1.8796411495941585,10.058914127860145,0.08940348292040556,Var5_3yrs_crops
MeanCropArea,8,0.007167987531731558,0.01789514027389411,0.4005549787272918,4.887853293182761,0.705654207360367,Var5_3yrs_crops
MeanCropArea,9,0.001399145425130376,0.037839184025096416,0.036976099278525895,7.10131979517198,0.9715220678443933,Var5_3yrs_crops
PercentCrop,1,0.03300912052437354,0.016633324071176903,1.9845173690551414,17.95859397936476,0.0626926711301217,Var5_3yrs_crops
PercentCrop,2,-0.03066810454581491,0.02130348903233245,-1.4395813051688255,29.430614086835444,0.1605385371289538,Var5_3yrs_crops
PercentCrop,3,-0.029227544536219802,0.020854747851135957,-1.4014815592521193,24.50092542247689,0.1736111009737622,Var5_3yrs_crops
PercentCrop,4,-0.01964102790680677,0.01938543134395002,-1.013184981975473,29.401912532118775,0.31923747505243005,Var5_3yrs_crops
PercentCrop,5,0.08484736956414633,0.08606657187256907,0.9858341946019659,5.936597914174289,0.362672549591638,Var5_3yrs_crops
PercentCrop,6,-0.051194603460102586,0.034711204250191814,-1.4748725826710458,18.618363608143245,0.15695692818252577,Var5_3yrs_crops
PercentCrop,7,-0.017660133888008,0.03548423763254375,-0.49768953953265477,18.75045269842809,0.6244892218318461,Var5_3yrs_crops
PercentCrop,8,-0.04482080928287214,0.039521024018694006,-1.134100403412403,4.266668435995639,0.3164223091407695,Var5_3yrs_crops
PercentCrop,9,-0.025057109691118254,0.029792184046172305,-0.8410632014183461,16.695000553105785,0.41219755287365534,Var5_3yrs_crops
SoyGrains,1,0.021310787945178055,0.020022950125393176,1.0643180855827852,19.731569478835723,0.30003659478840283,Var5_3yrs_crops
SoyGrains,2,-0.03807776336775273,0.029696527724873925,-1.282229482198306,41.010117518870935,0.2069632112079916,Var5_3yrs_crops
SoyGrains,3,-0.006802844862340766,0.024350735581787325,-0.27936917303758274,21.710995562477148,0.7826056007988653,Var5_3yrs_crops
SoyGrains,4,-0.05418338999271824,0.02319252145689963,-2.336244038554032,31.59705221491695,0.025988875121667285,Var5_3yrs_crops
SoyGrains,5,-0.009962160278413248,0.022871888861752177,-0.43556351373640173,26.280964611095904,0.6667099888311934,Var5_3yrs_crops
SoyGrains,6,-0.030647717213387136,0.02302924990454191,-1.3308169975324593,33.59515781006388,0.19221154046729194,Var5_3yrs_crops
SoyGrains,7,-0.03050883685243281,0.03833742127002743,-0.7957978351633399,14.745566892873972,0.43877351017267185,Var5_3yrs_crops
SoyGrains,8,-0.011339972405889453,0.026073008040790224,-0.434931496517337,17.706841815402687,0.6688667397030247,Var5_3yrs_crops
SoyGrains,9,-0.018338732463218776,0.024481882337876227,-0.7490736296386284,32.535329458035136,0.4591946606194919,Var5_3yrs_crops
Corn,1,0.09072946554561634,0.022806911064545413,3.9781566775458796,21.698824056500815,6.499940832945451e-4,Var5_crops
Corn,2,-0.05434998005789979,0.031101383695181003,-1.7475100333340163,48.15682282039093,0.08692324312878995,Var5_crops
Corn,3,-0.021874838872054183,0.02823244487846774,-0.77481206343336,17.54976995538593,0.4487648698595892,Var5_crops
Corn,4,-0.06300638804999875,0.025307957784114918,-2.4895880018239187,35.974519630690374,0.017549117725814224,Var5_crops
Corn,5,-0.047929541068118364,0.03424017630675038,-1.3998041551751343,25.06603759084035,0.17382746886261374,Var5_crops
Corn,6,-0.07513183730867326,0.026128443081876958,-2.8754808341713143,38.549345591927676,0.006536645549424494,Var5_crops
Corn,7,-0.05969795912659356,0.03739311230693737,-1.5964961310673804,15.772613618944668,0.13021640482013114,Var5_crops
Corn,8,0.0746544778328536,0.04272203892699153,1.7474465102293455,7.132739328437005,0.12325805299209128,Var5_crops
Corn,9,-0.1300869316714909,0.040507282917843494,-3.211445505622583,22.247186649865082,0.003983279897114339,Var5_crops
ForestCropEdge,1,-0.011837433771901265,0.0055872176694269395,-2.118663433621942,24.640839170522092,0.04438197896851016,Var5_crops
ForestCropEdge,2,0.015358008132750256,0.01136367721682892,1.3514998569306398,31.434620824973422,0.1861818430478259,Var5_crops
ForestCropEdge,3,-0.011684020919121968,0.07188938713328716,-0.16252775806057582,3.0890281469244543,0.8809432750802266,Var5_crops
ForestCropEdge,4,0.008380319169250425,0.011323256622164874,0.7400979637647924,3.9862030830346282,0.5004594426607035,Var5_crops
ForestCropEdge,5,0.002677274671459566,0.023180703954264352,0.11549583121987332,5.784359437301591,0.9119567464926439,Var5_crops
ForestCropEdge,6,0.053548748512052234,0.01642971088684964,3.259262982826601,14.023297160351065,0.005695789374764899,Var5_crops
ForestCropEdge,7,0.028748053272376735,0.05692557223046455,0.505011230383237,3.093498792210453,0.6473397342079794,Var5_crops
ForestCropEdge,8,0.3318353339696276,0.12483187103871647,2.6582581131601337,4.062282015123706,0.0555943941674892,Var5_crops
ForestCropEdge,9,0.014468429193591545,0.01479405269816083,0.9779895670771969,3.0900782663389186,0.39829466242658584,Var5_crops
FruitVeg,1,0.10175957140571404,0.08564015961283544,1.1882225799876098,7.985433079635664,0.26888123891528815,Var5_crops
FruitVeg,2,-0.02230470847410298,0.08652709527688734,-0.2577771552682746,8.391894590391681,0.8027881577114865,Var5_crops
FruitVeg,3,0.2720623870172653,0.13907927160265257,1.9561677587336201,2.979719553008898,0.1460194405692124,Var5_crops
FruitVeg,4,-0.032989533529227885,0.08596086712625538,-0.3837738570130333,9.279191773559173,0.7097919970520943,Var5_crops
FruitVeg,5,-0.03147278768980293,0.08757551569240779,-0.35937884511402785,10.216451121158952,0.7266287703634602,Var5_crops
FruitVeg,6,-0.07048958735545657,0.08595180068835692,-0.8201059988380806,8.243395686057724,0.43522633286620516,Var5_crops
FruitVeg,7,-0.06505719140252829,0.08668614617973312,-0.7504912176813139,8.066009242349212,0.4742804492568222,Var5_crops
FruitVeg,8,-0.02371469304225943,0.08621172184011985,-0.27507504241985176,8.95187858539779,0.7895019930810238,Var5_crops
FruitVeg,9,-0.010931030480501184,0.09281597376930227,-0.11777100467286684,7.8132961383383215,0.9092202453244043,Var5_crops
LandDiversity,1,0.005651404818415324,0.008114237606871416,0.6964800751742246,24.28135659174589,0.49274231764479925,Var5_crops
LandDiversity,2,-0.006926074225325076,0.009621119075805873,-0.7198823931762784,36.381815939444834,0.4761969548372036,Var5_crops
LandDiversity,3,-0.019389483812142755,0.010543189438977382,-1.8390529663121944,28.87481954202878,0.07621217767630628,Var5_crops
LandDiversity,4,-0.00691468532461843,0.010111008653200033,-0.6838769070215365,43.26401880793331,0.49769968304092593,Var5_crops
LandDiversity,5,-0.015929623261435315,0.01506900401076732,-1.0571118867612652,11.233693499423454,0.31266364813283215,Var5_crops
LandDiversity,6,-0.032731221207767405,0.018997917949384498,-1.7228846495164405,8.193550633509417,0.12231409302443458,Var5_crops
LandDiversity,7,0.013185738541024988,0.014271106371454215,0.9239464830421112,23.322389928431885,0.36497549698272924,Var5_crops
LandDiversity,8,-0.015007922162641523,0.01988841078532842,-0.7546064049377335,17.46080287507685,0.46054247882220545,Var5_crops
LandDiversity,9,0.001936693729562363,0.020348257043334254,0.0951773768848075,15.162873307223,0.9254203906528284,Var5_crops
LargeFarms,1,0.03169787546734219,0.0166138400973459,1.9079198596840958,24.425451184591946,0.06822426805477809,Var5_crops
LargeFarms,2,0.004539527212545264,0.019267022313859457,0.23561125007260827,45.982163176705996,0.8147805882494001,Var5_crops
LargeFarms,3,-0.01827674131862923,0.01943778527237196,-0.9402687118170304,21.54978679976287,0.35750090132102286,Var5_crops
LargeFarms,4,0.08096211584675278,0.02045943361267076,3.9572022070352926,34.779388720535366,3.5600882970588044e-4,Var5_crops
LargeFarms,5,-0.003823569083286526,0.022008779349486716,-0.1737292660610775,30.488352691143824,0.8632266157999456,Var5_crops
LargeFarms,6,0.06033444833253718,0.018697510566057042,3.2268706638447746,39.04812949838655,0.00253476526484926,Var5_crops
LargeFarms,7,0.04784733749171624,0.028458443615875184,1.6813054901226294,38.41412068338859,0.10081784296732381,Var5_crops
LargeFarms,8,-0.011966241465473626,0.02141113082675534,-0.5588794707900535,25.23672014210134,0.5811698538665614,Var5_crops
LargeFarms,9,0.12026494749490226,0.021763490445594995,5.525995372642273,28.088238322041878,6.532799337015842e-6,Var5_crops
MeanCropArea,1,-0.010190414866385828,0.0058501787601958795,-1.74189803151325,9.836175019186674,0.11264541283136743,Var5_crops
MeanCropArea,2,0.023082039130161946,0.018302800978024704,1.2611205879294347,4.177540474617813,0.2730977622071247,Var5_crops
MeanCropArea,3,0.014522212976044786,0.01424594843147213,1.0193924992710441,12.186584320942117,0.3278279989524764,Var5_crops
MeanCropArea,4,0.010232285882871183,0.007330360762807628,1.39587753099236,13.636955738917141,0.1850631769496893,Var5_crops
MeanCropArea,5,-0.006634726992942357,0.03622606830518618,-0.18314786294356208,4.960265285892565,0.8619325522930581,Var5_crops
MeanCropArea,6,0.06422492677791289,0.04184667240706829,1.5347678341818334,6.431814654046883,0.17244977034970888,Var5_crops
MeanCropArea,7,0.037436374203613856,0.021804429431392807,1.7169160202704064,9.882189364235915,0.11711320787866566,Var5_crops
MeanCropArea,8,-0.004122330752215083,0.01895325870549696,-0.21749984085952961,5.234207478981325,0.8360448889071256,Var5_crops
MeanCropArea,9,-0.01119653215150512,0.03767174210236595,-0.29721301767995295,7.050539551738172,0.7748697329040641,Var5_crops
PercentCrop,1,0.0327790540021942,0.016833113795792075,1.9472959310943572,18.919460937816197,0.06649719362335549,Var5_crops
PercentCrop,2,-0.03050014416148984,0.020534635164022017,-1.48530246180989,30.357932660236735,0.14777497286320068,Var5_crops
PercentCrop,3,-0.0321965069279635,0.019939195975884193,-1.61473446406285,25.83001595296938,0.11851928212600533,Var5_crops
PercentCrop,4,-0.016121334837024364,0.019444905697152848,-0.8290775531703851,30.548204141181007,0.4134920715970377,Var5_crops
PercentCrop,5,0.10964212309498463,0.08822196634313989,1.242798450768269,6.046650430654368,0.2599655402758959,Var5_crops
PercentCrop,6,-0.046164161994491,0.03174657184695967,-1.4541463631737637,18.94479007551851,0.16227322507962358,Var5_crops
