term,estimate,std.error,statistic,p.value,model,ERS
pland_crops,-0.012150230575663721,0.004562737528613489,-2.662925601016523,0.008107387599996399,ERS_twoways_var7,3
cropintensity,-0.0013441241681321882,0.001112372405055781,-1.208340086488199,0.2277392850202736,ERS_twoways_var7,3
msidi,-0.8014323718922661,0.3627691686535255,-2.2092075102934126,0.027812977946310873,ERS_twoways_var7,3
mna_crops,-0.0010210054798306199,5.123505927927393e-4,-1.99278676397208,0.047067698254646614,ERS_twoways_var7,3
largefarm_planted,0.12281814895570264,0.030648978529463508,4.007250970456812,7.520921230355496e-5,ERS_twoways_var7,3
natural_crops_ed,-0.0030670672452384573,0.005620333341666735,-0.5457091348124389,0.5856165227473473,ERS_twoways_var7,3
SDI,0.05635006149089679,0.07711653381839927,0.7307131000414882,0.46544749167919297,ERS_twoways_var7,3
pland_crops,0.007605735487218015,0.004350388149911487,1.748288940004758,0.08129329354320024,ERS_individual_var7,3
cropintensity,-0.00185454310244412,0.0012249210250232616,-1.5140103439802592,0.13092828927261407,ERS_individual_var7,3
msidi,-0.23808614511831125,0.39335702338917433,-0.6052673041578229,0.5453947692631431,ERS_individual_var7,3
mna_crops,-2.31241531300189e-4,5.466170192690823e-4,-0.4230412210900372,0.6725257389184869,ERS_individual_var7,3
largefarm_planted,0.1473997486487975,0.033493939762226005,4.400788611169382,1.4351707887861022e-5,ERS_individual_var7,3
natural_crops_ed,-0.006103792371417989,0.005658333928634753,-1.0787260788072146,0.2814548354624402,ERS_individual_var7,3
SDI,0.04934738263718764,0.084483346364324155,0.5841078124957676,0.5595251246103634,ERS_individual_var7,3
pland_crops,0.002852993269488006,2.89310010576568e-4,9.861370727553656,3.715675911716518e-21,ERS_time_var7,3
cropintensity,-0.0015852440962765865,7.742844780210637e-4,-2.047366492904771,0.041120223877146936,ERS_time_var7,3
msidi,-0.12855608137995847,0.025169029309517074,-5.107709153143543,4.5734108713504073e-7,ERS_time_var7,3
mna_crops,-5.80426518797266e-4,1.074116042292212e-4,-5.403759891329894,9.922563074146339e-8,ERS_time_var7,3
largefarm_planted,0.05010312045803437,0.021973616727557477,2.28014901139143,0.02299971836905046,ERS_time_var7,3
natural_crops_ed,-0.00182291954451069,7.687518822200461e-4,-2.37127165041386,0.018087602163305162,ERS_time_var7,3
SDI,0.13061556418405385,0.04353361088997855,3.000338394032037,0.002825159742649532,ERS_time_var7,3
pland_crops,-0.0030013988767651095,0.0032409971127899243,-0.9260726783497307,0.354833709010404,ERS_twoways_var6,3
cropintensity,-0.0012057042745272756,0.0010322150284704317,-1.1680747143489334,0.24330679799070729,ERS_twoways_var6,3
msidi,-1.251617067144576,0.269853492553369,-4.63813551309529,4.443721103912936e-6,ERS_twoways_var6,3
mna_crops,-0.0010844490456992804,3.9229507566975277e-4,-2.764370783517574,0.005903742035095029,ERS_twoways_var6,3
largefarm_planted,0.12835487825616626,0.023442545346802273,5.475296148832011,6.780117596426154e-8,ERS_twoways_var6,3
natural_crops_ed,-0.003175381143105423,0.004724826371609898,-0.6720630332969189,0.5018392117439137,ERS_twoways_var6,3
pland_crops,0.014516267078279568,0.003193302273696488,4.545848101462657,6.790109171149457e-6,ERS_individual_var6,3
cropintensity,-0.0022906583915607045,0.0011520793097565794,-1.9882818588632525,0.047296396096426316,ERS_individual_var6,3
msidi,-0.7867472988356891,0.2982606644127509,-2.6377843031521624,0.008591061233812036,ERS_individual_var6,3
mna_crops,1.9194738696699047e-4,4.1273498962648156e-4,0.4650620659535062,0.642078746024535,ERS_individual_var6,3
largefarm_planted,0.1812555170311764,0.02553092628940998,7.099449310084754,4.062246283339634e-12,ERS_individual_var6,3
natural_crops_ed,-0.011621003155859117,0.004854626283651078,-2.393799744172927,0.017022855748023563,ERS_individual_var6,3
pland_crops,0.002063716621077297,2.3821179934199014e-4,8.66336859373834,3.1371047875621113e-17,ERS_time_var6,3
cropintensity,-0.0020716334871400902,6.375355724330679e-4,-3.24943983789639,0.001211459147107523,ERS_time_var6,3
msidi,-0.1112866607085294,0.020825796704921355,-5.343692838518451,1.232292373097824e-7,ERS_time_var6,3
mna_crops,-4.0693864002226975e-4,9.254087771374185e-5,-4.397393347414096,1.265406996197324e-5,ERS_time_var6,3
largefarm_planted,0.06805700806851211,0.017688657199884463,3.847494317938201,1.3020046421235366e-4,ERS_time_var6,3
natural_crops_ed,-0.0014482201686887176,6.230037783575852e-4,-2.324576862931132,0.020378966614830272,ERS_time_var6,3
pland_crops,-0.012356705414798838,0.004550929111671063,-2.715204985968582,0.0069537500123820345,ERS_twoways_var6_3yrs,3
cropintensity,-0.0015266504913093208,0.0010832371459889153,-1.4093409711458906,0.15962734128642622,ERS_twoways_var6_3yrs,3
msidi,-0.7573981653426821,0.3574892751876742,-2.1186598253753606,0.034827340331325875,ERS_twoways_var6_3yrs,3
mna_crops,-9.324336819887689e-4,4.974723123406302e-4,-1.8743428706647518,0.06172074957546711,ERS_twoways_var6_3yrs,3
largefarm_planted,0.1234454296111486,0.030616431853454185,4.031999228454224,6.798957225860089e-5,ERS_twoways_var6_3yrs,3
natural_crops_ed,-0.0036509619306111995,0.005559512256892063,-0.6567054377989984,0.511804364437237,ERS_twoways_var6_3yrs,3
pland_crops,0.0073546765043490964,0.004325026933641643,1.700492648298148,0.08992659120763108,ERS_individual_var6_3yrs,3
cropintensity,-0.00201070016447322,0.001194265264160973,-1.683629445494951,0.09314492852288124,ERS_individual_var6_3yrs,3
msidi,-0.20175560155122338,0.38804270551537884,-0.5199314371423674,0.603440046108294,ERS_individual_var6_3yrs,3
mna_crops,-1.4451367826636284e-4,5.255693779925403e-4,-0.274965940402285,0.7835046470962428,ERS_individual_var6_3yrs,3
largefarm_planted,0.14763675242565322,0.033459945994817095,4.412342818739814,1.3634134025790505e-5,ERS_individual_var6_3yrs,3
natural_crops_ed,-0.0064279254706434965,0.005625755059246038,-1.1425889330320338,0.2539902997291879,ERS_individual_var6_3yrs,3
pland_crops,0.0026550794719091245,2.8382827790072405e-4,9.354527644485811,2.4238515159722316e-19,ERS_time_var6_3yrs,3
cropintensity,-0.002090394406294109,7.614956442830591e-4,-2.745116695003811,0.006256220529308077,ERS_time_var6_3yrs,3
msidi,-0.12311183606467196,0.0252941250345866,-4.867210701944886,1.4993381206542743e-6,ERS_time_var6_3yrs,3
mna_crops,-5.339356806857911e-4,1.0709501538111862e-4,-4.98562588357335,8.404010632348024e-7,ERS_time_var6_3yrs,3
largefarm_planted,0.06228446294137937,0.021759239478976608,2.862437494727585,0.00437182847566918,ERS_time_var6_3yrs,3
natural_crops_ed,-0.0013699883659160506,7.595069875606687e-4,-1.8037863882149172,0.07183789523987105,ERS_time_var6_3yrs,3
