term,estimate,std.error,statistic,df,p.value,model,ERS
pland_crops,0.007206468942381824,0.021840834475286126,0.32995391959662823,15.715803101787893,0.7457920008479205,ERS_twoways_var7,6
cropintensity,-2.1375393671375e-6,1.2063205736120116e-6,-1.7719496905679037,1.0844875646510408,0.31220509217632697,ERS_twoways_var7,6
msidi,0.399679959680682,0.4616717477986318,0.8657232364476657,68.33830081330018,0.38967111662244247,ERS_twoways_var7,6
mna_crops,-0.004709163602854062,0.003489276086413285,-1.3496104883161397,14.01243665138301,0.19854270692823373,ERS_twoways_var7,6
largefarm_planted,0.2510284602949109,0.05485203710206914,4.576465589195803,55.26666688087745,2.7211421407332638e-5,ERS_twoways_var7,6
natural_crops_ed,0.013186977795902144,0.011072308162848094,1.1909872451120527,1.7777351854314258,0.3685557220022838,ERS_twoways_var7,6
SDI,-0.020861660316353586,0.023164510601333916,-0.9005871384631057,85.79966853081389,0.3703287832583334,ERS_twoways_var7,6
pland_crops,0.011216339811502715,0.030283639710614825,0.3703762136481645,14.379949398402923,0.7165007927935556,ERS_individual_var7,6
cropintensity,-2.8151002666699263e-6,5.465490684066711e-7,-5.150681666838544,1.0807860716930318,0.108610579886219,ERS_individual_var7,6
msidi,0.19822108998939972,0.5017298498459998,0.3950753379537642,66.10699967910752,0.6940592135872837,ERS_individual_var7,6
mna_crops,-0.002053810071127424,0.0035223325893659306,-0.5830823805020464,13.857077881650149,0.5692063010652384,ERS_individual_var7,6
largefarm_planted,0.2995705578047875,0.04747518059410848,6.310045671357872,60.47350959529191,3.607008645835665e-8,ERS_individual_var7,6
natural_crops_ed,0.02749340927196062,0.01942274845637931,1.4155261977318427,2.0360666511122716,0.2905109786712508,ERS_individual_var7,6
SDI,0.006126792990888674,0.02357479817293307,0.25988739949948025,81.88532048361276,0.7956029652409492,ERS_individual_var7,6
pland_crops,-9.93217773347246e-4,0.0010423111993173545,-0.9528994545944998,38.58033785182603,0.3465733654550013,ERS_time_var7,6
cropintensity,3.0341260398981963e-6,2.174180648314792e-6,1.3955261915563217,2.9798360882773074,0.2577896384907352,ERS_time_var7,6
msidi,-0.19262838648551694,0.09063614997754238,-2.125293125681596,76.36027894692582,0.03679613766922387,ERS_time_var7,6
