term,estimate,std.error,statistic,p.value,model,ERS
pland_crops,0.012314169545464729,0.05739169428938841,0.21456361757456585,0.8301625857761565,ERS_twoways_var7,2
cropintensity,-0.49999064738942856,0.8651382443554793,-0.5779315047642095,0.5634740183595452,ERS_twoways_var7,2
msidi,0.01542111281931536,0.03449702214887289,0.4470273623260902,0.6549770607324065,ERS_twoways_var7,2
mna_crops,-0.24149871194523367,0.1271915822448638,-1.8987004303501052,0.05796571425786157,ERS_twoways_var7,2
largefarm_planted,0.02588142943878088,0.009823035904124805,2.6347688933838644,0.008583344670662695,ERS_twoways_var7,2
natural_crops_ed,-0.002274621072667359,0.0785832160080903,-0.028945380301477888,0.9769154170193586,ERS_twoways_var7,2
SDI,0.005454846862612532,0.00558442236030402,0.9767969739157707,0.32896680658647104,ERS_twoways_var7,2
pland_crops,0.01623040261147248,0.06012495790274566,0.2699445151832914,0.7872728189748264,ERS_individual_var7,2
cropintensity,-0.2706621477834109,0.9016084572030593,-0.3001992113328776,0.7641034888281654,ERS_individual_var7,2
msidi,0.01652476776908519,0.03583746055703184,0.4611032007356556,0.6448503689671066,ERS_individual_var7,2
mna_crops,-0.17147755928250144,0.13284213346044604,-1.2908371374023375,0.19713446423718653,ERS_individual_var7,2
largefarm_planted,0.030598583141772093,0.00979721125984293,3.1231931546878426,0.0018536903685026633,ERS_individual_var7,2
natural_crops_ed,-0.1890543445222148,0.07383302485227523,-2.5605661545151897,0.010633355312201189,ERS_individual_var7,2
SDI,-0.009372475490168104,0.005590308189929261,-1.6765579234168666,0.09402111728831226,ERS_individual_var7,2
pland_crops,0.00796203538963263,0.01238211272185228,0.6430272093696109,0.5203282772974642,ERS_time_var7,2
cropintensity,-1.7476824056426339,1.086079120973052,-1.609166746596538,0.10784073486097125,ERS_time_var7,2
msidi,-0.005307529248930502,0.006155352483470733,-0.8622624395894578,0.3887139714278317,ERS_time_var7,2
mna_crops,0.009929292697043741,0.016337917331510868,0.6077453138958635,0.5434704464864772,ERS_time_var7,2
largefarm_planted,0.012897639574061353,0.007552485736781987,1.707734383561625,0.08794215131525282,ERS_time_var7,2
natural_crops_ed,0.025783465923927103,0.006635622435791176,3.885613772244849,1.0760327373812819e-4,ERS_time_var7,2
SDI,0.033658946467817925,0.004545713459989197,7.404546451086232,2.4583864200831737e-13,ERS_time_var7,2
pland_crops,-0.025559345894838947,0.05637624995706662,-0.4533708062225439,0.6503636551182685,ERS_twoways_var6,2
cropintensity,-0.6117329563397381,0.8436484930129357,-0.7251040704820633,0.46852943694422144,ERS_twoways_var6,2
msidi,-0.044363745228633934,0.030661519914871836,-1.446886695499921,0.1481896022448514,ERS_twoways_var6,2
mna_crops,-0.457380186293409,0.10364374536605073,-4.413003261103947,1.1110185726312783e-5,ERS_twoways_var6,2
largefarm_planted,0.032417427622068465,0.007789616671502438,4.161620396631903,3.385241152795262e-5,ERS_twoways_var6,2
