term,estimate,std.error,statistic,p.value,model,ERS
pland_crops,4.812006092430134e-4,0.0021950891134365734,0.2192168902380726,0.8265372262813775,ERS_twoways_var7,2
cropintensity,-8.479790375618514e-5,1.4984640051279437e-4,-0.5658988368489026,0.5716218408504621,ERS_twoways_var7,2
msidi,0.09347090651125065,0.2152856105770651,0.4341716395290207,0.6642813149864291,ERS_twoways_var7,2
mna_crops,-0.0046772615390205195,0.002491462877459408,-1.8773153641325822,0.06083991928034653,ERS_twoways_var7,2
largefarm_planted,0.08683446949069926,0.03258395221301602,2.6649458887928352,0.007855825055075812,ERS_twoways_var7,2
natural_crops_ed,-4.8095951105511694e-4,0.009047339091195579,-0.053160327717037034,0.9576174862852868,ERS_twoways_var7,2
SDI,0.030272875549802108,0.029714326059450492,1.0187973130951753,0.3086083572290961,ERS_twoways_var7,2
pland_crops,6.390351375589634e-4,0.002299886490346918,0.27785507686623717,0.7811954906720002,ERS_individual_var7,2
cropintensity,-4.685524298501304e-5,1.5618353370170827e-4,-0.30000117089488393,0.764254293406009,ERS_individual_var7,2
msidi,0.10381254318542746,0.22367947622144763,0.46411295725071683,0.6426932405185004,ERS_individual_var7,2
mna_crops,-0.0032783075322497537,0.0026023663137493265,-1.2597409960808221,0.208130648458909,ERS_individual_var7,2
largefarm_planted,0.10399730870020887,0.0324937095175824,3.2005366652254876,0.0014259198453189287,ERS_individual_var7,2
natural_crops_ed,-0.02167780002279647,0.008501587413630985,-2.5498532177695967,0.0109624615778729,ERS_individual_var7,2
SDI,-0.0487405788870152,0.02974930081284044,-1.6383772914077266,0.1017367094894922,ERS_individual_var7,2
pland_crops,2.891496349710223e-4,4.717347968160238e-4,0.6129495575112099,0.540024594710093,ERS_time_var7,2
cropintensity,-2.991360014339031e-4,1.8741837131977022e-4,-1.596086868792185,0.11072987585915328,ERS_time_var7,2
msidi,-0.03177284502000913,0.03826293355406122,-0.8303818361213123,0.4064863334153761,ERS_time_var7,2
mna_crops,1.931808178028281e-4,3.1885663575467055e-4,0.6058547828104858,0.5447245342512395,ERS_time_var7,2
largefarm_planted,0.04686485677267074,0.024800590256242133,1.8896669913279662,0.059040791863223016,ERS_time_var7,2
natural_crops_ed,0.002884115197428377,7.596077037870466e-4,3.796848271877096,1.5379518762528735e-4,ERS_time_var7,2
SDI,0.17975628954984554,0.024087171973097767,7.462739492648199,1.6112966994493747e-13,ERS_time_var7,2
pland_crops,-9.4963304838248e-4,0.0021527840652477955,-0.44111857929103204,0.6592063526110854,ERS_twoways_var6,2
cropintensity,-1.0402456259108699e-4,1.458932400189025e-4,-0.7130183864420939,0.47597254644355425,ERS_twoways_var6,2
msidi,-0.27746100847786304,0.1910473518907975,-1.452315385331588,0.14667447163127212,ERS_twoways_var6,2
mna_crops,-0.008804046136719621,0.0020251629301888544,-4.347327321411423,1.494395234078135e-5,ERS_twoways_var6,2
largefarm_planted,0.10815822286205673,0.02580037620514699,4.1921180529328845,2.965828761421771e-5,ERS_twoways_var6,2
natural_crops_ed,-0.007173397907815068,0.00663529613462509,-1.0810968737901525,0.27987051603402097,ERS_twoways_var6,2
pland_crops,-0.0033412781397704878,0.002410437411021262,-1.3861708769093675,0.1659507444078028,ERS_individual_var6,2
cropintensity,-1.30732240702343e-4,1.6292825506114818e-4,-0.8023914615256772,0.42248450597952847,ERS_individual_var6,2
msidi,0.14601676129617666,0.21161312622234632,0.6900175045982441,0.49031582696683873,ERS_individual_var6,2
mna_crops,-0.003793148404987209,0.0022530537639770427,-1.6835587617277377,0.0925255567412859,ERS_individual_var6,2
largefarm_planted,0.236623506161504,0.026891282713831146,8.799264381680093,4.673717679506972e-18,ERS_individual_var6,2
natural_crops_ed,-0.008827703696403212,0.007019501426449918,-1.2575969659525783,0.2087808105071854,ERS_individual_var6,2
pland_crops,-2.5653844913841846e-4,4.0866853621483295e-4,-0.6277421098147834,0.5302613134431315,ERS_time_var6,2
cropintensity,-6.121491637222393e-4,1.6046172229675104e-4,-3.814923303578637,1.4133779679048958e-4,ERS_time_var6,2
msidi,-0.0518095284177016,0.03314756311009008,-1.5629965993467205,0.11824858676597517,ERS_time_var6,2
mna_crops,-1.772337318445356e-5,2.761887846288423e-4,-0.0641712269680726,0.9488417998594509,ERS_time_var6,2
largefarm_planted,0.07357254609956083,0.021708070614236345,3.389179416585798,7.178302409438688e-4,ERS_time_var6,2
natural_crops_ed,0.003757830439225472,6.42693813954959e-4,5.846999547266261,6.040861368681153e-9,ERS_time_var6,2
pland_crops,4.544479150275138e-4,0.0021949842316811314,0.2070392618171355,0.836032013970549,ERS_twoways_var6_3yrs,2
cropintensity,-8.776810551559855e-5,1.4982159909755885e-4,-0.5858174391694143,0.558163841887158,ERS_twoways_var6_3yrs,2
msidi,0.08735072075738434,0.21520689856362546,0.40589182475281704,0.6849308946916428,ERS_twoways_var6_3yrs,2
mna_crops,-0.004579972584208687,0.0024896913325536786,-1.839574458216475,0.06620203099560328,ERS_twoways_var6_3yrs,2
largefarm_planted,0.08758779875023459,0.032576335701327466,2.6886940125271805,0.007322835431800974,ERS_twoways_var6_3yrs,2
