term,estimate,std.error,statistic,p.value,model,ERS
pland_crops,0.08968725600023288,0.028287439429868035,3.1705682029860305,0.0016710483409131016,ERS_twoways_var7,9
cropintensity,-1.1752534703720191e-4,1.996862170370633e-4,-0.5885501201887575,0.5565848704858418,ERS_twoways_var7,9
msidi,1.6019939007416044,0.8978934628873573,1.784169243854466,0.07535861336309901,ERS_twoways_var7,9
mna_crops,-0.008916727000939303,0.004264840228428207,-2.0907528824885278,0.03735137522062031,ERS_twoways_var7,9
largefarm_planted,0.4595146536056094,0.05238477564002277,8.771912220514182,1.1251812685614545e-16,ERS_twoways_var7,9
te_shared_c_nc,0.01325811346389949,0.2886682130813677,0.045928553484904794,0.9633962986825844,ERS_twoways_var7,9
SDI,-0.03971573498485459,0.0651616456170499,-0.6094955799345674,0.5426353673226427,ERS_twoways_var7,9
pland_crops,0.16041431550342056,0.028222437926355693,5.683928366571645,2.9859814614467536e-8,ERS_individual_var7,9
cropintensity,1.6394632387521741e-6,2.1281825573106212e-4,0.007703583666355952,0.9938583360018935,ERS_individual_var7,9
msidi,1.2806437133149788,0.9566527870327359,1.3386713870213773,0.18163691724471587,ERS_individual_var7,9
mna_crops,-0.015297009396100476,0.004428776156255125,-3.454003737464864,6.274487156555133e-4,ERS_individual_var7,9
largefarm_planted,0.4549940736678791,0.054771693823455564,8.307102481337383,2.892404419691626e-15,ERS_individual_var7,9
te_shared_c_nc,0.43908713046873565,0.30086290697683227,1.4594259388132125,0.14543812584380614,ERS_individual_var7,9
SDI,-0.11235685487856108,0.06792522877613243,-1.6541255274806088,0.0990918150802818,ERS_individual_var7,9
pland_crops,0.0012676403579409642,6.159502604703372e-4,2.0580239011068833,0.04013060240424066,ERS_time_var7,9
cropintensity,2.4763452051467602e-5,7.396951652591783e-5,0.33477915247412565,0.7379388490176766,ERS_time_var7,9
msidi,0.1011226037559945,0.06234411821058405,1.622007122058021,0.1054625629398496,ERS_time_var7,9
mna_crops,-7.308350386165369e-4,3.433347970141994e-4,-2.128636668849827,0.033796139896691536,ERS_time_var7,9
largefarm_planted,0.5169350800913662,0.028850017836311585,17.918015961873504,2.822342571272167e-55,ERS_time_var7,9
te_shared_c_nc,0.053337124680990416,0.042276919920421055,1.2616133053540388,0.20770455817673233,ERS_time_var7,9
SDI,0.1860619957453471,0.05643692356108135,3.2968132209398924,0.001050849541112115,ERS_time_var7,9
