year,FIPS,ed_wat,ed_ldev,ed_hdev,ed_bare,ed_df,ed_ef,ed_mf,ed_shrub,ed_grass,ed_pas,ed_crops,ed_wet,el_wat,el_ldev,el_hdev,el_bare,el_df,el_ef,el_mf,el_shrub,el_grass,el_pas,el_crops,el_wet,pland_wat,pland_ldev,pland_hdev,pland_bare,pland_df,pland_ef,pland_mf,pland_shrub,pland_grass,pland_pas,pland_crops,pland_wet,mna_wat,mna_ldev,mna_hdev,mna_bare,mna_df,mna_ef,mna_mf,mna_shrub,mna_grass,mna_pas,mna_crops,mna_wet,msidi,tec_forest_fc,tec_crops_fc,tel_forestcrop_fc,tec_shrubgrass_sgc,tec_crops_sgc,tel_shrubgrasscrop_sgc,tec_deciforest_dfLID,tec_LID_dfLID,tel_deciforestLID_dfLID,tec_mixforest_mfLID,tec_LID_mfLID,tel_mixforestLID_mfLID,tec_natural_nc,tec_crops_nc,tel_naturalcrops_nc
2006,1027,1.329181028,27.17920988,0.444971733,0.525632417,93.99779387,74.83170684,38.42621449,12.84186893,20.1636418,24.36640746,0.057341718,3.906117845,208620,4265880,69840,82500,14753310,11745120,6031140,2015580,3164760,3824400,9000,613080,0.313257807,4.105437658,0.082916125,0.079074229,42.42490099,25.31642594,5.283867309,3.519347956,7.715041478,10.12723554,0.030219086,1.002275893,0.977475149,21.76905405,0.641083744,0.508647541,10.1397122,4.279953684,0.80980666,1.645932658,2.961371974,5.339294592,15.81,2.347925373,0.733884718,9230670,9000,1530,4719960,9000,2190,14753310,4265880,1390440,6031140,4265880,218550,6376470,9000,3720
2006,1091,3.608472112,17.55070874,0.874388205,0.71219379,27.49383932,61.72063285,73.20885383,23.12331278,12.98262563,24.27871224,1.766928983,30.88978489,918390,4466820,222540,181260,6997440,15708480,18632340,5885100,3304200,6179160,449700,7861740,1.138024854,3.162720368,0.190106942,0.169172547,5.548534203,22.00265075,16.42741812,7.032047306,5.000350085,16.29654278,1.039293719,21.99313833,2.429848993,28.24357895,0.945,0.788571429,1.483043478,4.348746602,2.886985223,2.028473308,2.643065421,10.67874099,9.379787234,13.26726712,0.837906564,13899120,449700,34320,7955160,449700,26820,6997440,4466820,188970,18632340,4466820,851190,8356500,449700,158310
2006,1049,2.820931958,44.61487451,3.265997789,0.470056158,71.78367421,21.9673903,56.06981583,7.842202743,10.36682082,75.52984329,7.532203681,1.027578463,568920,8997840,658680,94800,14477190,4430340,11308050,1581600,2090760,15232710,1519080,207240,0.455091712,7.960356416,0.722755969,0.092062581,28.6900115,5.199951626,9.82231431,2.138145637,3.067027182,38.34846066,3.360931282,0.142891122,0.437891221,23.23341534,0.990917743,0.736785714,6.468580212,1.786264691,1.561151391,1.588861459,1.971794708,10.18709431,6.123089431,0.400806676,0.749336162,12727260,1519080,238110,3402480,1519080,32820,14477190,8997840,1630110,11308050,8997840,683580,12023940,1519080,272910
2006,1019,7.075804998,29.73359404,1.440220056,1.841782753,64.48710791,50.84189164,62.72505852,10.76303862,17.16989423,42.70793032,12.4785608,5.390979203,1099530,4620390,223800,286200,10020840,7900470,9747030,1672500,2668080,6636510,1939080,837720,7.352362,5.160524688,0.305573767,0.264799709,23.79287937,16.77638209,10.16270239,3.104909799,6.131630707,17.18643938,8.113400533,1.648395564,11.96340314,13.63790816,0.833052632,0.630137825,4.873774057,3.663992973,1.346187026,1.668329876,2.506740331,4.930129223,13.70396739,1.858846154,0.85571641,9064800,1939080,475380,3857280,1939080,84330,10020840,4620390,741750,9747030,4620390,451890,7575660,1939080,621780
2006,1065,9.91068719,21.55946306,0.447446239,0.316529398,40.21034914,45.71556111,72.65037793,10.38653991,8.465132364,32.4956067,1.414325337,25.72498289,1685130,3665790,76080,53820,6837030,7773090,12352860,1766040,1439340,5525280,240480,4374060,4.152516356,3.616851221,0.081196672,0.050231839,11.72222693,12.60295145,16.30878025,3.130676886,2.897037962,23.88394275,1.211174864,20.34241282,5.511779859,29.0084434,0.619103139,0.374605263,3.180895308,2.885283425,3.057340684,1.892335585,1.326300485,13.1851461,11.83551724,13.08684449,0.840352718,7899540,240480,9630,2887740,240480,2700,6837030,3665790,389550,12352860,3665790,758370,6577740,240480,25230
2006,1105,3.904358576,20.02487908,0.433319796,0.218260045,44.45944316,68.95737305,85.9026093,17.84547893,9.835783318,27.43003917,4.057332625,25.5204238,732000,3754320,81240,40920,8335380,12928320,16105260,3345720,1844040,5142660,760680,4784640,1.462310299,3.192965242,0.070326459,0.028514619,11.24282454,23.85295866,18.22986623,5.484455692,3.933769277,16.54990394,2.710616943,13.2414881,4.037673049,19.06452229,0.503244275,0.298659218,2.564901436,4.656412953,2.62684344,2.055248851,2.576018163,9.248351714,10.90545064,8.528172449,0.845783053,10167780,760680,63480,4640160,760680,18840,8335380,3754320,359190,16105260,3754320,790020,6857040,760680,207000
2006,1033,3.865531232,25.45513992,4.124868102,0.789899981,62.56910696,21.83222614,32.51445301,16.59960319,7.121732281,38.4858888,11.4855024,11.53677531,624240,4110720,666120,127560,10104210,3525660,5250720,2680650,1150080,6215040,1854780,1863060,4.793124972,6.408388693,1.038777921,0.303401846,34.8068349,5.493891836,5.507155914,6.16712738,2.539959428,17.33481207,11.51634045,4.090184582,11.13720863,13.23379795,1.188880227,1.384067797,11.04956556,2.004976271,1.220620368,2.683702506,2.358683151,6.630454761,31.79076923,4.385916335,0.816842375,7908390,1854780,351180,3519030,1854780,128250,10104210,4110720,989850,5250720,4110720,177750,6450300,1854780,615690
2006,1063,10.80035482,18.64537732,0.361913247,0.218341454,31.92418848,46.57272368,68.24574576,10.0054445,8.161477196,32.05793139,2.059851535,40.92340182,1846050,3186960,61860,37320,5456640,7960440,11664900,1710180,1395000,5479500,352080,6994830,3.500589206,3.051181413,0.071505071,0.023852575,7.620976787,12.94283912,16.22280517,3.004950594,3.054446004,17.23166906,0.767547439,32.50763756,3.777386364,21.91273109,0.682793296,0.224010989,2.113948393,2.773638415,3.287352697,1.89808204,1.980580425,7.288596882,4.218424437,19.23949446,0.811702929,9053880,352080,34890,2795460,352080,6990,5456640,3186960,199800,11664900,3186960,610260,7264110,352080,104880
2006,1013,1.978061741,22.25691722,1.072417996,0.297811162,46.84882286,79.50366792,77.68791326,24.43153433,16.25751136,20.45128814,1.535812165,20.02020649,398520,4484100,216060,60000,9438630,16017600,15651780,4922220,3275400,4120320,309420,4033470,0.36818394,3.779268323,0.181232983,0.04829008,12.28055598,34.42845943,16.57430798,7.28760294,6.398993994,8.107685538,0.93167244,9.613746368,0.730098425,24.72107143,0.623088737,0.438243243,2.397909479,5.937088077,2.434547244,1.986245942,3.107266811,4.157431917,8.305486726,6.844102473,0.812162486,13339650,309420,74790,7281780,309420,24660,9438630,4484100,488490,15651780,4484100,659490,6983280,309420,119370
2006,1081,4.878456137,40.85128665,7.404389745,1.283091517,73.24154207,69.00519594,72.4461457,19.96371533,18.24051327,31.64018668,1.611857857,14.11118547,778140,6516000,1181040,204660,11682420,11006700,11555550,3184320,2909460,5046780,257100,2250810,1.643812892,10.6561484,1.606854891,0.273602057,23.18508003,22.53162871,12.833285,4.728141458,5.707161727,11.59110119,0.882929466,4.360254181,2.123052632,16.1263093,0.979373328,0.761623037,3.945950704,3.525866771,1.586927669,1.280631686,1.885117001,3.633018275,4.89,3.870250417,0.846210008,11618550,257100,61800,5428980,257100,24960,11682420,6516000,1064700,11555550,6516000,810660,8116320,257100,106530
