year,FIPS,ed_wat,ed_ldev,ed_hdev,ed_bare,ed_df,ed_ef,ed_mf,ed_shrub,ed_grass,ed_pas,ed_crops,ed_wet,el_wat,el_ldev,el_hdev,el_bare,el_df,el_ef,el_mf,el_shrub,el_grass,el_pas,el_crops,el_wet,pland_wat,pland_ldev,pland_hdev,pland_bare,pland_df,pland_ef,pland_mf,pland_shrub,pland_grass,pland_pas,pland_crops,pland_wet,mna_wat,mna_ldev,mna_hdev,mna_bare,mna_df,mna_ef,mna_mf,mna_shrub,mna_grass,mna_pas,mna_crops,mna_wet,msidi,tec_forest_fc,tec_crops_fc,tel_forestcrop_fc,tec_shrubgrass_sgc,tec_crops_sgc,tel_shrubgrasscrop_sgc,tec_deciforest_dfLID,tec_LID_dfLID,tel_deciforestLID_dfLID,tec_mixforest_mfLID,tec_LID_mfLID,tel_mixforestLID_mfLID,tec_natural_nc,tec_crops_nc,tel_naturalcrops_nc
2011,1027,1.407930321,27.22011364,0.476318539,0.532131145,93.9396876,75.88220711,42.77959774,17.4605532,14.44437882,24.07167103,0.057341718,3.898472283,220980,4272300,74760,83520,14744190,11910000,6714420,2740500,2267100,3778140,9000,611880,0.333155383,4.110598412,0.094728519,0.080737139,42.23756559,26.0513174,5.895187367,5.322171577,4.955241922,9.888693991,0.030219086,1.000383616,1.005576923,20.61258786,0.728823529,0.510967742,9.763396171,4.48683529,0.801934477,2.020157195,2.107136277,5.088747541,15.81,2.34,0.733387229,8723970,9000,1530,4332420,9000,2190,14744190,4272300,1381770,6714420,4272300,234600,6358590,9000,3720
2011,1091,3.529025138,17.59715104,0.928374428,0.753685385,23.49626564,61.06501851,68.57735459,25.06516656,17.11033204,23.84517223,1.901069422,30.80043651,898170,4478640,236280,191820,5980020,15541620,17453580,6379320,4354740,6068820,483840,7839000,1.140288032,3.163286163,0.205065134,0.171294276,4.453757264,23.79897747,15.01989828,6.733201739,6.710322425,15.42380481,1.153973186,22.02613122,2.577388988,27.954375,0.986597353,0.682253521,1.223974733,5.40037714,2.475845207,1.675626283,2.724262243,9.968265617,10.12748276,13.32507012,0.836205705,14143680,483840,36750,9081000,483840,30540,5980020,4478640,155790,17453580,4478640,797040,8307780,483840,170070
2011,1049,3.069645216,44.85287763,3.390056914,0.469163647,71.13214067,22.6540293,56.23463299,11.31704827,11.39529179,75.3099879,7.600332074,0.830630882,619080,9045840,683700,94620,14345790,4568820,11341290,2282400,2298180,15188370,1532820,167520,0.505161618,8.01448725,0.757340797,0.0934906,28.20591316,5.236098349,9.706377041,2.879778229,3.27181399,37.80724157,3.39814902,0.124148376,0.474080968,22.99211949,1.01285809,0.769591837,6.165073155,1.75678922,1.495007637,1.471839838,1.892322914,9.724384645,6.16860486,0.459412844,0.755777825,12515820,1532820,239400,4086900,1532820,38940,14345790,9045840,1607790,11341290,9045840,678000,12036480,1532820,280470
2011,1019,7.702088358,29.84132096,1.532888371,1.773053753,63.78514542,50.50983018,61.40955457,16.01018888,15.1062867,42.27123089,12.49091657,5.144635933,1196850,4637130,238200,275520,9911760,7848870,9542610,2487870,2347410,6568650,1941000,799440,7.714405521,5.178595009,0.325960797,0.255648713,23.18549648,17.00075525,9.818323769,4.49615079,5.578690458,16.64931066,8.195122403,1.601540147,12.86227468,13.54742424,0.855608108,0.653388158,4.663295366,3.857201051,1.304126848,1.725963439,2.485346904,4.605990742,13.99410989,1.886793025,0.859224442,9035460,1941000,480600,4123320,1941000,90780,9911760,4637130,725550,9542610,4637130,441090,7511760,1941000,632880
2011,1065,9.978439302,21.63709569,0.459444009,0.372989491,37.00800322,45.03309973,69.49267077,11.39452902,12.17808925,32.32834367,1.44926002,25.94094274,1696650,3678990,78120,63420,6292530,7657050,11815950,1937430,2070660,5496840,246420,4410780,4.03987847,3.63267769,0.083684445,0.058700853,10.2432195,13.40290275,15.42366243,3.389352332,4.505409583,23.56333764,1.305127988,20.35204633,5.032285714,27.82297297,0.638071749,0.344172414,2.709085394,3.574211104,2.880612917,1.765075038,1.853973863,12.99971447,12.97736842,12.9412528,0.844509542,8052450,246420,11070,3481950,246420,2730,6292530,3678990,348360,11815950,3678990,730350,6649980,246420,29520
2011,1105,3.893477577,20.04632105,0.453481648,0.330910391,42.03698068,69.23403845,83.5246309,18.86733278,12.79685526,26.60180311,4.096696241,25.60779182,729960,3758340,85020,62040,7881210,12980190,15659430,3537300,2399190,4987380,768060,4801020,1.426691027,3.192869233,0.073782776,0.047572369,10.30093004,25.55668313,16.96994252,5.524635383,5.105652903,15.65183746,2.896297996,13.25310517,3.674175824,18.94329114,0.506703297,0.348398438,2.292009257,5.994542725,2.388208978,1.905046901,2.758564841,8.343616719,12.01340708,8.565077559,0.845492763,10084710,768060,68880,5192910,768060,26400,7881210,3758340,337350,15659430,3758340,745740,6872340,768060,233550
2011,1033,4.038298631,25.79733084,4.419873081,0.784698382,63.88102457,24.24576813,33.64394311,17.01758884,7.392586978,37.65437603,11.50445108,11.53603222,652140,4165980,713760,126720,10316070,3915420,5433120,2748150,1193820,6080760,1857840,1862940,4.841499844,6.491205582,1.128839895,0.308473405,34.03283695,6.961132908,5.778456463,5.100372286,2.998015961,16.69624147,11.60679255,4.056132685,10.7692562,12.70614545,1.222635815,1.482589286,10.28813553,2.78598513,1.289780235,2.024712389,2.657222832,6.195441176,32.82604203,4.340755467,0.822803655,7743270,1857840,361290,3523590,1857840,140550,10316070,4165980,977040,5433120,4165980,179880,6446760,1857840,642240
2011,1063,10.67644078,18.66924745,0.387889561,0.201140922,29.81519256,47.66688817,65.97422237,11.33339582,8.600968355,31.71041043,2.048267503,40.83985637,1824870,3191040,66300,34380,5096160,8147460,11276640,1937160,1470120,5420100,350100,6980550,3.446776111,3.054867242,0.078666109,0.0196402,6.690041839,14.20776278,15.46615725,3.615797671,3.180448681,16.87614458,0.784554905,32.57914263,3.73109563,20.72035714,0.715212766,0.177619048,1.767926716,3.404066442,3.004719254,2.035671937,1.971773667,7.154151786,4.368078176,19.38248521,0.812295218,9156120,350100,36450,3029940,350100,7020,5096160,3191040,183960,11276640,3191040,598410,7219230,350100,108930
2011,1013,2.006353801,22.30248233,1.114707181,0.297811162,44.82728069,79.58675723,78.00567777,24.79009897,14.26515468,19.81367445,1.564699847,19.99459473,404220,4493280,224580,60000,9031350,16034340,15715800,4994460,2874000,3991860,315240,4028310,0.381853472,3.78212731,0.194411127,0.044090943,11.26740241,37.06511567,16.70537467,6.979413059,5.391379707,7.625588829,0.958118072,9.605124734,0.741870781,24.19,0.653889816,0.379615385,2.113043843,7.355700355,2.505494677,1.747845867,2.716181545,3.821708955,8.356363636,6.813887324,0.797655806,12952110,315240,83460,6876540,315240,26490,9031350,4493280,464100,15715800,4493280,664920,6950340,315240,130230
2011,1081,5.005975347,42.58314046,8.531373675,1.318074663,72.80030304,70.94882944,74.21448731,22.2530425,13.45196005,30.45527367,1.61486716,14.04385231,798480,6792240,1360800,210240,11612040,11316720,11837610,3549480,2145660,4857780,257580,2240070,1.638339722,11.38385426,1.872049708,0.297413166,22.63781949,23.76122987,13.06806705,5.301865053,3.815814865,10.97110956,0.912777989,4.339659264,2.000949464,17.2932,1.010497462,0.82359375,3.662866707,3.874508281,1.549299093,1.294666258,1.36161745,3.373724696,5.847108434,3.869195081,0.843358812,11167290,257580,63960,5021820,257580,27030,11612040,6792240,1103610,11837610,6792240,850950,8110440,257580,111570
