term,estimate,std.error,statistic,df,p.value,model,ERS
pland_crops,-0.012150230575663721,0.004703543486029755,-2.583207875456402,47.45604428608013,0.012928225968126279,ERS_twoways_var7,3
cropintensity,-0.0013441241681321882,0.0016747870885124127,-0.8025642049378781,2.340961721116694,0.4955977539080234,ERS_twoways_var7,3
msidi,-0.8014323718922661,0.33658248095763815,-2.3810876003173007,65.85969292661507,0.020161522400683866,ERS_twoways_var7,3
mna_crops,-0.0010210054798306199,4.6614909658971963e-4,-2.1902980983984532,19.923352755470066,0.04056906770911469,ERS_twoways_var7,3
largefarm_planted,0.12281814895570264,0.02702192163586257,4.545130084038975,37.90902094426186,5.458791136848257e-5,ERS_twoways_var7,3
natural_crops_ed,-0.0030670672452384573,0.005594755380316316,-0.5482039940529182,25.61689698562253,0.5882977974427634,ERS_twoways_var7,3
SDI,0.05635006149089679,0.05986563343444455,0.9412756243964667,23.140183939205762,0.35628707034269513,ERS_twoways_var7,3
pland_crops,0.007605735487218015,0.004019671451300614,1.8921286426921997,48.15413428614971,0.0644946659442391,ERS_individual_var7,3
cropintensity,-0.00185454310244412,4.4434898201117643e-4,-4.173618433984561,2.34919387104917,0.03976469564290594,ERS_individual_var7,3
msidi,-0.23808614511831125,0.35971684813742677,-0.6618709864469636,65.6451648083322,0.5103707101803456,ERS_individual_var7,3
mna_crops,-2.31241531300189e-4,4.530415992450103e-4,-0.5104200843488785,20.655214753485716,0.6151689082133884,ERS_individual_var7,3
largefarm_planted,0.1473997486487975,0.028098389807771785,5.24584325497641,37.22128524307395,6.4835594181006004e-6,ERS_individual_var7,3
natural_crops_ed,-0.006103792371417989,0.00574458232291164,-1.0625302290601144,24.356257537875415,0.29841714230652594,ERS_individual_var7,3
SDI,0.04934738263718764,0.05512396346073951,0.8952074477070925,22.170787082601404,0.38029280909912777,ERS_individual_var7,3
pland_crops,0.002852993269488006,4.642001303805801e-4,6.146041508323027,47.41517656397798,1.5670342838532573e-7,ERS_time_var7,3
cropintensity,-0.0015852440962765865,7.212084864924994e-4,-2.1980386059878585,2.00375610786196,0.15879036535203048,ERS_time_var7,3
msidi,-0.12855608137995847,0.03558041886279542,-3.613113209141639,67.93803810454365,5.751730002637394e-4,ERS_time_var7,3
mna_crops,-5.80426518797266e-4,2.1683221569802113e-4,-2.676846320685193,18.35503560931415,0.015214377238290147,ERS_time_var7,3
largefarm_planted,0.05010312045803437,0.026199831751996548,1.9123451223772183,65.0884393746181,0.06023446555566689,ERS_time_var7,3
natural_crops_ed,-0.00182291954451069,0.0010880202525461245,-1.6754463349784114,37.11274855603014,0.10225353648934188,ERS_time_var7,3
SDI,0.13061556418405385,0.056912575196654075,2.2950211571472314,55.606129737527006,0.025528496290862006,ERS_time_var7,3
pland_crops,-0.0030013988767651095,0.0038785735178210137,-0.7738409141851972,50.65591496558182,0.44262150267832934,ERS_twoways_var6,3
cropintensity,-0.0012057042745272756,0.001407021261522205,-0.8569197264459729,1.9822115481407963,0.4824749816820143,ERS_twoways_var6,3
msidi,-1.251617067144576,0.2808334301675361,-4.456795141511116,62.14294110295734,3.544874326837553e-5,ERS_twoways_var6,3
mna_crops,-0.0010844490456992804,5.613433538776555e-4,-1.9318818655429124,17.933947698697775,0.06933060174691437,ERS_twoways_var6,3
largefarm_planted,0.12835487825616626,0.022569128827853387,5.687187982983145,48.249847831850815,7.394713791576001e-7,ERS_twoways_var6,3
natural_crops_ed,-0.003175381143105423,0.003819159557315089,-0.8314345330305474,35.77428557609445,0.4112435767629191,ERS_twoways_var6,3
pland_crops,0.014516267078279568,0.003288790611646342,4.4138617481071085,49.86273866114891,5.4461413706593694e-5,ERS_individual_var6,3
cropintensity,-0.0022906583915607045,4.83886286856107e-4,-4.733877470352609,1.9823044718374254,0.042569010779036576,ERS_individual_var6,3
msidi,-0.7867472988356891,0.29330673095426524,-2.682336325102492,63.11680337083901,0.0093208770093155709,ERS_individual_var6,3
mna_crops,1.9194738696699047e-4,5.673483264661733e-4,0.33832370346902724,18.999235038003956,0.7388293010268204,ERS_individual_var6,3
largefarm_planted,0.1812555170311764,0.026968972312765464,6.720890767698298,50.46899292448832,1.5738021148223015e-8,ERS_individual_var6,3
natural_crops_ed,-0.011621003155859117,0.003843681183709823,-3.0234045438292108,34.12464115032672,0.0047201736899039086,ERS_individual_var6,3
pland_crops,0.002063716621077297,3.963435735368142e-4,5.206888060935368,50.274334070227944,3.580876958715206e-6,ERS_time_var6,3
cropintensity,-0.0020716334871400902,7.146774925422292e-4,-2.8986969769692035,1.9790172322079411,0.10249848647369761,ERS_time_var6,3
msidi,-0.1112866607085294,0.03130785124362341,-3.5545927391358605,66.75545727881965,7.010170757283041e-4,ERS_time_var6,3
mna_crops,-4.0693864002226975e-4,1.740449606825406e-4,-2.338123657395224,19.537146790289306,0.03014622388924572,ERS_time_var6,3
largefarm_planted,0.06805700806851211,0.023320892156666145,2.918284927150971,72.90103740577172,0.004677652291998584,ERS_time_var6,3
natural_crops_ed,-0.0014482201686887176,8.571559595710457e-4,-1.689564369841707,35.79022577088698,0.09980568863998131,ERS_time_var6,3
pland_crops,-0.012356705414798838,0.004687333809173879,-2.636190618772391,46.90719349014718,0.011331440873650424,ERS_twoways_var6_3yrs,3
cropintensity,-0.0015266504913093208,0.0017606072034205755,-0.8671158952112007,2.0109743862059535,0.4768590258426429,ERS_twoways_var6_3yrs,3
msidi,-0.7573981653426821,0.34061896786840634,-2.2235936245197387,63.88869982133425,0.029718811441560036,ERS_twoways_var6_3yrs,3
mna_crops,-9.324336819887689e-4,4.5260276513676116e-4,-2.0601590485356827,17.592189718185832,0.05449164852149761,ERS_twoways_var6_3yrs,3
largefarm_planted,0.1234454296111486,0.026787365548298924,4.608345280859011,38.11810460675612,4.451041557538167e-5,ERS_twoways_var6_3yrs,3
natural_crops_ed,-0.0036509619306111995,0.005485173281025074,-0.6656055777200359,25.369849827648014,0.5116700417910236,ERS_twoways_var6_3yrs,3
pland_crops,0.0073546765043490964,0.004028016862883593,1.82588026681795,47.11909668965182,0.07420891458516685,ERS_individual_var6_3yrs,3
cropintensity,-0.00201070016447322,3.8645871606077573e-4,-5.202884760805889,2.0322472169381487,0.03384885317928787,ERS_individual_var6_3yrs,3
msidi,-0.20175560155122338,0.36011753935256674,-0.560249306140288,64.04422811141916,0.5772639817389462,ERS_individual_var6_3yrs,3
mna_crops,-1.4451367826636284e-4,4.3580961976947793e-4,-0.3315981834976556,17.79013235366529,0.7440671297021225,ERS_individual_var6_3yrs,3
largefarm_planted,0.14763675242565322,0.02806023839098837,5.2614218870309815,37.32433707513415,6.131953747177022e-6,ERS_individual_var6_3yrs,3
natural_crops_ed,-0.0064279254706434965,0.005693356971280118,-1.129022034463828,24.091194453659785,0.27000599185784696,ERS_individual_var6_3yrs,3
pland_crops,0.0026550794719091245,4.4562582432044123e-4,5.958091580437462,51.07313097106627,2.3747277757478153e-7,ERS_time_var6_3yrs,3
cropintensity,-0.002090394406294109,8.707383782843541e-4,-2.40071467897497,1.992817584118063,0.13883500267585874,ERS_time_var6_3yrs,3
msidi,-0.12311183606467196,0.036381909484237966,-3.3838750579600205,66.38831833912204,0.0012031227574665164,ERS_time_var6_3yrs,3
mna_crops,-5.339356806857911e-4,2.076477194293317e-4,-2.5713534545584267,18.70257010009652,0.018842790302081282,ERS_time_var6_3yrs,3
largefarm_planted,0.06228446294137937,0.025281681587981372,2.4636202589858067,67.81281070037231,0.016296413283733782,ERS_time_var6_3yrs,3
natural_crops_ed,-0.0013699883659160506,0.0010320669259641568,-1.3274220222067554,35.342685347433715,0.19288033065545218,ERS_time_var6_3yrs,3
pland_crops,-0.01662401569646447,0.004721241664543648,-3.521110944459848,48.707374351900256,9.437159295343642e-4,ERS_twoways_var7crops,3
cropintensity,0.0021452586737325694,0.0012465131075906372,1.7210077139735027,2.571600966286471,0.1987404988801308,ERS_twoways_var7crops,3
msidi,-0.6466464623597113,0.32895742509383435,-1.9657451482521087,65.90319445511642,0.05354377780382186,ERS_twoways_var7crops,3
mna_crops,-6.42062316801909e-4,4.962873237257566e-4,-1.293731042698778,20.687503321055367,0.2100169666827658,ERS_twoways_var7crops,3
largefarm_planted,0.015282054009908832,0.048830644526289636,0.31296031740234803,28.889532895900956,0.7565590048938433,ERS_twoways_var7crops,3
natural_crops_ed,-0.0036570009203765797,0.005330025225097253,-0.6861132482369918,24.933230892829698,0.4989728049049994,ERS_twoways_var7crops,3
SDI,0.05065485075352085,0.06417767048029856,0.7892908915893265,22.766402247834886,0.43808533044625964,ERS_twoways_var7crops,3
soysmallgrain_planted,0.14801116615444176,0.07002559855381263,2.1136722742997978,47.9262001680017,0.0397744613524716,ERS_twoways_var7crops,3
corn_planted,0.5104262730968808,0.13494382500579793,3.78250930025846,33.83844924753786,6.042449818562085e-4,ERS_twoways_var7crops,3
fruitveg_planted,-2.1341360582561175,1.806431806213389,-1.18140970000393,3.413889725587253,0.31314994290277753,ERS_twoways_var7crops,3
pland_crops,0.0014287944858710124,0.004115605789798611,0.34716504904638296,49.372856187615994,0.7299428316051275,ERS_individual_var7crops,3
cropintensity,-0.0013834681708228646,6.211619912018234e-4,-2.227226054424438,2.4733526942896487,0.13109637739248062,ERS_individual_var7crops,3
msidi,-0.3500813086462467,0.3516620348566613,-0.9955049847474752,66.39519317237901,0.3231050499889624,ERS_individual_var7crops,3
mna_crops,1.6956166509332792e-5,4.665321006568078e-4,0.036345122844625335,21.353699737114148,0.9713448002387862,ERS_individual_var7crops,3
largefarm_planted,0.08215408761945221,0.04409788175510795,1.8629939659162005,30.65085747573883,0.0720711146379149,ERS_individual_var7crops,3
natural_crops_ed,-0.002176039186240744,0.005919959063404926,-0.36757672864534513,23.924160600332737,0.7164207018290596,ERS_individual_var7crops,3
SDI,0.042727718526989825,0.057300832078449424,0.7456736137529759,21.878524561501813,0.4638013230835656,ERS_individual_var7crops,3
soysmallgrain_planted,0.036295593047697985,0.05692696999340465,0.6375816779270539,47.10992317852257,0.526832868104786,ERS_individual_var7crops,3
corn_planted,0.5869466224293802,0.1279696704775963,4.586607281544397,32.678797103236896,6.319523758176258e-5,ERS_individual_var7crops,3
fruitveg_planted,-2.9871055255579226,2.732912447437442,-1.0930117898064495,3.357116771370311,0.3465476653916443,ERS_individual_var7crops,3
pland_crops,0.001668145288716498,4.846016041947284e-4,3.4423024486030878,70.22445235996354,9.757789703950821e-4,ERS_time_var7crops,3
cropintensity,-8.408206632726565e-4,6.103152163840372e-4,-1.3776826149842791,2.1433627045943737,0.2944988033554533,ERS_time_var7crops,3
msidi,-0.13054367612341433,0.041606033828975215,-3.137614045597908,63.29665694809102,0.0025855194742575843,ERS_time_var7crops,3
mna_crops,-3.1570484989345356e-4,1.9208690159169654e-4,-1.6435522009955765,17.325948075278124,0.11829110288244604,ERS_time_var7crops,3
largefarm_planted,0.0029381007169112417,0.03759145174699473,0.07815874568201879,52.97229626437951,0.9379962694396708,ERS_time_var7crops,3
natural_crops_ed,-2.6572625998084613e-4,0.0010743167861589058,-0.24734441777729205,36.56546182718051,0.8060252857860633,ERS_time_var7crops,3
SDI,0.11640621994730734,0.051179880669051596,2.2744527424757757,56.0191296637869,0.02678846576971052,ERS_time_var7crops,3
soysmallgrain_planted,0.045036783407144426,0.062340005841961484,0.7224379080316008,74.04418622307053,0.4723009105949716,ERS_time_var7crops,3
corn_planted,0.24323863353458341,0.04970652451958223,4.893495087123982,79.79271394179877,5.062914564236096e-6,ERS_time_var7crops,3
fruitveg_planted,4.241862417942066,1.5272270705285294,2.7774929477082146,5.6077171979855125,0.03448178842703462,ERS_time_var7crops,3
pland_crops,-0.009844219022916495,0.003972239112847906,-2.478254390848757,52.50808354327551,0.01645321132525792,ERS_twoways_var6crops,3
cropintensity,0.0017428146596789196,0.001096413717170774,1.5895593354816302,2.7704611508186368,0.21753656066211646,ERS_twoways_var6crops,3
msidi,-0.914840991355001,0.2562472925816351,-3.570148906309133,62.67501616242489,6.91558399257063e-4,ERS_twoways_var6crops,3
mna_crops,-5.919832707711846e-4,4.735999840516084e-4,-1.2499647185517555,19.354757474707238,0.2262157412276457,ERS_twoways_var6crops,3
largefarm_planted,0.015313558341778692,0.03455961032379566,0.4431056426361006,39.02205842287829,0.6601362309917107,ERS_twoways_var6crops,3
natural_crops_ed,-0.004776214400858545,0.00335262636042783,-1.42461875776967,35.49662338689912,0.16300056319104195,ERS_twoways_var6crops,3
soysmallgrain_planted,0.13718901812179013,0.055794815094003344,2.458813025738207,64.00156565102196,0.016654753488839318,ERS_twoways_var6crops,3
corn_planted,0.6026103312558264,0.09533101409866468,6.321241171652105,59.276480060428874,3.704867914780207e-8,ERS_twoways_var6crops,3
fruitveg_planted,1.6485355156471733,1.3718587222624792,1.201680237837025,4.119808668409563,0.29397822707589094,ERS_twoways_var6crops,3
pland_crops,0.002491535827673042,0.003230140332514908,0.7713398091695891,50.07864066059312,0.4441299685503579,ERS_individual_var6crops,3
cropintensity,-8.158368478085096e-4,7.200914262045797e-4,-1.1329628684909914,2.7126186445754232,0.3473630611806216,ERS_individual_var6crops,3
msidi,-0.5183710897585407,0.25438452128557554,-2.0377461928063236,62.6528790084086,0.04580331363249357,ERS_individual_var6crops,3
mna_crops,4.294376250635864e-4,4.2660035730490465e-4,1.0066508799397322,20.85227476612728,0.3256418088278614,ERS_individual_var6crops,3
largefarm_planted,0.07676245089563849,0.032112066985743946,2.390454994059303,41.3107091494926,0.021467691046491103,ERS_individual_var6crops,3
natural_crops_ed,-0.0054677552117699015,0.0038322222497037765,-1.426784475298255,34.02121123792224,0.1627556794517749,ERS_individual_var6crops,3
soysmallgrain_planted,0.05697716595232375,0.046361603727651024,1.2289731452568666,66.38167483165573,0.22342073131662116,ERS_individual_var6crops,3
corn_planted,0.7272124315692616,0.09208579861895132,7.897118149329932,57.217043226243035,9.941577418169343e-11,ERS_individual_var6crops,3
fruitveg_planted,2.2240838156010776,1.6177405037827262,1.374808759748892,3.977540573757597,0.24155354492997902,ERS_individual_var6crops,3
pland_crops,0.001098638518990382,4.0702220735096766e-4,2.699210262114879,71.61172144233268,0.008665053060115094,ERS_time_var6crops,3
cropintensity,-0.001411152159068407,5.254909047168209e-4,-2.6853978753996812,2.154778343026688,0.10648759392496691,ERS_time_var6crops,3
msidi,-0.10696207201224954,0.03426729668647103,-3.121403856011756,64.72371373020314,0.002689512338952794,ERS_time_var6crops,3
mna_crops,-1.4493602939504255e-4,1.5392662744049873e-4,-0.9415916648408895,18.421473720005274,0.35858674588217754,ERS_time_var6crops,3
largefarm_planted,0.03842711624284015,0.02996529791916009,1.2823872583048639,59.27319271989568,0.2046995277678621,ERS_time_var6crops,3
natural_crops_ed,1.5977841077379552e-6,8.258047777917138e-4,0.0019348206146379934,35.528841733198774,0.9984670606841339,ERS_time_var6crops,3
soysmallgrain_planted,0.013705189668410311,0.0487441203702064,0.2811660065731181,80.07680751682032,0.7793083176197493,ERS_time_var6crops,3
corn_planted,0.23420261057705194,0.043546807936161475,5.378180897217244,88.67191037989211,6.050001283504645e-7,ERS_time_var6crops,3
fruitveg_planted,5.090545986523249,1.540404495173536,3.304681336930121,5.196202184170348,0.02017635694252127,ERS_time_var6crops,3
pland_crops,-0.016792151135583883,0.004702911211126081,-3.570586469048629,48.31657997692899,8.178217072730896e-4,ERS_twoways_var6crops_3yrs,3
cropintensity,0.0019953206471214355,0.0012201422936859423,1.6353179931938493,2.5793733780139254,0.21503281782794834,ERS_twoways_var6crops_3yrs,3
msidi,-0.6131954275960909,0.3303649067629387,-1.8561155105863105,64.30314995757026,0.06802010146614759,ERS_twoways_var6crops_3yrs,3
mna_crops,-5.746371082931135e-4,4.847316838014373e-4,-1.1854746192503987,18.785118529076264,0.2506098685347784,ERS_twoways_var6crops_3yrs,3
largefarm_planted,0.019193425391708475,0.046889306195791014,0.4093348131781775,30.033280617241445,0.6851986917106828,ERS_twoways_var6crops_3yrs,3
natural_crops_ed,-0.004112292583860298,0.005229954177731798,-0.7862961020518493,24.594840774630043,0.4392047188155208,ERS_twoways_var6crops_3yrs,3
soysmallgrain_planted,0.14219720960542015,0.0687105516123364,2.06951052303719,49.95408920537435,0.04369010290315304,ERS_twoways_var6crops_3yrs,3
corn_planted,0.511633428828123,0.13282287807782728,3.851997759966717,33.36595378197596,5.046245882973938e-4,ERS_twoways_var6crops_3yrs,3
fruitveg_planted,-2.1615347232923,1.7976643775766574,-1.2024128364862845,3.4146344628227236,0.30590095325111294,ERS_twoways_var6crops_3yrs,3
pland_crops,0.0012261164000193637,0.004110030946107388,0.29832291194318594,48.55505159201856,0.7667296585118355,ERS_individual_var6crops_3yrs,3
cropintensity,-0.001503029240219273,5.772153192985739e-4,-2.603931652482368,2.4878039316404217,0.09707748501460678,ERS_individual_var6crops_3yrs,3
msidi,-0.32466619288040693,0.3510059373673805,-0.924959262271951,64.99378017596287,0.358408749552933,ERS_individual_var6crops_3yrs,3
mna_crops,7.69098455517349e-5,4.5560285426046667e-4,0.16880896340426743,19.290993333400987,0.8677043405921859,ERS_individual_var6crops_3yrs,3
largefarm_planted,0.08578888779624451,0.04229945967441717,2.0281320011312074,32.32451266527612,0.05085438117110352,ERS_individual_var6crops_3yrs,3
natural_crops_ed,-0.002427599200872955,0.005880872547588559,-0.4127957511795401,23.60139597015704,0.683482326437403,ERS_individual_var6crops_3yrs,3
soysmallgrain_planted,0.03067248432743673,0.055756686541450676,0.5501131116289375,49.573532648067506,0.5847120548772454,ERS_individual_var6crops_3yrs,3
corn_planted,0.585625918437441,0.12570874251094427,4.658593402017813,33.39999917190477,4.907960014051028e-5,ERS_individual_var6crops_3yrs,3
fruitveg_planted,-3.0122921464630883,2.7159257767148106,-1.109121674932797,3.3577657204144864,0.340433446914293,ERS_individual_var6crops_3yrs,3
pland_crops,0.0014323767521126126,4.662430314978553e-4,3.072167636502684,75.41705241809518,0.002955855622687513,ERS_time_var6crops_3yrs,3
cropintensity,-0.0012852623576054415,6.643702164882456e-4,-1.934557458639751,2.1501629097245427,0.18374387488799038,ERS_time_var6crops_3yrs,3
msidi,-0.12862818143179874,0.040493776974302856,-3.1764925636209616,63.904388073069306,0.0022960022488146842,ERS_time_var6crops_3yrs,3
mna_crops,-2.691207872029796e-4,1.8590675890583903e-4,-1.4476116349233332,17.513248093647835,0.16539053896674547,ERS_time_var6crops_3yrs,3
largefarm_planted,0.01381991718806674,0.03630324259472083,0.38067996686545064,56.97096328990938,0.7048565322465019,ERS_time_var6crops_3yrs,3
natural_crops_ed,2.2658463381101747e-4,9.861014461703221e-4,0.22977821875324697,33.95128684039519,0.8196428794669894,ERS_time_var6crops_3yrs,3
soysmallgrain_planted,0.05067897564012025,0.06071306048057896,0.8347293850609222,73.36739727882298,0.4065799555975582,ERS_time_var6crops_3yrs,3
