term,estimate,std.error,statistic,df,p.value,model,ERS
pland_crops,-0.0022719318396277116,0.0018596962318613796,-1.2216682492031095,1.1377506142695843,0.4173300202446329,ERS_twoways_var7,8
cropintensity,8.399576600867019e-5,4.808935087551176e-5,1.7466604243860324,1.0697269162383307,0.3186772991678321,ERS_twoways_var7,8
msidi,-0.4202141670880165,0.288296584651463,-1.4575759459517552,10.952378231516562,0.17302622585365374,ERS_twoways_var7,8
mna_crops,0.001480030281687852,0.002505280786046647,0.5907642328680258,33.50435315960869,0.5586428359676286,ERS_twoways_var7,8
largefarm_planted,0.23586743301318017,0.07750223060614354,3.0433631544339463,34.65498702818322,0.004443207930735585,ERS_twoways_var7,8
natural_crops_ed,-0.0429549973032225,0.04004464487736233,-1.0726776934786957,17.611243949345745,0.2978951668021495,ERS_twoways_var7,8
SDI,0.09958203268280319,0.07552140726777658,1.3185934463550812,39.28257972543907,0.1949413998789027,ERS_twoways_var7,8
pland_crops,-0.003034448202575742,0.0015165326738292993,-2.000911853032254,1.1050392446021577,0.27614206134783764,ERS_individual_var7,8
cropintensity,7.654415654073975e-5,5.1227653132705474e-5,1.4941960417833657,1.0514580372216933,0.3668501297590599,ERS_individual_var7,8
msidi,-0.4758075142798894,0.2801685097264126,-1.6982904850531568,9.992809786294995,0.12032096646215318,ERS_individual_var7,8
mna_crops,0.00226053702067813,0.0022015290325567228,1.0268031841728107,34.94394757012134,0.31156877676805006,ERS_individual_var7,8
largefarm_planted,0.2361147120438985,0.07672961943426701,3.0772303288454865,34.528318620947466,0.004074466507407992,ERS_individual_var7,8
natural_crops_ed,-0.03186130701630054,0.039471946206804984,-0.8071886511338942,17.830282912233827,0.43019454451547556,ERS_individual_var7,8
SDI,0.09587160783358924,0.07558340625195331,1.268421371669944,39.91417585308066,0.21199586460200515,ERS_individual_var7,8
pland_crops,0.0025904151165512946,0.0020943866171467527,1.236837122307579,9.828131841458825,0.2448864627045555,ERS_time_var7,8
cropintensity,-1.1751957537621288e-5,8.711015538129546e-6,-1.3490915595525044,1.111560647839228,0.3890929956640116,ERS_time_var7,8
msidi,-0.09564561603401472,0.12144704607292792,-0.7875499580004633,64.4532243811871,0.4338466753713145,ERS_time_var7,8
mna_crops,-6.848491000119512e-5,4.2152265446708195e-4,-0.16247029495432094,23.895000947386084,0.8723016555184899,ERS_time_var7,8
largefarm_planted,0.012617339984940534,0.05155090648885522,0.24475495862848257,83.71389154185836,0.8072451135633256,ERS_time_var7,8
natural_crops_ed,-0.012043814855515733,0.007227900312964594,-1.6662950973345458,14.785466916793036,0.11669240758255957,ERS_time_var7,8
SDI,0.1072848291479107,0.057703913971736465,1.8592296737524443,75.83105940122893,0.0668738911467119,ERS_time_var7,8
pland_crops,-0.0014433351035128806,0.0031072998323446385,-0.46449817571154706,1.1170380041102217,0.7165570091943954,ERS_twoways_var6,8
cropintensity,4.9676051219976445e-5,5.684733937485755e-5,0.8738500652142601,1.0829084984309423,0.533585692788948,ERS_twoways_var6,8
msidi,-0.42885385296409334,0.2053309535948047,-2.0885981653325563,14.844972931710458,0.05439245919893893,ERS_twoways_var6,8
mna_crops,-5.492221106193388e-4,0.0016705026054211138,-0.32877656630824975,41.17551032946275,0.7439909496655717,ERS_twoways_var6,8
largefarm_planted,0.19004362359553023,0.06415818984790216,2.962110122590129,37.72402015585826,0.005263472489640179,ERS_twoways_var6,8
natural_crops_ed,-0.035701344866532723,0.023305541042921794,-1.5318822592782373,11.456935255537623,0.15268630935630675,ERS_twoways_var6,8
pland_crops,-0.0020252889998313164,0.005340919224156917,-0.3792023273205401,1.0967737811601395,0.7648061856552586,ERS_individual_var6,8
cropintensity,5.584650217360386e-5,5.320656363175335e-5,1.0496167833751062,1.0619034079592693,0.47642176773656864,ERS_individual_var6,8
msidi,-0.31597953879628216,0.19583133898456107,-1.6135289705658058,14.242842320707627,0.1285598628715008,ERS_individual_var6,8
mna_crops,0.0019394990671449275,0.0014267714940022183,1.359362080962568,45.79893909586309,0.18068786219667676,ERS_individual_var6,8
