term,estimate,std.error,statistic,p.value,model,ERS
pland_crops,-0.05983588555812665,0.11930888352935567,-0.5015207903056453,0.6163311429693534,ERS_twoways_var7,8
cropintensity,0.4881230807510399,0.34050395338548217,1.4335313170312567,0.15263043104291793,ERS_twoways_var7,8
msidi,-0.06759907466804803,0.033350974758774875,-2.026899518139638,0.04345729416216498,ERS_twoways_var7,8
mna_crops,0.07859957655233742,0.10594577184545038,0.7418849774108537,0.4586722220401289,ERS_twoways_var7,8
largefarm_planted,0.07121445787073385,0.014243713668577013,4.99971141850736,9.239010690276621e-7,ERS_twoways_var7,8
natural_crops_ed,-0.3713852696706915,0.39138636348014605,-0.9488968046009372,0.34335105079214967,ERS_twoways_var7,8
SDI,0.018861220959960765,0.011511216308104621,1.6385080824761566,0.10224623201819168,ERS_twoways_var7,8
pland_crops,-0.0807348547135575,0.11866278419896761,-0.6803721592962582,0.4967318733548811,ERS_individual_var7,8
cropintensity,0.4437411031051339,0.3388395340013833,1.3095907017252668,0.19121856170787857,ERS_individual_var7,8
msidi,-0.07685561684895785,0.03281820818453282,-2.341859019749281,0.019764711490215994,ERS_individual_var7,8
mna_crops,0.11929313079111087,0.09558327918470508,1.2480543857528563,0.21286994628566092,ERS_individual_var7,8
largefarm_planted,0.071257057362083015,0.014115390203476963,5.04818190180323,7.284441153151071e-7,ERS_individual_var7,8
natural_crops_ed,-0.2724815215480839,0.3636366786375746,-0.7493235351532231,0.4541803430529835,ERS_individual_var7,8
SDI,0.018125126972780823,0.011485904843545926,1.578032137621753,0.11548812714511128,ERS_individual_var7,8
pland_crops,0.0674903865294448,0.06816962174802497,0.990036101108338,0.3226213910164595,ERS_time_var7,8
cropintensity,-0.069064064943946,0.06976526126261198,-0.9899492052924947,0.3226638231285084,ERS_time_var7,8
msidi,-0.014419126824222677,0.012082509315885394,-1.193388430105759,0.23326674390195817,ERS_time_var7,8
mna_crops,-0.004454798595245442,0.02239807158181491,-0.1988920599245835,0.8424256754107955,ERS_time_var7,8
largefarm_planted,0.004483098822880548,0.010955865150365578,0.40919623976304187,0.6825657750706141,ERS_time_var7,8
natural_crops_ed,-0.10443420287690687,0.0585613174369455,-1.7833308307886668,0.07512127962460685,ERS_time_var7,8
SDI,0.020911007438397623,0.0081019747077512,2.5809766375093663,0.010127619830967613,ERS_time_var7,8
pland_crops,-0.037934519940613955,0.1024016738441686,-0.37044824089830236,0.7112020384759564,ERS_twoways_var6,8
cropintensity,0.2883654010371372,0.22007909406089732,1.310280752779474,0.19068952816489898,ERS_twoways_var6,8
msidi,-0.06912321237408307,0.02592984149105829,-2.6657784390205275,0.007924222398511978,ERS_twoways_var6,8
mna_crops,-0.0264200386517721,0.0717208352677459,-0.3683732705167427,0.7127474799025649,ERS_twoways_var6,8
largefarm_planted,0.0574107003222166,0.010659819600963369,5.385710309490433,1.1025202758517278e-7,ERS_twoways_var6,8
natural_crops_ed,-0.31069792999707635,0.2597224513308373,-1.196269049537446,0.23214634152499447,ERS_twoways_var6,8
pland_crops,-0.05391080900225155,0.10362755598915498,-0.5202362295207804,0.6031229319402703,ERS_individual_var6,8
cropintensity,0.32382964609537357,0.22236866228006957,1.4562737517731505,0.14592750567366633,ERS_individual_var6,8
msidi,-0.05106453426358538,0.025343043871421125,-2.0149329544889394,0.0444318441067907,ERS_individual_var6,8
mna_crops,0.10179941038709961,0.06396155689416731,1.5915718023490255,0.11209573761276193,ERS_individual_var6,8
largefarm_planted,0.06065683242982546,0.010737077237116503,5.649287146798542,2.6710590483522582e-8,ERS_individual_var6,8
natural_crops_ed,-0.19078622817517654,0.2534414656611382,-0.7527822161124403,0.45192541805238196,ERS_individual_var6,8
pland_crops,0.0477264345519169,0.05600938280790891,0.8521149878690968,0.3944463579810715,ERS_time_var6,8
cropintensity,-0.1004580316439473,0.05955293469474531,-1.686869541507436,0.09208109412443297,ERS_time_var6,8
msidi,-0.006540059787165631,0.009783302222634375,-0.6684920529220422,0.5040434433995836,ERS_time_var6,8
mna_crops,2.27070675149053e-5,0.01868320929573586,0.0012153729670034699,0.9990306247094782,ERS_time_var6,8
largefarm_planted,0.00558946854671229,0.008997305699086341,0.6212380387697497,0.5346484842863091,ERS_time_var6,8
natural_crops_ed,-0.07320193884446272,0.04713527469689694,-1.5530181868078055,0.12087798117606573,ERS_time_var6,8
pland_crops,-0.05639844218376722,0.11958648546618261,-0.4716121722610195,0.637507021659997,ERS_twoways_var6_3yrs,8
cropintensity,0.5178875324172758,0.34086288879092497,1.5193426725164336,0.12960833559169752,ERS_twoways_var6_3yrs,8
msidi,-0.06508304220215769,0.03339828612942081,-1.9486940722034696,0.05215665556097931,ERS_twoways_var6_3yrs,8
