FIPS,Year,SDI
1081,2012,0.6951193436763674
1081,2017,0.5766007409679264
1083,2007,0.7262864733759629
1083,2012,0.7334563409555734
1083,2017,0.7148778239415664
1085,2007,0.25777399135215484
1085,2012,0.4489019296445155
1085,2017,0.4623260166662927
1087,2007,0.6501066991422946
1087,2012,0.769125633770533
1087,2017,0.7255158880270927
1089,2007,0.759934269670965
1089,2012,0.7662801817603891
1089,2017,0.7476835041983145
1091,2007,0.49210335061280464
1091,2012,0.7836350633022423
1091,2017,0.5628125716742585
1093,2007,0.6460568945508405
1093,2012,0.623360413368345
1093,2017,0.533968215973632
1095,2007,0.607955239531953
1095,2012,0.6203356808043203
1095,2017,0.6463124853811628
1097,2007,0.7374637372194588
1097,2012,0.7099759641308848
1097,2017,0.8140179304063994
1099,2007,0.7972665606044477
1099,2012,0.7299918905482541
1099,2017,0.6820738371833291
1101,2007,0.29570188303191536
1101,2012,0.5464437165140014
1101,2017,0.5567350236423012
1103,2007,0.7431106212187977
1103,2012,0.7356785785501221
1103,2017,0.6824394023008741
1105,2007,0.586660038614309
1105,2012,0.6638839625995712
1105,2017,0.7393318806168273
1107,2007,0.8040740511132404
1107,2012,0.7995049420497959
1107,2017,0.8101745606176861
1109,2007,0.5671742360688707
1109,2012,0.6389662288861595
1109,2017,0.6184839551245881
1111,2007,0.34398090719253493
1111,2012,0.4181385988323084
1111,2017,0.3052553531862744
1113,2007,0.769985686563109
1113,2012,0.8065461328912125
1113,2017,0.7651441206921723
1115,2007,0.611318002268901
1115,2012,0.5359336193047306
1115,2017,0.5668787716442267
1117,2007,0.7055993041839261
1117,2012,0.7126238360234942
1117,2017,0.6800266620041897
1119,2007,0.33148893229403287
1119,2012,0.31439296453821786
1119,2017,0.6648596759638259
1121,2007,0.7576916269449376
1121,2012,0.7492749814080251
1121,2017,0.7162157767775663
1123,2007,0.5915868125000001
1123,2012,0.6730680631192999
1123,2017,0.6155897433951781
1125,2007,0.7650722329261546
1125,2012,0.7731475065410246
1125,2017,0.7758032306467783
1127,2007,0.5659075720683556
1127,2012,0.6222108198435592
1127,2017,0.5411649766616824
1129,2007,0.7430661336251034
1129,2012,0.6637099194178829
1129,2017,0.7639841295127004
1131,2007,0.390937442424265
1131,2012,0.3815643515840539
1131,2017,0.4625958698041468
1133,2007,0.7119332144539516
1133,2012,0.495352020001512
1133,2017,0.5352859487438455
4001,2007,0.7487270125825863
4001,2012,0.49382716049382713
4001,2017,0.6869806094182827
4003,2007,0.46760621364039623
4003,2012,0.40868606515584627
4003,2017,0.46091958416702583
4005,2007,0.7659279778393352
4005,2012,0.7619598765432098
4005,2017,0.5521541950113378
4007,2007,0.7460835555555556
4007,2012,0.4498416498769022
4007,2017,0.4426067480433332
4009,2007,0.7476800044843572
4009,2012,0.6159067305866983
4009,2017,0.7370704903185379
4011,2007,0.7380733371724363
4011,2012,0.750184726056284
4011,2017,0.7853517487098274
4012,2007,0.674983007494752
4012,2012,0.6932540370511109
4012,2017,0.6312962396242423
4013,2007,0.6769046989490517
4013,2012,0.719576710920552
4013,2017,0.7073219154004622
4015,2007,0.5330308510796753
4015,2012,0.6736377188583409
4015,2017,0.570474785475607
4017,2007,0.7327255912273748
4017,2012,0.5714285714285714
4017,2017,0.5316576736561711
4019,2007,0.7297899824890108
4019,2012,0.7706021839747765
4019,2017,0.7457655207252902
4021,2007,0.778752422120987
4021,2012,0.7718473417250639
4021,2017,0.7382333702668823
4023,2007,0.5587990598333341
4023,2012,0.6388636216221224
4023,2017,0.618486501935591
4025,2007,0.5390652143210226
4025,2012,0.6671017318144964
4025,2017,0.589043011169035
4027,2007,0.8449972199611885
4027,2012,0.8201444814315217
4027,2017,0.8278338012465905
5001,2007,0.668590944985972
5001,2012,0.6740791289025226
5001,2017,0.5555571290264041
5003,2007,0.7862048343001451
5003,2012,0.7659278615914863
5003,2017,0.5467768720960338
5005,2007,0.08952414814814824
5005,2012,0
5005,2017,0.03470076625881613
5007,2007,0.6159408251255885
5007,2012,0.76947784423828125
5007,2017,0.5378944240818696
5009,2007,0.012774557091561056
5009,2012,0.11511478420569321
5009,2017,0.2724107704493307
5011,2007,0.6930284429944353
5011,2012,0.6822105121420218
5011,2017,0.675796429742664
5013,2007,0.668185079668591
5013,2012,0.199441231251838
5013,2017,0.1273002590941048
5015,2007,0.013174513066933846
5015,2012,0.050280957336108045
5015,2017,0.5319738195210146
5017,2007,0.7416927650320719
5017,2012,0.7202931527350438
5017,2017,0.37252376126664366
5019,2007,0.5303470452630199
5019,2012,0.524969900927672
5019,2017,0.6723423115619838
5021,2007,0.6955730933810182
5021,2012,0.7076671262459484
5021,2017,0.6927690644238251
5023,2007,0.11689973309925894
5023,2012,0.6704545454545454
5023,2017,0.13160208840609589
5025,2007,0.7339434670356978
5025,2012,0.6877980751020127
5025,2017,0.6250404089989344
5027,2007,0.6960891651662248
5027,2012,0.7055443837977593
5027,2017,0.26767639873052984
5029,2007,0.6682401108031175
5029,2012,0.5245698412252485
5029,2017,0.6409449207128635
5031,2007,0.729149203858159
5031,2012,0.7437881038831479
5031,2017,0.7236802537719939
5033,2007,0.6750082607023667
5033,2012,0.40378349452300977
5033,2017,0.4008181024811439
5035,2007,0.5957781921043788
5035,2012,0.5773694646272485
5035,2017,0.40075203416721406
5037,2007,0.6352234000359558
5037,2012,0.6030421857289899
5037,2017,0.5827924669450644
5039,2007,0.5689938666090284
5039,2012,0.5330003188436603
5039,2017,0.08606730256021744
5041,2007,0.7311564082735655
5041,2012,0.671052491898851
5041,2017,0.3540572662868412
5043,2007,0.7948439998591709
5043,2012,0.7569229594771766
5043,2017,0.5439704521545536
5045,2007,0.7130085582934762
5045,2012,0.5114431506673149
5045,2017,0.6789607908384906
5047,2007,0.73821084431962
5047,2012,0.6570301554981248
5047,2017,0.6121377263544536
5049,2007,0.2150294250792213
5049,2012,0.5
5049,2017,0.013259555555555691
5051,2007,0.640470801267542
5051,2012,0.4188385916780978
5051,2017,0.20355231866825207
5053,2007,0.6969327576470887
5053,2012,0.4958408730659709
5053,2017,0.6593824949466387
5055,2007,0.6774177458875528
5055,2012,0.6934353762142664
5055,2017,0.6859723616408262
5057,2007,0.7587784344754622
5057,2012,0.7315405158534527
5057,2017,0.7043242076124567
5059,2007,0.7345267820008972
5059,2012,0.5353613472553032
5059,2017,0.572516690883871
5061,2007,0.34250169025374233
5061,2012,0.659197896120973
5061,2017,0.022199713685043698
5063,2007,0.6715504166159828
5063,2012,0.641796080496238
5063,2017,0.6696060707440137
5065,2007,0.3944027471728503
5065,2012,0.5591909577632361
5065,2017,0.1525166622217875
5067,2007,0.6485689435067461
5067,2012,0.6557026021808512
5067,2017,0.6636250731930446
5069,2007,0.7093202931777733
5069,2012,0.7412779394825204
5069,2017,0.6772185820676448
5071,2007,0.7179200593645767
5071,2012,0.521673403388484
5071,2017,0.6197952533101247
5073,2007,0.7209402343339798
5073,2012,0.7102481451926388
5073,2017,0.7338614381722189
5075,2007,0.6303238817053083
5075,2012,0.6195627215646502
5075,2017,0.6856468379892369
5077,2007,0.6471637723901482
5077,2012,0.7110373640837426
5077,2017,0.5740953575878318
5079,2007,0.7319623568541689
5079,2012,0.7183013199253537
5079,2017,0.6327921544969578
5081,2007,0.7699440662611001
5081,2012,0.6715415774255484
5081,2017,0.7097702223418347
5083,2007,0.6867932764224995
5083,2012,0.5180325560663366
5083,2017,0.6727164986947816
5085,2007,0.6851018881164976
5085,2012,0.695547320696821
5085,2017,0.6679228499755182
5087,2007,0.009696584045396639
5087,2012,0.16415192507804377
5087,2017,0.1206666318660301
5089,2007,0.04433348764597744
5089,2012,0
5089,2017,0.024681548532652475
5091,2007,0.718496112047667
5091,2012,0.683021398481299
5091,2017,0.6720366543834151
5093,2007,0.6426857201053613
5093,2012,0.6613587934950156
5093,2017,0.5487804189146335
5095,2007,0.6956577812534629
5095,2012,0.7378427912137847
5095,2017,0.6116570808860378
5097,2007,0.031562000776594434
5097,2012,0.48979591836734704
5097,2017,0.022842515463498914
5099,2007,0.7210383184953943
5099,2012,0.5076285932548665
5099,2017,0.575271051857661
5101,2007,0.004022112491366969
5101,2012,0.31999999999999984
5101,2017,0.042558227629791556
5103,2007,0.7194730576597602
5103,2012,0.6930773391022174
5103,2017,0.04340375389276996
5105,2007,0.6876569842933147
5105,2012,0.4485438406907416
5105,2017,0.6476224402183404
5107,2007,0.5728010237429813
5107,2012,0.5769705792807828
5107,2017,0.42208697908961046
5109,2007,0.634344767492917
5109,2012,0.2759576442593694
5109,2017,0.5030732963507585
5111,2007,0.6680422054194219
5111,2012,0.676364767339427
5111,2017,0.5955152808008295
5113,2007,0.03065965004026938
5113,2012,0.3887504449982201
5113,2017,0.0071167690854915255
5115,2007,0.5907969705423162
5115,2012,0.5659541531495493
5115,2017,0.6376326574466643
5117,2007,0.650644919411238
5117,2012,0.6488512053720674
5117,2017,0.6111635125843391
5119,2007,0.6996473751567542
5119,2012,0.6195286221951294
5119,2017,0.6146118633090111
5121,2007,0.6783948154288375
5121,2012,0.6546308286058593
5121,2017,0.7163659231802475
5123,2007,0.6531630457631447
5123,2012,0.674628933253359
5123,2017,0.540151569464765
5125,2007,0.6218834750986193
5125,2012,0.5474035344165215
5125,2017,0.2672542563908583
5127,2007,0.1521672365430684
5127,2012,0.48979591836734704
5127,2017,0.032411986025262074
5129,2007,0.09813342995148733
5129,2012,1
5129,2017,0.03297207425196902
5131,2007,0.7116847731617684
5131,2012,0.4912186530575453
5131,2017,0.5531852539914317
5133,2007,0.7343726968091902
5133,2012,0.6643277391975309
5133,2017,0.45791664549780686
5135,2007,0.41598613590777844
5135,2012,0.6666666666666667
5135,2017,0.11782468938127788
5137,2007,0.34173890703376986
5137,2012,0.2681755402094007
5137,2017,0.31379751723730376
5139,2007,0.7062438307097747
5139,2012,0.7226331360946745
5139,2017,0.10153999194550467
5141,2007,0.045391299580603506
5141,2012,0
5141,2017,0.07971313202800123
5143,2007,0.1209880535568808
5143,2012,0.6723848478373676
5143,2017,0.120682079965992
5145,2007,0.702391545328896
5145,2012,0.6674602204253712
5145,2017,0.668700919116972
5147,2007,0.6658403392205753
5147,2012,0.6538661998644621
5147,2017,0.5978252944967184
5149,2007,0.615510750536056
5149,2012,0.3807711670731909
5149,2017,0.7330110084514267
6001,2007,0.6888627123644793
6001,2012,0.7834870231809774
6001,2017,0.8253441683103222
6003,2007,0.03374972605741844
6003,2012,0.007518689925240407
6003,2017,0.5249442376750544
6005,2007,0.8164574787854773
6005,2012,0.7020937435267751
6005,2017,0.8047192263665597
6007,2007,0.7824465061439505
6007,2012,0.7650854950023043
6007,2017,0.7742120323901766
6009,2007,0.832570544159847
6009,2012,0.621081426154681
6009,2017,0.6080756069214877
6011,2007,0.7413295126704265
6011,2012,0.7341532303820049
6011,2017,0.783575360283499
6013,2007,0.8431663370663982
6013,2012,0.8190596664014377
6013,2017,0.8297322696423797
6015,2007,0
6015,2012,0.6760204081632653
6015,2017,0.48611111111111116
6017,2007,0.7126047458689013
6017,2012,0.16951267275972293
6017,2017,0.7152838242477012
6019,2007,0.9076014996526189
6019,2012,0.888060490952387
6019,2017,0.8812619688984137
6021,2007,0.8154292445305859
6021,2012,0.8313075196432897
6021,2017,0.8347710481307243
6023,2007,0.19010208766580927
6023,2012,0.20710271962519178
6023,2017,0.2222895860597729
6025,2007,0.804971418211259
6025,2012,0.8070522861952728
6025,2017,0.7792822475472851
6027,2007,0.4268282624247781
6027,2012,0.6224148032278569
6027,2017,0.20626433821002332
6029,2007,0.8646115654622407
6029,2012,0.8316796310700895
6029,2017,0.8466171098943037
6031,2007,0.865931656447871
6031,2012,0.8546624877798246
6031,2017,0.8884664473186376
6033,2007,0.4913398804519544
6033,2012,0.32256665099607784
6033,2017,0.736396755597404
6035,2007,0.6278251288596243
6035,2012,0.7234517237814222
6035,2017,0.580140389974537
6037,2007,0.6853472558449998
6037,2012,0.49143611963913747
6037,2017,0.6436754127703193
6039,2007,0.8366555577861825
6039,2012,0.7556850195504458
6039,2017,0.7781462586397072
6041,2007,0.5797810756656905
6041,2012,0.35576533714699066
6041,2017,0.14117886026286675
6043,2007,0.7952006941972233
6043,2012,0.6988195423412648
6043,2017,0.8432321088605225
6045,2007,0.5404834215193839
6045,2012,0.4308692697114026
6045,2017,0.3950457228201947
6047,2007,0.8666150605541503
6047,2012,0.8795824535280533
6047,2017,0.871531500489569
6049,2007,0.6677690620843185
6049,2012,0.7572182017461014
6049,2017,0.6757836793646035
6051,2007,0.7268470343392299
6051,2012,0.5522726409240005
6051,2017,0.18706168551521307
6053,2007,0.8558852781576135
6053,2012,0.7090570718819125
6053,2017,0.7219260304695039
6055,2007,0.13592851003539563
6055,2012,0.030908719955899944
6055,2017,0.05849991256620368
6057,2007,0.7601290176550475
6057,2012,0.7914631990910239
6057,2017,0.56
6059,2007,0.26122862166338123
6059,2012,0.6875
6059,2017,0.722117202268431
6061,2007,0.7202273733863748
6061,2012,0.5779544583038427
6061,2017,0.5071297562812727
6063,2007,0.32772912883297556
6063,2012,0.6027070851613486
6063,2017,0.21902105863938526
6065,2007,0.8423040758860867
6065,2012,0.8490042699749595
6065,2017,0.7520209530672004
6067,2007,0.8819323278886062
6067,2012,0.887746009564217
6067,2017,0.8836349268959602
6069,2007,0.9100563341463189
6069,2012,0.8070189605604985
6069,2017,0.6961496906821896
6071,2007,0.6327230579949368
6071,2012,0.6033634250577509
6071,2017,0.4954459196108625
6073,2007,0.36651043084450485
6073,2012,0.7878979146077121
6073,2017,0.6003390476709196
6075,2007,0.7485822306238186
6075,2012,0.6805555555555556
6075,2017,0
6077,2007,0.8798915975306393
6077,2012,0.8981962371053073
6077,2017,0.8814100504972737
6079,2007,0.7976040119261136
6079,2012,0.7445195534866182
6079,2017,0.7416904118823091
6081,2007,0.60241370622323
6081,2012,0.5917667478514039
6081,2017,0.7638777617547046
6083,2007,0.4679341048914347
6083,2012,0.7191812773207178
6083,2017,0.7982372560520196
6085,2007,0.900096007829892
6085,2012,0.7990486001864163
6085,2017,0.8172547053425588
6087,2007,0.7456774170455763
6087,2012,0.8051675698307634
6087,2017,0.7620477477107674
6089,2007,0.6024913475372807
6089,2012,0.7449729999702048
6089,2017,0.4489813430673365
6091,2007,0.4944805368464795
6091,2012,0.5228423060144741
6091,2017,0.13692574394799262
6093,2007,0.6836674342547304
6093,2012,0.7016515880758851
6093,2017,0.5814976777070726
6095,2007,0.8843759691849553
6095,2012,0.8913359338917184
6095,2017,0.8943693134933663
6097,2007,0.45405485087818587
6097,2012,0.2606886947660322
6097,2017,0.3458990802033456
6099,2007,0.8120661118682712
6099,2012,0.8458802604414531
6099,2017,0.7884165644125811
6101,2007,0.8245910026212111
6101,2012,0.7754746007851644
6101,2017,0.7951163248082381
6103,2007,0.8608724091651335
6103,2012,0.8833555041456743
6103,2017,0.7944612818057553
6105,2007,0.6626984126984128
6105,2012,0.6839491625284067
6105,2017,0.6226218787158144
6107,2007,0.8942024078111639
6107,2012,0.8927989992956504
6107,2017,0.8990264148340515
6109,2007,0.7891395188445778
6109,2012,0.7600363274561526
6109,2017,0.7363805026142689
6111,2007,0.10222626296095516
6111,2012,0.3103869782182489
6111,2017,0.8603921796643155
6113,2007,0.8955903831959662
6113,2012,0.9025628337259082
6113,2017,0.8855862755190234
6115,2007,0.7802770796881979
6115,2012,0.739481961588752
6115,2017,0.7540427806823289
8001,2007,0.6058950014824269
8001,2012,0.6360751248575618
8001,2017,0.6378236822725204
8003,2007,0.792143222987101
8003,2012,0.7617720780530506
8003,2017,0.7495667308397362
8005,2007,0.5651089767501576
8005,2012,0.5948358562194832
8005,2017,0.5703851439567782
8007,2007,0.4893305512273006
8007,2012,0.5279675649464648
8007,2017,0.24799929230172002
8009,2007,0.742904764500979
8009,2012,0.7153309843308276
8009,2017,0.7620163493062686
8011,2007,0.7466361989820629
8011,2012,0.6963514978828709
8011,2017,0.7738235734110986
8013,2007,0.7457790316534383
8013,2012,0.6846320520514433
8013,2017,0.7479600944718265
8014,2007,0.645525051610004
8014,2012,0.6626514079538363
8014,2017,0.5575867933664007
8015,2007,0.5066510427335789
8015,2012,0.5023542334402549
8015,2017,0.49708434650410127
8017,2007,0.6921296141496818
8017,2012,0.661046902946902
8017,2017,0.7022804003092271
8019,2007,0.6090534979423868
8019,2012,0
8019,2017,0.64
8021,2007,0.612273485389642
8021,2012,0.6293576417085829
8021,2017,0.38436370166415246
8023,2007,0.7535890041717501
8023,2012,0.6974573330300252
8023,2017,0.6834853779324667
8025,2007,0.7260593548739291
8025,2012,0.724624573118407
8025,2017,0.7302491971096965
8027,2007,0.2867038470737623
8027,2012,0.12008216757518286
8027,2017,0.15290498485148718
8029,2007,0.585067363216877
8029,2012,0.7721166455485612
8029,2017,0.4635161300225812
8031,2007,0.45324481795693694
8031,2012,0.6017813871514057
8031,2017,0.5267237670010367
8033,2007,0.8025116124516993
8033,2012,0.769091075101288
8033,2017,0.7408544015167615
8035,2007,0.6878425139564726
8035,2012,0.79676131800034
8035,2017,0.6440695987510747
8037,2007,0.2569466606328784
8037,2012,0.1714460509786847
8037,2017,0.09582123291234956
8039,2007,0.7483369283303969
8039,2012,0.7025484144762725
8039,2017,0.7509723831636441
8041,2007,0.786458568854087
8041,2012,0.7068558055047578
8041,2017,0.7238073580553799
8043,2007,0.5103256996476035
8043,2012,0.5345502379325728
8043,2017,0.560306748172162
8045,2007,0.20091907674960896
8045,2012,0.09139051925679575
8045,2017,0.04964962492738101
8047,2007,0.544378698224852
8047,2012,0
8047,2017,0
8049,2007,0.39256503541084065
8049,2012,0.009256558189050912
8049,2017,0.3427196330368053
8051,2007,0.11456800577381365
8051,2012,0.031750019467774115
8051,2017,0.06599027638188659
8053,2007,0.046083831501640304
8053,2012,0.46983687288396425
8053,2017,0.3584294251325646
8055,2007,0.51378207803435
8055,2012,0.46696367785973114
8055,2017,0.13613227795191873
8057,2007,0.020247718411026572
8057,2012,6.336985017374452e-5
8057,2017,0.3794422464199433
8059,2007,0.7703533173548914
8059,2012,0.5896877269426288
8059,2017,0.6671496499135674
8061,2007,0.6235555748380386
8061,2012,0.6734389830276528
8061,2017,0.7015898895835504
8063,2007,0.7038860054242038
8063,2012,0.7062592295062587
8063,2017,0.735477504610754
8065,2007,0.11072664359861584
8065,2012,0
8065,2017,1
8067,2007,0.7209341305184476
8067,2012,0.6334703922682582
8067,2017,0.6143789580265286
8069,2007,0.8033089472952084
8069,2012,0.7874615586132307
8069,2017,0.8036943551505479
8071,2007,0.6594459847296805
8071,2012,0.641880168763749
8071,2017,0.6359304265159784
8073,2007,0.6796500774000298
8073,2012,0.6922787178356048
8073,2017,0.7276699060336094
8075,2007,0.7749541648866118
8075,2012,0.7777798163681812
8075,2017,0.7889464225773946
8077,2007,0.38608595582801986
8077,2012,0.4857218093703186
8077,2017,0.33945558035970524
8079,2007,0.45435018891361734
8079,2012,0.4945142857142857
8079,2017,0.28843434819492897
8081,2007,0.6859097215106744
8081,2012,0.6508215162756361
8081,2017,0.6256753571465321
8083,2007,0.6606194125934439
8083,2012,0.6607300499909261
8083,2017,0.661307140175732
8085,2007,0.679462254583757
8085,2012,0.742106609917719
8085,2017,0.5805329961438446
8087,2007,0.788504642998353
8087,2012,0.7838259463740397
8087,2017,0.7690653598502568
8089,2007,0.6465912814337362
8089,2012,0.60066172059008
8089,2017,0.6320929478913204
8091,2007,0.29143567364640166
8091,2012,0.1514142021490018
8091,2017,0.4845324149824277
8093,2007,0.3423376108027988
8093,2012,0.017004442400401998
8093,2017,0.2049397263604823
8095,2007,0.7311599534410695
8095,2012,0.708401996353442
8095,2017,0.7248041649492492
8097,2007,0.3618106634114413
8097,2012,0.1653255720396385
8097,2017,0.09932915060063108
8099,2007,0.7399302145106912
8099,2012,0.7285855638173497
8099,2017,0.7475710670536861
8101,2007,0.7911310446065316
8101,2012,0.8116311016067181
8101,2017,0.8427326369932696
8103,2007,0.4616730034571527
8103,2012,0.478090289377076
8103,2017,0.49660572531123615
8105,2007,0.7360843354231159
8105,2012,0.7591695073756499
8105,2017,0.6788717669902323
8107,2007,0.6411655591398067
8107,2012,0.5221897877374828
8107,2017,0.598428343975409
8109,2007,0.779073155427138
8109,2012,0.7936771702284486
8109,2017,0.7286876446004222
8111,2007,0
8111,2012,0.5
8111,2017,0.3765432098765432
8113,2007,0.7674855171710593
8113,2012,0.6490195740654722
8113,2017,0.5248290909819003
8115,2007,0.727352242502568
8115,2012,0.7102922431723759
8115,2017,0.7303347757320127
8117,2007,0.06010383658921348
8117,2012,0
8117,2017,0.10262145328719707
8119,2007,0.48218002081165456
8119,2012,0.30914033023652077
8119,2017,0.40708340848772206
8121,2007,0.6871796997747917
8121,2012,0.7033692865204436
8121,2017,0.7391427967219016
8123,2007,0.810802379941562
8123,2012,0.8184667898552128
8123,2017,0.8087122326403592
8125,2007,0.6895785025932528
8125,2012,0.6622171595601041
8125,2017,0.7092512216159186
9001,2007,0.6628257872608032
9001,2012,0.20689427577471764
9001,2017,0.5203000035628587
9003,2007,0.8058205463229651
9003,2012,0.6705402139157174
9003,2017,0.7613088456448787
9005,2007,0.6474948655351136
9005,2012,0.22029618951536734
9005,2017,0.6001472253159323
9007,2007,0.7055394065427074
9007,2012,0.42501737929330896
9007,2017,0.6964508986082287
9009,2007,0.7038246759826503
9009,2012,0.4060473121829039
9009,2017,0.6532903784544235
9011,2007,0.5486434950981351
9011,2012,0.5381807077779324
9011,2017,0.6904384296321402
9013,2007,0.6810946578919463
9013,2012,0.5941077937186641
9013,2017,0.6776821112471997
9015,2007,0.5927856507644433
9015,2012,0.5202610890343131
9015,2017,0.6948969363870583
10001,2007,0.6830888960577424
10001,2012,0.7245323920496747
10001,2017,0.6734739112592099
10003,2007,0.657064438865264
10003,2012,0.7391147577544133
10003,2017,0.6696227203300293
10005,2007,0.658963288351285
10005,2012,0.7042872949831942
10005,2017,0.6244306171630765
11001,2007,0.6654320987654321
11001,2012,0.782608695652174
11001,2017,0.4444444444444444
12001,2007,0.7172697837337323
12001,2012,0.744072311809019
12001,2017,0.6925530116580996
12003,2007,0.6959134982145427
12003,2012,0.5599426780231291
12003,2017,0.4954052173997455
12005,2007,0.7929341485142056
12005,2012,0.6259938028070513
12005,2017,0.8315851639510154
12007,2007,0.6110787435427671
12007,2012,0.6007257690820846
12007,2017,0.3962881473133759
12009,2007,0.31868952987942933
12009,2012,0.552798226973578
12009,2017,0.7314183571570648
12011,2007,0.6933844142222332
12011,2012,0.602105073028957
12011,2017,0.7908261711423
12013,2007,0.8261462372180403
12013,2012,0.7671904041217363
12013,2017,0.7363533448240352
12015,2007,0.01957536985013064
12015,2012,0.04981601395692492
12015,2017,0.12044308004441784
12017,2007,0.305768602527577
12017,2012,0.6637810753446288
12017,2017,0.6714358276548998
12019,2007,0.6235067757463064
12019,2012,0.7172205695444749
12019,2017,0.7431462168463759
12021,2007,0.08832070296416428
12021,2012,0.08386050924772981
12021,2017,0.11194789131375538
12023,2007,0.753843812965477
12023,2012,0.7457580113267284
12023,2017,0.7259194726959277
12027,2007,0.009899554908565533
12027,2012,0.013085299219744995
12027,2017,0.03949282717692992
12029,2007,0.7116226537868582
12029,2012,0.7432077479338843
12029,2017,0.6684409892663585
12031,2007,0.7996398261320534
12031,2012,0.6456286526282057
12031,2017,0.6968824598524306
12033,2007,0.8589449815717525
12033,2012,0.8378750846245709
12033,2017,0.7773366179569892
12035,2007,0.5415247107629673
12035,2012,0.3729241464336033
12035,2017,0.5794070444554434
12037,2007,0.6275859341007081
12037,2012,0.8398951092611863
12037,2017,0.6283386147578089
12039,2007,0.7551420213927724
12039,2012,0.7226749097541028
12039,2017,0.6891099690518561
12041,2007,0.690915382171966
12041,2012,0.7086698604497982
12041,2017,0.6669144987647289
12043,2007,0.5124617145652339
12043,2012,0.5756463408200974
12043,2017,0.531646699031117
12045,2007,0.7184619999999999
12045,2012,0.7858442974651358
12045,2017,0.6644987966461363
12047,2007,0.794960137339726
12047,2012,0.7525749619400969
12047,2017,0.788924730707663
12049,2007,0.06571975329330582
12049,2012,0.012350573972797263
12049,2017,0.06230440233240431
12051,2007,0.4860832381268383
